id	chr	start	end	strand	Length	Copies	Annotation/Divergence	../../rep1/tag-dirs/0-1uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/100uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/No-Peptide-24h-KAA-15-01-22 reads	0-1uM-PCC-24h-0-5uM-MEKi	0-1uM-PCC-24h	100uM-K99A-24h-0-5uM-MEKi	100uM-K99A-24h	10uM-K99A-24h-0-5uM-MEKi	10uM-K99A-24h	10uM-PCC-24h-0-5uM-MEKi	10uM-PCC-24h	No-Peptide-24h-0-5uM-MEKi	No-Peptide-24h	gene_name
NM_153788	chr11	69881567	69895539	-	2458.0	1	Acap1|Centb1|RP23-119B10.2|11 B3|11|protein-coding	21.5	26.736	34.144	26.561	53.74	28.933000000000003	33.019	35.874	32.43	62.871	57.405	30.538	33.325	77.851	66.153	Acap1
NM_177782	chr2	166566345	166713832	-	6488.0	1	Prex1|G630042G04|P-REX1|Setd6|RP23-183N8.1|2 H3|2|protein-coding	17.705	28.691	34.375	16.35	57.261	20.877	24.809	39.786	25.761	48.301	43.076	19.844	18.722	56.117	57.293	Prex1
NM_001005865	chr8	40990912	41041931	-	4157.0	1	Mtus1|AI481402|ATBP135|Atip1|B430010I23Rik|B430305I03Rik|C85752|Cctsg1-440|MD44|MTSG1|mKIAA1288|-|8 A4|8|protein-coding	1.119	3.008	5.952000000000001	0.48700000000000004	18.108	1.8559999999999999	4.072	10.344000000000001	3.773	29.389	26.835	1.085	0.511	40.966	35.169000000000004	Mtus1
NM_138301	chr10	77907722	77969872	-	7256.0	1	Trpm2|9830168K16Rik|C79133|LTRPC2|TRPC7|Trp7|Trrp7|-|10 C1|10 39.72 cM|protein-coding	1.034	1.87	2.52	1.11	8.714	4.869	7.303999999999999	15.343	7.582999999999999	35.703	27.666	4.614	2.83	53.294	39.275	Trpm2
NM_153551	chr17	57066055	57078510	-	2495.0	1	Dennd1c|4432409M07Rik|-|17|17 E1.1|protein-coding	6.164	7.352	15.491	6.936	27.061999999999998	13.927	17.282	19.631	16.430999999999997	47.427	39.027	12.925999999999998	10.360999999999999	56.442	46.076	Dennd1c
NR_045445	chr17	43588340	43591509	-	956.0	1	1700071M16Rik|-|RP23-96A14.2|17|17|ncRNA	3.682	7.2620000000000005	5.904	2.494	30.879	10.255	11.312999999999999	19.36	12.724	28.815	26.397	9.277999999999999	5.6770000000000005	47.32	45.857	1700071M16Rik
NM_008129	chr3	122245557	122267215	+	2063.0	1	Gclm|AI649393|Gcmc|Glclr|-|3 H1-3|3 52.94 cM|protein-coding	23.91	27.228	33.266999999999996	25.815	48.567	28.709	26.576999999999998	44.073	31.991	50.066	44.868	28.01	22.267	65.483	61.833999999999996	Gclm
NM_008453	chr5	64803523	64830129	+	2306.0	1	Klf3|9930027G08Rik|AL024007|Bklf|Tef-2|-|5 C3.1|5|protein-coding	21.554000000000002	25.230999999999998	42.088	18.676	74.209	25.331	31.77	45.777	30.616999999999997	58.656000000000006	57.405	23.48	19.386	62.148999999999994	53.839	Klf3
NM_010299	chr11	55097985	55113028	+	4250.0	1	Gm2a|AA408702|AW215435|GM2-AP|SAP-3|RP23-173F16.1|11 B1.3|11 32.13 cM|protein-coding	5.029	9.179	14.780999999999999	4.914	34.376999999999995	10.550999999999998	13.675	26.311999999999998	14.165	37.496	31.73	7.757000000000001	6.635	45.143	44.668	Gm2a
NM_010748	chr13	13590409	13777440	+	11751.0	1	Lyst|D13Sfk13|beige|bg|-|13 A1|13 5.28 cM|protein-coding	4.979	5.754	9.589	4.231	21.65	10.87	13.065	19.368	12.892999999999999	40.329	33.272	9.302999999999999	6.999	45.31100000000001	43.001999999999995	Lyst
NM_172285	chr8	117498291	117635142	+	4263.0	1	Plcg2|PLCgamma2|Plcg-2|-|8 E1|8 64.26 cM|protein-coding	6.41	9.762	10.15	7.093999999999999	33.921	11.036	14.494000000000002	22.368000000000002	14.328	37.534	32.471	12.593	8.649	46.174	45.644	Plcg2
NM_177083	chr17	48316162	48326511	+	3454.0	1	B430306N03Rik|Treml6|-|17 C|17|protein-coding	1.5530000000000002	3.917	5.044	0.9620000000000001	17.453	4.921	8.155	15.300999999999998	7.4479999999999995	29.865	27.675	2.91	2.592	42.538999999999994	38.363	B430306N03Rik
NM_010553	chr1	40515362	40551705	+	4874.0	1	Il18rap|AcPL|IL-18R-beta|IL-18RAcP|IL-18Rbeta|IL-1RAcPL|-|1 B|1|protein-coding	4.2989999999999995	5.479	8.416	3.0469999999999997	15.72	7.986000000000001	11.529000000000002	20.474	11.119000000000002	37.733000000000004	35.277	5.3229999999999995	4.879	39.964	38.27	Il18rap
NR_105786	chr19	9017904	9017931	+	27.0	1	Mir6367|mmu-mir-6367|-|-|ncRNA	12.417	1.4609999999999999	16.663	32.116	7.659	47.266000000000005	62.696999999999996	59.948	53.678999999999995	86.831	93.649	87.354	99.469	131.546	113.492	Mir6367
NM_172435	chrX	107089335	107104970	+	2822.0	1	P2ry10|5830408N17Rik|Lypsr2|P2Y10|RP23-35H8.1|X D|X|protein-coding	27.680999999999997	47.568000000000005	54.43600000000001	23.160999999999998	65.128	45.818000000000005	55.053999999999995	65.012	51.065	58.27	73.63	36.592	30.87	53.7	69.933	P2ry10
NM_010824	chr11	87793784	87804412	+	2530.0	1	Mpo|mKIAA4033|RP23-449P23.5|11 C|11 52.22 cM|protein-coding	5.052	21.500999999999998	35.468	2.742	87.419	2.7969999999999997	10.613	20.973000000000003	10.823	30.116	40.192	2.452	1.482	32.461	31.92	Mpo
