id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h-1	100uM-K99A-24h-1	10uM-K99A-24h-1	10uM-PCC-24h-1	No-Peptide-24h-1	0-1uM-PCC-24h-MEKi	0-1uM-PCC-24h-2	100uM-K99A-24h-MEKi	100uM-K99A-24h-2	10uM-K99A-24h-MEKi	10uM-K99A-24h-2	10uM-PCC-24h-MEKi	10uM-PCC-24h-2	No-Peptide-24h-MEKi	No-Peptide-24h-2	No-Peptide-24h	No-Peptide-24h-std	10uM-K99A-24h	10uM-K99A-24h-std	100uM-K99A-24h	100uM-K99A-24h-std	0-1uM-PCC-24h	0-1uM-PCC-24h-std	10uM-PCC-24h	10uM-PCC-24h-std	gene_name	pc1	pc2
NM_001293800	chr8	71371298	71373689	+	1481.0	1	Ocel1|9430098E02Rik|AI326022|AI593544|-|8|8 C1|protein-coding	5.263	6.073	9.168	5.001	13.265	5.2879999999999985	4.731	8.078	5.487	6.816	7.2639999999999985	5.435	4.874	9.929	7.976	10.6205	3.7398877656956535	8.216000000000001	1.3463313113791802	5.7799999999999985	0.4143645737753245	4.997	0.3761808075912511	4.9375	0.08980256121070962	Ocel1	-0.00029913907074301705	4.205499131065559e-05
NM_080553	chr17	27057304	27122223	+	8930.0	1	Itpr3|Ip3r3|Itpr-3|-|17 A3.3|17 19.0 cM|protein-coding	3.684	4.09	7.511	3.204	14.543	4.833	4.85	6.604	4.631	8.401	8.367	4.3180000000000005	4.862	10.529000000000002	9.752	12.1475	3.3877485886647385	7.939	0.6052834046956916	4.3605	0.3825447686219233	4.267	0.8244865068635181	4.033	1.172383043207299	Itpr3	-0.00042470158982941343	0.0008547206805288959
NM_001301305	chr6	136923661	136941503	-	1139.0	1	Arhgdib|D4|Gdid4|Ly-GDI|-|6 G1|6|protein-coding	176.903	253.511	343.675	174.46599999999995	745.2610000000002	206.262	258.314	378.253	263.538	588.169	543.799	202.255	174.33900000000003	729.299	659.9989999999998	702.63	60.28933837752751	443.737	141.50903747817674	258.5245	7.0901596949575225	217.6085	57.566270163178274	174.4025	0.08980256119955332	Arhgdib	-0.026495448773944077	0.031051593079630877
NM_001015507	chr9	106821976	106880992	+	5367.0	1	Vprbp|AI447437|B930007L02Rik|mKIAA0800|-|9 F1|9|protein-coding	26.861	24.137	19.707	27.042	9.691	26.124	23.945	20.6	23.967	11.248	14.688	27.141	26.063	6.966	8.491	9.091	0.8485281374238396	17.197499999999998	3.54896893477531	24.052	0.12020815280128486	25.403000000000002	2.0619233739400293	26.5525	0.6922575387815455	Vprbp	0.0008916531005128663	-0.0007592009132215595
NM_178901	chr7	127091436	127094049	+	1914.0	1	AI467606|-|-|7 F3|7|protein-coding	20.078	25.659	41.839	16.762999999999998	90.947	20.912	25.157	36.217	25.34	53.793	59.862	20.038	20.551	72.827	63.213	77.08	19.610899469427714	50.8505	12.744185517325153	25.4995	0.22556706319889824	22.6175	3.5913953416464595	18.657	2.67852048713467	AI467606	-0.0030155472385684076	0.0023517539648675555
NM_025379	chrX	106015700	106022450	+	996.0	1	Cox7b|1100001F07Rik|1110004F07Rik|C80563|RP23-186F4.2|X|X C3|protein-coding	75.148	70.655	54.614	82.345	34.726	43.914	40.507	34.975	40.485	21.969	20.658	50.192	48.48	12.7	19.055	26.8905	11.081070367974391	37.636	24.01051786197042	55.57	21.33341158839814	57.8275	24.494886007083174	65.4125	23.94617114488247	Cox7b	0.001921984598107457	0.0039027384378371175
NM_028943	chr3	131318986	131344923	-	5782.0	1	Sgms2|4933405A16Rik|5133401H06Rik|AI854299|-|3 G3|3|protein-coding	1.558	2.176	2.575	0.875	7.4929999999999986	4.394	6.034	10.479	6.499	16.151	15.486	3.175	2.216	18.881	18.19	12.8415	7.563921238352501	9.0305	9.129455651899514	4.3375	3.0568226150694437	3.7960000000000003	3.1650099525909865	1.5455	0.94823019357116	Sgms2	-0.0005544557307747547	-0.0006578562943055679
NM_138950	chr11	75440943	75454717	-	6897.0	1	Wdr81|BC054822|Gm883|mFLJ00182|RP23-384C18.6|11 B5|11|protein-coding	4.9830000000000005	5.199	6.499	4.212	13.23	6.468	7.097	10.479	7.272	13.654000000000002	10.984000000000002	5.977	6.985	13.877	15.142	14.186	1.351988165628705	8.7415	3.1713739136216663	6.2355	1.4658323573997114	6.040000000000001	1.4948237354283571	5.5985	1.9608071042303008	Wdr81	-0.0004269694100059948	0.0015334297819137237
NM_007875	chr9	44326845	44333600	+	1894.0	1	Dpagt1|AU021132|Dpagt2|GPT|Gnpta|-|9 A5.2|9 24.84 cM|protein-coding	26.375	16.662	14.468	21.155	11.055	18.866	16.932000000000002	9.512	16.562	8.149	8.638	19.356	18.995	6.021	7.228	9.1415	2.7060976516009094	11.552999999999999	4.122432534317569	16.612000000000002	0.07071067811781871	21.6535	6.6772093347445605	20.075000000000006	1.5273506473629122	Dpagt1	0.0006148924251658144	0.002149123468036501
NM_025836	chr17	56278962	56290511	-	2149.0	1	Plin3|1300012C15Rik|M6prbp1|Tip47|-|17|17 D|protein-coding	12.539	12.225	14.559	10.861	32.236999999999995	12.741	15.185	29.243	16.74	39.244	33.845	13.146	12.237	56.483	46.319	39.27799999999999	9.957477692668988	24.202	13.63726138196376	14.482499999999998	3.1925871170572697	13.862000000000002	1.8710045430195859	11.549000000000001	0.9729789309126574	Plin3	-0.0013879854536461038	0.0030724907989569295
NM_027246	chr10	93583029	93589658	-	807.0	1	Snrpf|2010013O18Rik|SMF|sm-F|snRNP-F|-|10 C2|10|protein-coding	26.433000000000003	28.351	16.573	25.43	9.481	16.029	18.995	13.342	16.42	5.3260000000000005	6.144	18.997	20.661	3.938	5.634	7.557499999999999	2.7202397872246507	11.3585	7.374416620994508	22.3855	8.436491006336691	22.714	5.2594602384655404	23.0455	3.3721922394786663	Snrpf	0.0008760137775550325	0.001325904060073306
NM_146116	chr2	25222158	25224702	-	1594.0	1	Tubb4b|4930542G03Rik|Tubb2c|Tubb2c1|RP23-132N23.7|2 A3|2|protein-coding	82.711	85.402	71.946	85.611	36.52	64.595	59.589	53.597	61.147	33.706	30.668000000000006	61.88800000000001	69.852	20.914	23.782	30.151	9.007126178754243	51.306999999999995	29.187953713818306	73.2745	17.150874977679678	71.15	16.349722994595258	77.73150000000003	11.143295764718713	Tubb4b	0.0024122857109657616	-0.0024521787101705332
NM_001167996	chr3	68869586	68872163	+	2575.0	1	1110032F04Rik|AI115547|-|3 E1|3|protein-coding	16.08	6.449	5.178	13.765	2.7910000000000004	12.368	9.185	8.199	11.317	2.5540000000000003	2.3680000000000003	11.987	13.32	1.839	2.917	2.8539999999999996	0.08909545442948133	3.773	1.9869700551341984	8.883	3.442195810816114	12.6325	4.875501256281238	13.5425	0.3146625176280372	1110032F04Rik	0.0005599780267626733	0.0031758058423915704
NM_028381	chr17	55959187	55967951	+	1303.0	1	Ccdc94|2900016D05Rik|AI413813|-|17 D|17|protein-coding	18.108	20.193	18.205	15.445	7.935	9.26	8.192	9.344	11.004	4.698	4.185	9.05	13.483	6.265	4.7410000000000005	6.337999999999999	2.2584990591098304	11.195	9.913637072235398	15.5985	6.497604212323181	13.15	7.011670842245804	14.464	1.3873435046880174	Ccdc94	0.00041572972482781516	-0.0018232601465664783
NM_025877	chr17	57043711	57059863	-	3350.0	1	Slc25a23|2310067G05Rik|SCaMC-3|-|17 D|17|protein-coding	3.002	2.85	7.007999999999999	1.715	18.041	3.775	4.618	5.966	4.975	12.48	8.982999999999997	2.8310000000000004	2.739	13.076	9.221	13.630999999999998	6.236681810065352	7.995499999999999	1.3965358928434348	3.9125	1.5026019100214134	3.81	1.1426845583974632	2.227	0.7240773439350237	Slc25a23	-0.0005610950325830879	0.0008105950421311229
NM_001083808	chr3	89083979	89090031	-	1899.0	1	Rusc1|2210403N08Rik|AA408288|NESCA|-|3|3 F2|protein-coding	4.855	7.187	9.929	4.718	14.238	7.331	8.865	12.415	8.968	17.180999999999994	14.177	5.886	7.13	15.094	16.11	15.174000000000001	1.3237038943812092	12.052999999999999	3.0037896064804386	8.0775	1.259357177293232	6.86	2.835498192558057	5.924	1.7055415562219576	Rusc1	-0.0004726045327084933	-0.0006028670688059471
NM_008655	chr10	80930091	80932204	+	1260.0	1	Gadd45b|AI323528|Myd118|-|10 C1|10 39.72 cM|protein-coding	602.5419999999998	807.8710000000002	669.416	557.9540000000002	143.97899999999996	218.22	251.421	251.113	253.84	83.988	107.342	231.46	302.182	49.206	70.41	107.1945	52.021138785113116	388.379	397.4463369286476	530.8555	391.7590770875643	426.9815	248.28004011700162	430.068	180.85811563764577	Gadd45b	0.016861497008238656	-0.143454405999502
NM_018773	chr6	51859165	52012549	-	1624.0	1	Skap2|2610021A10Rik|AA960083|BB137539|RA70|SKAP-HOM|Saps|Scap2|mSKAP55R|-|6 B3|6|protein-coding	11.87	18.849	22.137	13.638	60.804	23.896	30.2	46.757	29.993	78.517	70.277	24.089	14.987	91.817	95.926	78.365	24.83500436883393	46.207	34.040120446320394	24.421	7.879997969542902	21.035	12.961267299149412	14.3125	0.9538870478206782	Skap2	-0.0031751504367400515	0.004485943106104019
NM_009103	chr7	102441695	102469771	+	3976.0	1	Rrm1|RnrM1|-|7 E3|7 54.72 cM|protein-coding	17.265	18.146	13.424	21.818	11.417	15.669	16.687	11.611	15.531	8.927	11.223	16.352	16.915	5.987	7.247000000000001	9.332	2.948635277547901	12.3235	1.5563420253916194	16.8385	1.8490842328028168	16.976	0.40870771952587054	19.3665	3.466944548157608	Rrm1	0.000490582637236251	0.0008272011386412956
NM_175004	chr11	86683983	86692323	+	2994.0	1	Ptrh2|A230072I16Rik|Bit1|CGI-147|RP23-366M19.2|11 C|11|protein-coding	14.991	14.927	9.754	14.867	3.972	6.917000000000002	8.057	6.252000000000002	8.107999999999999	3.567	4.1560000000000015	7.689	8.97	1.582	2.757	3.3645	0.8591347391416551	6.955	3.9583837610822927	11.517499999999998	4.821761140911072	11.524	4.9030784207475175	11.918500000000002	4.169808688657067	Ptrh2	0.00045695099885643525	-0.00031542777815925303
NM_170591	chr14	60219468	60251378	-	2377.0	1	Nupl1|1700017F11Rik|mKIAA0410|-|14 D1|14|protein-coding	39.105	34.302	28.872	36.221	16.269000000000002	31.945	29.456	22.708	31.51	17.397000000000002	18.563	32.42	30.718000000000004	14.129	13.265999999999998	14.7675	2.1234416639032028	23.7175	7.289563807252108	32.906	1.9742421330727653	34.2805	6.822873331669028	33.4695	3.8912086168696143	Nupl1	0.0010177042065844994	-0.00135245874688764
NM_001290546	chrX	52912214	52956961	+	4124.0	1	Phf6|2700007B13Rik|4931428F02Rik|mKIAA1823|-|X|X A4|protein-coding	43.503	26.055	17.038	48.676	8.637	39.764	33.078	17.986	29.345	10.800999999999998	12.731	43.154	41.082	7.237	7.155	7.896000000000001	1.0479322497184576	14.8845	3.04550890657047	27.7	2.3263813101037214	38.2905	7.371588193869788	44.87900000000001	5.369768896330592	Phf6	0.0018021352565589074	0.008254789866155665
NM_001042660	chr18	75367365	75395934	+	4435.0	1	Smad7|Madh7|-|18 E2|18|protein-coding	11.802	13.262	19.624	9.825	29.178	9.666	14.716	17.264	14.041	17.342	20.111	12.151	13.032	25.093000000000004	18.299	23.7385	7.692614672528434	19.8675	0.3443610024380097	13.6515	0.5508361825443348	13.259	2.060509160377587	11.4285	2.2676914472652587	Smad7	-0.0006312112749395617	-0.0007566101222334707
NM_001025571	chr3	87846755	87855722	+	4725.0	1	Sh2d2a|Lad|Ribp|Tsad|-|3 F1|3 38.78 cM|protein-coding	66.92	32.117	22.843000000000004	51.462	47.301	43.14100000000001	35.16	19.988	34.388000000000005	19.696	21.92	41.637	45.922	29.448	25.052	36.1765	15.732418774619472	22.381500000000006	0.6526595590351555	33.2525	1.6058395000746946	51.04	22.45771137048475	48.69199999999999	3.917371567773596	Sh2d2a	0.0008058727083867039	0.01715400383614213
NM_173453	chr11	60864452	60879038	-	1219.0	1	Tmem11|5730466P16Rik|AA409091|RP23-278I21.11-001|11 B2|11|protein-coding	58.032	43.783	41.67100000000001	48.786	17.219	27.315	23.916	17.146	26.285	12.394	12.486	24.227	29.926	4.396	6.893	12.056	7.3015846225322845	27.0785	20.636911408929397	35.034	12.372954457202225	40.974	24.123654946960265	39.356	13.336033893178268	Tmem11	0.001416119186113148	-0.0023227421588445127
NM_025310	chr11	106249144	106255802	-	2842.0	1	Ftsj3|AA537063|AU045295|C79843|D11Ertd400e|Epcs3|RP23-418O11.2|11 E1|11 68.89 cM|protein-coding	122.686	94.411	64.616	110.437	23.376	70.82600000000002	58.985	46.85	56.279	15.994000000000002	23.027	68.286	75.58	11.005999999999998	13.86	18.618	6.728828129771182	43.8215	29.40786392276731	75.345	26.963395780205442	90.8355	45.043409068364255	93.0085	24.64762107181957	Ftsj3	0.0038934451413438877	0.00546638510157381
NM_025895	chr5	45520229	45529284	+	4562.0	1	Med28|1500003D12Rik|AI451633|AU045690|Eg1|FKSG20|magicin|Fksg20|5 B3|5|protein-coding	21.762	23.078000000000007	18.692	23.102	11.48	14.089	13.121	11.138	14.092	6.324	7.26	14.791	16.214000000000002	5.778	7.02	9.25	3.1536962440920004	12.976	8.083644722524618	18.585	6.354061535742326	17.441499999999998	6.1101096962329615	19.658	4.870551508812925	Med28	0.0005255598961186183	2.9587866822100206e-05
NM_013689	chr5	72755718	72868448	-	2534.0	1	Tec|-|-|5 C3.2|5 38.44 cM|protein-coding	4.498	5.604	7.247000000000001	3.579	22.871	7.142	8.238999999999999	10.22	6.5779999999999985	16.319000000000006	16.533	5.422999999999999	5.984	24.418000000000006	22.157	22.514	0.5048742417674454	11.89	6.566193570098278	6.090999999999998	0.6887220048757098	6.368499999999999	2.6452864684188744	4.7814999999999985	1.7005918087536507	Tec	-0.0008785746237061453	0.002814167533718716
NM_144866	chr18	34902785	34932003	-	3692.0	1	Etf1|AI463371|D6Ertd109e|ERF|ERF1|SUP45L1|TB3-1|-|18 B1|18|protein-coding	120.922	116.619	82.109	134.265	40.833	98.639	89.70200000000001	68.01	90.121	43.216	48.357	99.477	96.445	29.89	40.95	40.8915	0.08273149339710653	65.233	23.866268078608307	103.37	18.73691548788116	105.312	22.075873708644004	115.355	26.742778464475194	Etf1	0.0038433463345591253	0.00364767369111956
NM_011327	chr4	108043830	108118547	-	2646.0	1	Scp2|AA409774|AA409893|C76618|C79031|NSL-TP|SCP-2|SCP-X|SCPX|ns-LTP|RP23-84A23.1|4 C7|4 50.2 cM|protein-coding	6.478	7.603	11.083	5.448	18.953	5.919	6.9129999999999985	8.059	6.984	10.386	10.287	5.891	4.081	12.693	12.851	15.902000000000001	4.3147655788003085	10.685	0.5628569978244997	7.2935	0.4376990975544736	6.695499999999999	0.30759144981618897	4.7645	0.9666149698820112	Scp2	-0.0005330808851496906	0.0003930605822370432
NM_019683	chr9	14780198	14782964	-	1760.0	1	Ankrd49|AW060934|C86108|Gbif|-|9|9 A3|protein-coding	18.597	16.025	10.132	15.417	5.875	13.414	12.424	9.796	14.382	7.733	7.803	13.78	12.621	4.957	7.049	6.462000000000001	0.8301433611130067	8.9675	1.6468516933834771	15.203499999999998	1.1617764414895129	15.5105	4.364970160264561	14.018999999999998	1.9770705601976069	Ankrd49	0.0004688360947784295	-3.444058780430031e-05
NM_031376	chr19	41274218	41385070	-	2596.0	1	Pik3ap1|1810044J04Rik|BCAP|-|19|19 D1|protein-coding	3.939	4.756	3.072	2.951	9.121	6.569	6.738	10.22	7.377999999999999	7.024	10.027	7.347	5.28	11.209	13.746	11.4335	3.2703688629877914	6.5495	4.917927663152441	6.067	1.8540339802711252	5.3385	1.9791918805411448	4.1155	1.6468516933834705	Pik3ap1	-0.0003252030629683403	0.001183482335508383
NM_178372	chr17	25298394	25300161	+	1209.0	1	Prss34|C130091P12|Mcp11|mMcp-11|-|17 A3.3|17 12.53 cM|protein-coding	25.859	36.314	50.473	16.137999999999998	88.133	16.649	22.519	36.322	25.346	65.07	77.915	14.08	14.763	75.093	71.417	79.775	11.819996954314234	64.194	19.404424289321252	30.83	7.755547176054053	24.189	2.361736649163122	15.450499999999998	0.972271824131532	Prss34	-0.0033319770325274875	-0.008301673089548958
NM_145928	chr14	40906444	40966807	-	2465.0	1	Tspan14|AA958793|D14Ertd226e|Tm4sf14|-|14 B|14 22.36 cM|protein-coding	14.604	17.155	22.582	12.517	43.43600000000001	15.037	17.149	18.072	16.799	28.903	29.144	14.394	15.458	34.96	33.985	38.7105	6.682866188994066	25.863000000000003	4.640034698146119	16.977	0.2517300141025743	15.8765	1.7995867581197829	13.9875	2.0796010434696406	Tspan14	-0.001244541706094286	0.0022053445565138738
NM_145374	chr6	8209227	8236273	+	3690.0	1	Mios|C81488|-|6 A1|6|protein-coding	14.037	13.106	12.192	11.799	7.3	10.36	9.825	9.212	9.679	4.412	6.181	9.171	10.144	3.428	4.541	5.9205000000000005	1.9509076092936832	9.1865	4.250418861712337	11.3925	2.4232549391262976	11.931	2.9783337623577304	10.9715	1.1702617228637298	Mios	0.0002836173121043613	-0.0010290583683186135
NM_007799	chr1	131638314	131675507	+	2108.0	1	Ctse|A430072O03Rik|C920004C08Rik|CE|CatE|-|1 F|1 57.14 cM|protein-coding	1.869	1.909	4.598	1.6969999999999998	12.582	2.201	3.0780000000000003	4.373	3.4130000000000003	10.04	8.161	1.703	1.858	13.804	10.41	11.495999999999999	1.535835928737198	6.3795	2.5194214613676675	2.661	1.063488598904568	2.4735	0.8548920984545366	1.7775	0.11384419177103873	Ctse	-0.0004930866004376328	0.000987754585290221
NM_008390	chr11	53770014	53777324	+	2126.0	1	Irf1|AU020929|Irf-1|RP23-303F24.1|11 B1.3|11 32.0 cM|protein-coding	152.138	113.645	64.408	194.162	101.429	160.845	123.462	77.425	125.68	50.726000000000006	51.444	209.071	207.199	57.915	80.55199999999998	90.9905	14.762268270831466	57.926	9.166932311302322	119.6625	8.51003011158021	137.8	20.27699405730527	200.6805	9.218551106329144	Irf1	0.00494217377614982	0.06523010136351093
NM_001111288	chr15	89371637	89373818	-	1140.0	1	Sco2|-|-|15|15|protein-coding	35.291	28.235	23.069000000000006	36.732	18.956	25.442	19.923	15.495	24.519	8.683	11.829	28.425	31.608	12.408	7.24	13.098	8.284463048381593	17.449	7.9478802205367955	26.377	2.6276087988891392	27.607	10.86681701327485	34.17	3.623215146799812	Sco2	0.0009967056461893573	0.0035870979245656784
NM_001164040	chr15	74955106	74959905	+	1858.0	1	Ly6e|9804|Ly67|RIG-E|Sca-2|TSA-1|Tsa1|-|15 D3|15 34.29 cM|protein-coding	218.381	286.55	431.159	181.273	713.107	234.529	270.974	339.2580000000001	271.459	348.2940000000001	386.597	218.365	204.413	307.129	351.208	532.1575	255.90123700463025	408.87800000000004	31.51009238323472	279.0045	10.670948434886144	244.6775	37.18886694294415	192.843	16.362450916657185	Ly6e	-0.016782292160992435	-0.016038726859770463
NM_175244	chr4	116995348	117005277	+	4529.0	1	Hectd3|1700064K09Rik|AI467540|AW743312|RP23-419D6.4|4 D1|4|protein-coding	5.2189999999999985	6.087999999999999	7.857	5.265	11.895	6.135	6.157	7.039	6.252000000000002	7.707000000000002	8.353	5.785	5.707999999999998	11.296	10.531	11.213	0.9644936495384392	8.105	0.3507249634685257	6.17	0.11596551211464125	5.688	0.6632661607529784	5.4865	0.3132483040656362	Hectd3	-0.0002907621466842867	0.0005787041279060973
NM_023040	chr17	24693191	24696156	-	1770.0	1	Gfer|Alr|ERV1|MNCb-0663|17 A3.3|17 12.48 cM|protein-coding	25.524	24.715	18.324	24.189	12.063	13.961	13.336	13.16	14.242	4.342	6.779	16.077	17.671	4.189	4.216	8.1395	5.548666911970837	12.5515	8.163547788798692	19.4785	7.405529319366715	19.43	8.618217449101643	20.93	4.6089219997739175	Gfer	0.0006691741754030706	0.0003246936703807303
NM_026748	chr5	139751282	139775678	-	7064.0	1	Ints1|1110015K06Rik|-|5|5 G1|protein-coding	20.45	17.305	16.773	19.738	12.142	18.23	15.71	14.983	17.007	9.643	11.44	18.465	20.958	8.442	7.9689999999999985	10.0555	2.9507565978914623	14.1065	3.7710004640678565	17.156	0.21071782079383944	18.08	3.351686142824265	20.348	0.862670273047707	Ints1	0.00048357953099623666	0.0003519589161740888
NM_001146196	chr12	40059771	40134228	-	2979.0	1	Scin|AW545522|adseverin|-|12 B1|12|protein-coding	14.898	46.465	41.915	14.324000000000002	13.398	13.455	25.508000000000006	37.16	27.054	19.784	26.861	12.323	10.8	6.631	14.6	13.999	0.8499423509862566	34.388000000000005	10.644785483982293	36.7595	13.725649729612071	20.203000000000007	7.502402948389264	12.562	2.4918442969013963	Scin	7.791192245554896e-05	-0.02029129140084475
NM_001293622	chr3	136670066	136937727	+	4801.0	1	Ppp3ca|2900074D19Rik|CN|Caln|Calna|CnA|-|3 G3|3|protein-coding	5.6389999999999985	8.594	12.139	4.418	22.98	9.896	12.821	19.73	13.186	38.184	34.192	8.811	6.689	41.986	38.635	30.8075	11.069756659475413	23.1655	15.593825845506926	10.89	3.24703433920862	9.23	5.078440902481781	5.5535	1.6058395000746548	Ppp3ca	-0.0012902547633782777	-0.001981700562385657
NM_009744	chr16	23965052	23988612	-	3273.0	1	Bcl6|Bcl5|-|16 B1|16 15.26 cM|protein-coding	5.5310000000000015	4.001	6.023	2.947	15.812	4.165	4.224	5.827000000000001	5.314	21.27	16.117	4.167	3.795	29.242	19.661	17.7365	2.72165400078702	11.07	7.1375358492970085	4.6575000000000015	0.928431203697936	4.8775	0.9241885630108164	3.3710000000000004	0.599626550446193	Bcl6	-0.0007338050658912354	0.0008967365643641643
NM_021284	chr6	145216699	145250231	-	4663.0	1	Kras|AI929937|K-ras|Ki-ras|Kras-2|Kras2|p21B|ras|RP24-359O2.1|6 G2|6 77.37 cM|protein-coding	59.298	59.411	66.107	55.718	27.84	49.984	53.043	47.042	51.81800000000001	30.446	40.786	48.557	47.012	24.227	26.583	27.2115	0.8888332239514029	53.4465	17.904650806424588	55.61450000000001	5.369061789549364	56.1705	4.422952916321716	51.365	6.156071637010088	Kras	0.0012309854296102196	-0.012874549323674826
NM_029410	chr7	44991222	44997579	-	1066.0	1	Bcl2l12|2810475P17Rik|5430429M05Rik|Bcl-L12|Bcl2-L12|-|7|7 B2|protein-coding	11.755	12.84	13.045	14.675999999999998	7.711	12.461	11.557	11.289	14.373	6.415	7.023	12.746	15.484000000000002	7.0139999999999985	4.126	5.9185	2.534977810553773	10.034	4.258197036305395	13.6065	1.083994695558957	11.655999999999999	0.14000714267480602	15.08	0.5713422791987401	Bcl2l12	0.0004155541507880468	-0.0005720597602140514
NM_145706	chr10	7667504	7678886	+	1280.0	1	Nup43|2610016K01Rik|2610529I12Rik|AA409950|p42|-|10 A1|10|protein-coding	36.146	31.896	20.45	32.207	2.625	20.121	17.707	15.779000000000002	17.268	6.716	4.997	21.43	19.408	4.5760000000000005	3.514	3.0695	0.6286179284748431	12.7235	10.92692108967572	24.581999999999997	10.343557995196818	26.9265	13.03834193829875	25.8075	9.050259692406614	Nup43	0.0012508671145359585	-0.0006298143823273214
NM_175001	chr11	58171654	58179581	+	736.0	1	Mrpl22|E030011D16Rik|HSPC158|MRP-L25|Rpml25|RP24-499A8.2|11 B1.3|11|protein-coding	17.31	14.953	16.838	17.180999999999994	9.904	10.167	8.242	6.119	10.198	5.4860000000000015	5.8610000000000015	9.544	9.199	5.926	3.2230000000000003	6.5635	4.724180405107322	11.3495	7.761911137084731	12.5755	3.3622927445420294	12.776	6.412044291799612	13.189999999999998	5.644126327431026	Mrpl22	0.0003176186532807989	-0.001563220433972643
NM_177171	chr12	51875873	51971321	-	7723.0	1	Heatr5a|C230081H03Rik|D930036F22Rik|mKIAA1316|-|12 C1|12|protein-coding	5.432	5.496	7.504	5.324	15.47	6.061	6.6370000000000005	7.682	6.984	12.522	12.582	5.364	4.8610000000000015	16.016	13.574000000000002	14.522000000000002	1.3406744571296587	10.043	3.590688234865297	6.24	1.052174890405577	6.0345	0.8520636713297958	5.0925	0.3273904396893753	Heatr5a	-0.0004768256914259099	0.00057169408843104
