id	chr_name	start	end	chromosome_id	tag_count_100um_k99a	id_100um_k99a	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_0_1um_pcc	id_0_1um_pcc	tag_count_10um_pcc	id_10um_pcc
369	chr5	64804139	64809067	6	252.2	369	318.7	554.0	340.3	455.0	317.4	559.0	254.7	473.0
370	chr7	118110673	118115253	8	252.2	370	340.4	478.0	386.9	336.0	383.4	351.0	351.8	199.0
371	chr11	117962478	117968750	13	252.2	371	473.1	213.0	395.1	321.0	334.0	483.0	225.9	651.0
372	chr6	48646337	48650547	7	251.7	372	451.4	240.0	370.9	365.0	402.0	304.0	228.7	632.0
373	chr9	107284505	107290391	12	251.7	373	189.4	1753.0	293.3	642.0	323.5	534.0	259.4	453.0
374	chr10	117839168	117845506	9	251.7	374	343.7	466.0	344.9	438.0	318.6	554.0	309.6	282.0
375	chr2	32447663	32454191	2	251.1	375	317.9	557.0	320.7	514.0	314.9	578.0	241.5	543.0
377	chr7	16401144	16405910	8	251.1	377	374.6	387.0	387.3	333.0	334.7	481.0	286.5	350.0
378	chr11	103342692	103346762	13	251.1	378	413.8	307.0	332.6	482.0	385.3	346.0	284.2	359.0
379	chr14	55602860	55608094	11	251.1	379	339.6	482.0	309.3	558.0	370.5	390.0	239.7	557.0
380	chr15	98867873	98871655	16	251.1	380	385.5	371.0	329.8	492.0	377.9	365.0	289.4	338.0
384	chr7	79271840	79276656	8	250.0	384	347.9	456.0	317.1	526.0	303.2	628.0	207.4	825.0
387	chr16	97534099	97539591	17	249.4	387	396.3	350.0	328.5	496.0	369.9	392.0	272.1	401.0
388	chr17	57076284	57080756	18	249.4	388	429.7	281.0	351.3	421.0	345.2	454.0	255.3	472.0
389	chr19	34290112	34295870	21	249.4	389	262.8	854.0	308.4	561.0	333.4	485.0	193.5	954.0
390	chr14	121912996	121918722	11	248.8	390	414.7	305.0	352.2	419.0	359.4	418.0	276.7	385.0
391	chr15	5238772	5243490	16	248.8	391	511.4	172.0	482.2	180.0	597.1	103.0	314.2	273.0
393	chr19	34640209	34646199	21	248.8	393	415.5	303.0	364.5	383.0	388.4	338.0	239.1	562.0
394	chr16	22258318	22265184	17	248.3	394	304.5	619.0	356.7	404.0	357.5	425.0	280.7	370.0
395	chr3	96558764	96563172	4	247.7	395	509.8	173.0	432.9	255.0	574.2	118.0	495.6	75.0
396	chr15	89309487	89314755	16	247.7	396	413.0	308.0	387.3	334.0	372.3	380.0	324.1	251.0
397	chr12	98267681	98273989	15	247.1	397	264.5	846.0	300.6	595.0	324.8	525.0	258.8	455.0
398	chr17	35230555	35235919	18	246.6	398	336.2	493.0	362.7	386.0	354.4	433.0	270.3	408.0
399	chr19	5870740	5875608	21	246.6	399	485.6	197.0	414.7	286.0	395.2	322.0	383.6	162.0
400	chr2	25193177	25197553	2	246.0	400	370.4	398.0	344.4	440.0	339.0	470.0	290.0	337.0
401	chr1	171387733	171392953	1	245.4	401	242.0	1005.0	297.4	613.0	284.0	717.0	223.0	674.0
402	chr13	117219469	117226421	14	245.4	402	473.1	214.0	394.2	323.0	261.8	867.0	126.5	2441.0
404	chr8	94431251	94435971	10	243.8	404	534.0	150.0	458.5	218.0	502.6	172.0	309.0	284.0
405	chr16	19978097	19983423	17	243.8	405	367.1	408.0	435.7	249.0	285.9	709.0	218.3	715.0
406	chr4	152445813	152449763	5	242.6	406	388.8	362.0	342.1	448.0	340.2	466.0	253.6	479.0
408	chr11	79141943	79147465	13	242.1	408	135.2	3784.0	237.2	1046.0	309.3	599.0	216.0	731.0
418	chr19	53459090	53465102	21	238.7	418	103.5	6468.0	263.7	819.0	279.1	746.0	121.3	2719.0
419	chr2	35459839	35465847	2	238.1	419	302.0	629.0	272.3	746.0	279.7	740.0	243.2	531.0
420	chr10	128490855	128495201	9	238.1	420	366.3	411.0	292.9	646.0	324.8	524.0	249.0	506.0
421	chr11	106154774	106159192	13	238.1	421	436.4	263.0	375.0	356.0	358.7	420.0	241.5	546.0
423	chr3	93553461	93559397	4	237.5	423	288.7	698.0	309.3	555.0	350.7	442.0	288.8	339.0
424	chr4	149692607	149698355	5	237.5	424	911.1	29.0	896.4	24.0	874.3	30.0	376.6	172.0
426	chr7	125487973	125495299	8	237.0	426	367.9	405.0	245.4	974.0	197.6	1652.0	225.9	650.0
429	chr1	88276812	88277846	1	236.4	429	432.2	272.0	469.9	196.0	382.2	352.0	418.8	132.0
430	chr13	113614460	113618206	14	235.8	430	354.6	444.0	398.7	312.0	413.1	287.0	266.3	431.0
432	chr4	129556209	129561293	5	235.3	432	270.3	801.0	287.9	670.0	276.0	764.0	255.3	468.0
434	chr6	48745601	48749763	7	234.7	434	307.0	610.0	285.1	686.0	311.2	592.0	226.4	646.0
437	chr8	34141643	34145759	10	234.1	437	464.7	222.0	397.8	313.0	342.1	463.0	280.2	372.0
439	chr17	34187784	34192094	18	234.1	439	271.2	798.0	857.6	28.0	1212.1	6.0	250.7	495.0
440	chr3	60471642	60477664	4	233.6	440	310.4	590.0	563.9	112.0	287.1	703.0	206.2	837.0
441	chr3	87526218	87529866	4	233.6	441	285.3	715.0	297.4	614.0	380.3	355.0	243.2	532.0
442	chr4	40849666	40853308	5	233.6	442	318.7	553.0	298.8	605.0	301.3	638.0	244.9	518.0
446	chr15	80078912	80084212	16	233.6	446	159.4	2608.0	226.3	1164.0	319.2	550.0	228.7	635.0
448	chr5	123015922	123020126	6	233.0	448	270.3	802.0	316.6	527.0	371.7	382.0	299.8	304.0
449	chr14	40962002	40966512	11	233.0	449	303.7	622.0	301.5	590.0	269.8	814.0	224.1	668.0
450	chr17	7925736	7932614	18	233.0	450	255.3	906.0	354.9	410.0	362.4	410.0	297.5	314.0
452	chr7	100493265	100496687	8	232.4	452	477.2	204.0	427.5	267.0	420.5	269.0	281.3	366.0
453	chr15	102242670	102249678	16	232.4	453	389.6	361.0	345.3	436.0	325.4	519.0	269.8	409.0
454	chr6	145120532	145125006	7	231.9	454	337.9	486.0	313.4	538.0	360.6	413.0	231.1	612.0
455	chr11	120627519	120632985	13	231.9	455	265.3	841.0	316.6	529.0	316.1	571.0	280.7	369.0
457	chr15	97837320	97844964	16	231.9	457	108.5	5954.0	79.4	9509.0	169.2	2393.0	328.1	242.0
458	chr3	131105397	131110925	4	231.3	458	194.4	1643.0	196.6	1629.0	356.9	426.0	285.9	351.0
462	chr5	123395745	123400259	6	230.7	462	327.9	518.0	333.9	478.0	332.2	491.0	213.2	765.0
463	chr9	21013935	21019725	12	230.7	463	272.0	789.0	352.6	417.0	294.5	667.0	191.8	971.0
465	chr4	122880565	122885581	5	230.2	465	314.5	573.0	410.1	294.0	386.5	341.0	287.1	346.0
466	chr9	59656875	59662481	12	230.2	466	242.0	1010.0	278.3	713.0	263.7	847.0	242.0	542.0
468	chr6	117900298	117906502	7	229.6	468	367.9	404.0	229.0	1131.0	230.9	1159.0	311.9	277.0
469	chr6	128886419	128891581	7	229.6	469	303.7	621.0	271.0	759.0	259.3	884.0	210.3	799.0
470	chr11	118399076	118403002	13	229.6	470	310.4	592.0	303.8	584.0	317.4	560.0	220.7	695.0
471	chr13	32964546	32969934	14	229.6	471	147.7	3101.0	253.6	901.0	235.9	1103.0	232.2	606.0
472	chr3	89958503	89962987	4	229.0	472	339.6	480.0	359.0	394.0	359.4	416.0	299.2	307.0
473	chr4	132971203	132977347	5	228.5	473	132.7	3915.0	163.8	2460.0	247.6	978.0	268.0	418.0
475	chr7	127215326	127219284	8	228.5	475	333.7	499.0	267.3	792.0	277.2	757.0	220.7	693.0
477	chr1	91179439	91184871	1	227.9	477	312.9	580.0	246.3	960.0	271.1	797.0	182.0	1096.0
479	chr7	25679330	25685218	8	226.8	479	149.3	3010.0	329.4	493.0	293.3	673.0	288.8	340.0
484	chr8	3352041	3355567	10	226.2	484	430.5	279.0	301.1	591.0	303.2	629.0	244.9	519.0
485	chr8	72161229	72166681	10	226.2	485	341.2	474.0	280.1	706.0	237.1	1084.0	238.0	568.0
490	chr2	151970352	151974842	2	225.7	490	135.2	3758.0	252.7	907.0	257.5	902.0	221.2	688.0
492	chr10	37137335	37141611	9	225.7	492	327.9	520.0	357.7	401.0	369.9	391.0	266.3	429.0
493	chr11	30193430	30198574	13	225.7	493	358.8	425.0	434.8	252.0	431.6	251.0	209.1	811.0
494	chr19	4115909	4121363	21	225.7	494	325.4	533.0	278.3	715.0	301.9	637.0	207.4	828.0
495	chr5	122983040	122988756	6	225.1	495	430.5	278.0	465.3	208.0	560.6	126.0	592.7	37.0
496	chr9	111055778	111058742	12	225.1	496	343.7	465.0	305.2	572.0	289.0	690.0	214.3	755.0
497	chr15	79691281	79695061	16	225.1	497	278.7	748.0	271.4	755.0	297.0	655.0	212.0	783.0
498	chr17	35242565	35246801	18	225.1	498	286.2	712.0	354.0	413.0	379.7	358.0	217.2	723.0
500	chr1	134074367	134078799	1	224.5	500	307.0	608.0	297.9	610.0	361.8	411.0	236.8	574.0
501	chr11	95337339	95342667	13	224.5	501	277.0	756.0	263.7	816.0	292.7	676.0	235.7	581.0
502	chr17	56030323	56036147	18	224.5	502	325.4	532.0	276.9	724.0	296.4	660.0	265.7	432.0
505	chr12	118294998	118300638	15	224.0	505	252.8	924.0	273.3	742.0	285.9	708.0	226.4	647.0
506	chr19	47915894	47921330	21	224.0	506	281.2	736.0	278.3	716.0	271.1	803.0	248.4	508.0
510	chr1	160044426	160047746	1	222.8	510	429.7	280.0	418.3	278.0	459.4	210.0	327.5	243.0
511	chr2	165881083	165886407	2	222.8	511	503.9	179.0	295.6	622.0	284.6	713.0	243.8	525.0
512	chr3	88621763	88625915	4	222.8	512	315.4	571.0	275.5	731.0	284.0	719.0	212.0	778.0
513	chr7	45521374	45527058	8	222.8	513	190.2	1728.0	293.3	641.0	295.8	661.0	212.0	780.0
514	chr16	97459524	97463588	17	222.8	514	309.5	604.0	232.2	1095.0	292.7	678.0	225.9	653.0
517	chr5	113830526	113834316	6	221.7	517	909.4	31.0	848.1	29.0	826.1	36.0	561.5	52.0
518	chr5	121831902	121836144	6	221.7	518	256.1	892.0	276.0	729.0	315.5	576.0	235.1	584.0
519	chr5	139792290	139796268	6	221.7	519	339.6	481.0	285.6	683.0	332.2	492.0	278.4	378.0
520	chr9	113704725	113709111	12	221.7	520	274.5	778.0	358.1	399.0	243.9	1008.0	221.8	685.0
521	chr19	7338298	7341432	21	221.1	521	297.0	652.0	328.0	499.0	325.4	522.0	284.8	357.0
522	chr1	36308516	36313198	1	220.6	522	309.5	594.0	308.8	559.0	364.9	404.0	268.0	417.0
523	chr9	44492256	44498212	12	220.6	523	353.8	445.0	287.9	672.0	290.8	685.0	230.5	619.0
526	chr13	41484278	41488172	14	220.0	526	309.5	602.0	311.1	548.0	326.0	515.0	271.5	404.0
527	chr18	49979712	49983822	20	220.0	527	347.1	459.0	330.7	488.0	278.5	751.0	271.5	405.0
528	chr2	156884243	156887627	2	219.4	528	324.6	534.0	278.7	709.0	259.9	877.0	222.4	679.0
529	chr11	62573821	62577089	13	219.4	529	327.1	522.0	304.7	574.0	322.9	537.0	232.2	605.0
531	chr13	30746490	30751822	14	219.4	531	326.2	529.0	354.5	412.0	945.9	18.0	839.9	9.0
533	chr8	121902478	121907432	10	218.9	533	191.1	1713.0	209.4	1398.0	327.9	507.0	249.5	500.0
535	chr9	107631972	107636740	12	218.9	535	544.0	140.0	275.1	733.0	304.4	621.0	220.1	699.0
538	chr1	54921165	54926051	1	218.3	538	322.9	540.0	315.2	533.0	303.8	623.0	255.3	467.0
539	chr1	106708717	106713745	1	218.3	539	397.1	344.0	434.3	253.0	413.7	284.0	285.4	353.0
540	chr2	165652640	165657826	2	218.3	540	315.4	570.0	250.0	930.0	274.8	774.0	203.3	860.0
541	chr5	144218883	144223229	6	217.7	541	399.6	340.0	414.7	285.0	368.6	396.0	291.7	327.0
542	chr9	14900045	14905727	12	217.7	542	255.3	902.0	211.7	1364.0	293.9	669.0	271.5	402.0
544	chr17	70985205	70990407	18	217.7	544	296.2	659.0	311.6	546.0	277.2	760.0	215.5	744.0
545	chr10	80672331	80676139	9	217.2	545	309.5	601.0	329.4	494.0	306.9	607.0	204.5	855.0
546	chr17	70844820	70850244	18	217.2	546	447.2	243.0	485.8	176.0	339.6	469.0	216.0	734.0
548	chr1	164061073	164065455	1	216.6	548	911.9	28.0	703.9	61.0	695.2	70.0	201.0	882.0
549	chr2	153236397	153241363	2	216.0	549	138.5	3550.0	332.1	483.0	296.4	656.0	251.3	485.0
551	chr6	125096379	125099785	7	216.0	551	332.9	503.0	333.5	479.0	321.7	539.0	272.6	399.0
552	chr7	28980623	28985033	8	216.0	552	310.4	591.0	297.9	612.0	332.8	488.0	237.4	571.0
553	chr11	57645289	57651207	13	216.0	553	321.2	549.0	302.5	589.0	319.8	545.0	270.9	406.0
554	chr15	79738664	79742194	16	216.0	554	367.1	407.0	298.4	608.0	318.0	558.0	190.6	995.0
555	chr16	35868263	35872347	17	216.0	555	443.9	250.0	370.0	370.0	378.5	362.0	244.3	523.0
556	chr19	3322312	3327254	21	216.0	556	402.1	334.0	393.7	325.0	355.7	430.0	240.3	554.0
557	chr2	32720040	32724642	2	215.5	557	466.4	219.0	339.9	457.0	379.1	359.0	213.7	756.0
560	chr11	6657927	6664697	13	215.5	560	161.0	2548.0	205.7	1478.0	237.1	1085.0	128.2	2376.0
562	chr19	5846393	5850979	21	214.9	562	744.2	52.0	701.6	64.0	661.9	80.0	198.1	916.0
563	chr5	103754419	103759045	6	214.3	563	257.0	887.0	217.1	1282.0	272.9	785.0	432.7	116.0
565	chr11	100860596	100866250	13	214.3	565	208.6	1413.0	252.3	912.0	316.8	565.0	223.0	676.0
567	chr4	133370426	133373940	5	213.8	567	266.2	835.0	271.0	758.0	279.7	741.0	204.5	851.0
568	chr10	68275414	68281800	9	213.8	568	294.5	667.0	330.3	491.0	318.6	553.0	257.6	458.0
569	chr10	127166023	127170601	9	213.8	569	215.3	1314.0	291.1	653.0	270.4	807.0	232.2	604.0
570	chr11	100934171	100939123	13	213.8	570	364.6	418.0	355.8	407.0	371.1	384.0	243.2	536.0
572	chr2	152670039	152673435	2	213.2	572	266.2	832.0	259.6	852.0	273.5	779.0	236.3	579.0
573	chr11	80075230	80080494	13	213.2	573	383.8	372.0	550.2	120.0	347.0	448.0	249.5	501.0
576	chr15	67172674	67176718	16	212.6	576	554.8	136.0	506.4	153.0	526.1	156.0	369.1	183.0
579	chr6	124884930	124888526	7	212.1	579	379.6	377.0	357.7	400.0	273.5	781.0	220.1	698.0
581	chr1	191391002	191396322	1	211.5	581	270.3	799.0	295.2	626.0	275.4	769.0	228.2	637.0
582	chr19	43520022	43525438	21	211.5	582	214.4	1328.0	253.2	904.0	279.7	743.0	209.7	808.0
583	chr1	34836883	34842333	1	211.0	583	310.4	589.0	312.0	542.0	326.6	510.0	173.3	1219.0
584	chr7	16781476	16785540	8	211.0	584	309.5	597.0	281.0	701.0	318.0	556.0	164.1	1370.0
585	chr7	141433433	141437401	8	211.0	585	271.2	796.0	234.9	1074.0	305.6	615.0	205.6	839.0
587	chr19	4097751	4102191	21	210.4	587	296.2	660.0	279.6	708.0	279.1	745.0	215.5	745.0
588	chr1	138169248	138174448	1	209.8	588	403.8	328.0	472.2	193.0	473.6	197.0	342.5	209.0
589	chr3	100681393	100685235	4	209.8	589	259.5	875.0	292.0	650.0	288.3	696.0	238.0	566.0
590	chr4	152116907	152122283	5	209.8	590	354.6	441.0	379.6	344.0	328.5	503.0	113.2	3150.0
592	chr7	45919388	45923124	8	209.8	592	607.4	104.0	407.8	297.0	373.6	377.0	224.7	662.0
593	chr9	21145930	21150130	12	209.8	593	226.1	1172.0	268.7	777.0	276.0	765.0	228.7	634.0
594	chr6	72549291	72554093	7	209.3	594	226.9	1155.0	251.4	919.0	269.8	810.0	266.3	427.0
596	chr18	35737437	35740951	20	209.3	596	361.3	423.0	304.7	576.0	298.8	648.0	225.3	658.0
597	chr6	143168161	143173125	7	208.7	597	267.0	827.0	296.1	619.0	280.9	735.0	224.1	666.0
599	chr11	40690122	40695292	13	208.7	599	337.1	490.0	326.6	502.0	329.7	498.0	240.3	552.0
600	chr3	95229443	95233437	4	208.1	600	446.4	245.0	299.3	602.0	430.4	253.0	205.6	838.0
602	chr14	61683079	61687649	11	208.1	602	238.6	1050.0	336.7	468.0	416.2	278.0	284.8	356.0
603	chr16	52450245	52454919	17	208.1	603	295.4	664.0	301.1	594.0	287.7	701.0	212.6	776.0
604	chr17	29002529	29008741	18	208.1	604	358.8	427.0	335.3	473.0	268.0	828.0	163.5	1388.0
607	chr7	126469695	126474719	8	207.6	607	327.9	519.0	320.7	516.0	306.9	605.0	217.2	719.0
608	chr14	70774062	70777266	11	207.6	608	338.7	485.0	310.2	551.0	340.8	465.0	232.8	599.0
609	chr1	193197003	193200893	1	207.0	609	381.3	374.0	393.7	324.0	396.4	317.0	220.7	690.0
610	chr3	135685443	135690655	4	207.0	610	249.5	945.0	309.3	556.0	492.1	180.0	362.2	192.0
611	chr4	154926093	154930277	5	207.0	611	371.3	396.0	315.7	532.0	332.8	486.0	243.2	534.0
612	chr5	57713776	57720176	6	207.0	612	364.6	415.0	383.2	339.0	316.1	568.0	240.9	550.0
614	chr7	44817039	44821279	8	207.0	614	141.8	3376.0	224.4	1183.0	247.6	979.0	213.7	757.0
615	chr9	123478737	123483397	12	207.0	615	309.5	600.0	326.2	506.0	304.4	622.0	250.1	498.0
617	chr19	7016382	7020170	21	206.4	617	294.5	671.0	250.5	928.0	285.3	712.0	192.9	961.0
618	chr2	180724480	180729190	2	205.9	618	290.3	691.0	259.1	856.0	295.1	663.0	238.0	565.0
619	chr8	70605834	70610948	10	205.9	619	453.0	238.0	366.3	379.0	402.0	305.0	198.7	907.0
620	chr9	45266474	45270128	12	205.9	620	264.5	843.0	250.9	922.0	252.5	935.0	198.7	908.0
622	chr2	30061474	30066338	2	205.3	622	223.6	1193.0	230.8	1105.0	275.4	770.0	179.6	1124.0
624	chr6	99024059	99028513	7	205.3	624	225.3	1178.0	190.2	1750.0	295.1	664.0	243.2	535.0
626	chr11	72301173	72304155	13	205.3	626	317.0	562.0	257.3	864.0	269.2	818.0	210.8	794.0
627	chr11	98961410	98966012	13	205.3	627	316.2	567.0	312.0	543.0	353.2	437.0	266.3	430.0
628	chr1	58801513	58805565	1	204.7	628	262.0	855.0	276.9	722.0	267.4	829.0	206.2	833.0
629	chr1	172310278	172313964	1	204.7	629	271.2	794.0	245.0	978.0	262.4	855.0	212.6	767.0
632	chr11	115510075	115513951	13	204.7	632	235.3	1083.0	263.7	817.0	254.4	921.0	191.8	974.0
633	chr15	79892593	79896445	16	204.7	633	427.2	285.0	469.9	198.0	458.1	214.0	283.0	362.0
634	chr16	33685300	33689212	17	204.7	634	254.5	911.0	269.6	769.0	289.6	689.0	199.9	893.0
636	chr19	53888051	53894017	21	204.2	636	324.6	537.0	304.7	577.0	267.4	833.0	278.4	380.0
638	chr3	98335033	98339709	4	203.6	638	151.0	2929.0	256.8	866.0	256.9	904.0	225.9	649.0
639	chr9	20641027	20645575	12	203.6	639	332.9	504.0	326.2	505.0	306.3	613.0	231.6	609.0
644	chr2	167932536	167937514	2	203.0	644	247.8	954.0	259.6	853.0	787.2	47.0	664.9	22.0
645	chr6	140625186	140630048	7	203.0	645	229.4	1130.0	268.2	780.0	253.8	925.0	284.8	355.0
647	chr11	79518980	79524498	13	203.0	647	259.5	879.0	271.9	751.0	251.3	945.0	198.1	912.0
648	chr13	59818679	59822967	14	203.0	648	180.2	1942.0	261.9	837.0	259.9	882.0	181.4	1105.0
650	chr11	32533271	32537307	13	202.5	650	731.7	60.0	661.0	73.0	380.3	356.0	502.0	74.0
652	chr15	81854891	81859501	16	201.9	652	396.3	349.0	349.9	428.0	289.0	693.0	177.3	1166.0
654	chr17	5975042	5978450	18	200.8	654	266.2	838.0	260.9	842.0	264.3	843.0	231.1	614.0
655	chr2	127331632	127335990	2	200.2	655	133.5	3866.0	231.3	1099.0	241.4	1030.0	212.6	770.0
657	chr15	27627625	27631077	16	200.2	657	252.8	925.0	273.3	743.0	310.6	596.0	205.6	843.0
658	chr15	53342974	53346384	16	200.2	658	333.7	501.0	338.5	461.0	324.2	531.0	212.0	781.0
659	chr18	37931126	37934764	20	200.2	659	245.3	984.0	173.4	2185.0	229.7	1181.0	160.0	1450.0
660	chr7	135650528	135654226	8	199.6	660	265.3	840.0	239.5	1028.0	213.6	1402.0	203.3	862.0
661	chr4	63858154	63862402	5	199.1	661	333.7	498.0	376.4	351.0	334.7	480.0	230.5	616.0
662	chr1	58713258	58717566	1	198.5	662	712.5	65.0	983.1	15.0	332.2	490.0	250.7	490.0
664	chr4	62518286	62521348	5	198.5	664	285.3	716.0	277.8	717.0	297.6	651.0	174.4	1199.0
666	chr16	77014756	77018816	17	198.5	666	294.5	670.0	281.0	703.0	255.6	916.0	195.2	939.0
667	chr1	162735295	162739899	1	197.9	667	344.6	463.0	298.8	604.0	343.3	459.0	192.9	956.0
668	chr4	86574686	86579158	5	197.9	668	223.6	1196.0	206.2	1465.0	226.6	1224.0	141.5	1894.0
671	chr9	21320434	21324580	12	197.9	671	272.0	790.0	235.4	1069.0	251.9	939.0	222.4	681.0
673	chr11	58197963	58202987	13	197.9	673	338.7	484.0	303.8	583.0	329.7	499.0	190.0	1001.0
674	chr12	110484297	110489405	15	197.9	674	323.7	538.0	285.1	688.0	310.0	597.0	215.5	742.0
675	chr15	81100562	81104466	16	197.9	675	261.1	865.0	309.8	552.0	260.6	876.0	249.5	503.0
676	chr1	171681450	171686130	1	197.4	676	199.4	1556.0	184.8	1860.0	176.6	2152.0	115.0	3037.0
677	chr9	44043465	44047689	12	197.4	677	313.7	577.0	282.8	697.0	455.7	217.0	419.9	131.0
678	chr9	94668056	94671746	12	197.4	678	240.3	1027.0	221.3	1230.0	247.0	983.0	184.8	1060.0
679	chr15	86059608	86063432	16	197.4	679	668.3	74.0	256.4	873.0	369.2	394.0	149.0	1704.0
680	chr16	38089651	38093423	17	197.4	680	277.8	753.0	287.4	676.0	282.8	728.0	216.6	729.0
682	chr4	43452891	43458097	5	196.8	682	162.7	2470.0	161.5	2548.0	153.7	2979.0	125.9	2456.0
686	chr18	70568672	70573084	20	196.8	686	297.9	647.0	255.0	888.0	314.9	581.0	188.3	1016.0
687	chr6	35252942	35258168	7	196.2	687	121.0	4743.0	172.4	2209.0	229.1	1184.0	204.5	853.0
689	chr8	122430075	122434187	10	196.2	689	226.1	1171.0	283.3	693.0	275.4	772.0	184.3	1064.0
690	chr12	101023554	101028438	15	196.2	690	327.1	524.0	295.2	628.0	322.9	538.0	239.7	556.0
692	chr17	34198501	34202149	18	196.2	692	575.7	123.0	857.6	28.0	1212.1	6.0	450.0	97.0
696	chr5	122284730	122288922	6	195.7	696	147.7	3083.0	247.7	948.0	272.3	789.0	214.3	753.0
697	chr7	127012746	127017264	8	195.7	697	221.1	1235.0	221.7	1225.0	324.2	530.0	190.6	991.0
698	chr13	120299333	120303241	14	195.7	698	302.9	627.0	277.4	721.0	270.4	808.0	187.2	1035.0
699	chr14	70173158	70177670	11	195.7	699	318.7	556.0	290.6	658.0	284.0	722.0	195.8	932.0
700	chr6	86849632	86853250	7	195.1	700	442.2	251.0	350.8	423.0	361.2	412.0	336.8	223.0
701	chr17	35184271	35191261	18	195.1	701	123.5	4587.0	241.3	1014.0	226.0	1239.0	91.8	4903.0
703	chr2	73482238	73486580	2	194.5	703	285.3	714.0	309.3	553.0	277.9	752.0	247.2	513.0
704	chr2	181238995	181242945	2	194.5	704	247.8	955.0	247.3	953.0	296.4	657.0	190.6	988.0
705	chr5	32136932	32141698	6	194.5	705	229.4	1127.0	211.2	1370.0	261.8	862.0	261.1	443.0
706	chr7	29814892	29819916	8	194.5	706	145.2	3213.0	163.8	2462.0	177.2	2139.0	139.2	1973.0
707	chr8	81010563	81014521	10	194.5	707	326.2	526.0	297.0	615.0	267.4	831.0	217.8	717.0
708	chr15	78491537	78494655	16	194.5	708	227.8	1152.0	257.7	862.0	206.8	1509.0	259.9	450.0
711	chr8	88632866	88636986	10	194.0	711	283.7	719.0	161.5	2553.0	240.8	1037.0	203.9	857.0
712	chr9	107974165	107977203	12	194.0	712	273.7	781.0	254.1	894.0	231.5	1152.0	157.7	1501.0
718	chr7	17023333	17027099	8	192.9	718	255.3	899.0	259.1	857.0	311.2	593.0	215.5	737.0
723	chr16	36933470	36936944	17	191.7	723	234.4	1092.0	235.9	1067.0	227.8	1211.0	191.8	977.0
724	chr17	29261014	29266600	18	191.7	724	206.1	1455.0	237.2	1048.0	267.4	832.0	202.8	871.0
725	chr19	4056738	4061388	21	191.7	725	212.8	1348.0	219.0	1255.0	258.1	897.0	218.9	709.0
726	chr7	99480911	99484153	8	191.2	726	137.7	3625.0	196.6	1631.0	282.2	731.0	241.5	544.0
727	chr14	66277229	66282175	11	191.2	727	240.3	1031.0	225.8	1169.0	225.4	1246.0	183.1	1086.0
729	chr19	6856428	6860074	21	191.2	729	221.1	1243.0	241.8	1012.0	258.1	898.0	185.4	1057.0
731	chr11	3290624	3293782	13	190.6	731	372.9	390.0	297.0	616.0	266.1	836.0	199.3	899.0
733	chr16	20496907	20500735	17	190.6	733	226.9	1164.0	244.1	990.0	263.7	850.0	169.8	1274.0
734	chr3	97929879	97934151	4	190.0	734	241.1	1019.0	246.3	963.0	228.5	1190.0	126.5	2428.0
735	chr4	148039287	148042895	5	190.0	735	240.3	1026.0	288.8	667.0	240.2	1044.0	162.9	1389.0
737	chr11	79526639	79530703	13	190.0	737	263.6	849.0	245.0	980.0	220.4	1305.0	172.7	1237.0
739	chr14	74942839	74946987	11	190.0	739	239.5	1036.0	257.7	861.0	251.9	942.0	186.6	1042.0
740	chr2	22773068	22777080	2	189.5	740	335.4	495.0	340.3	454.0	329.7	496.0	202.2	873.0
741	chr4	134494648	134499214	5	189.5	741	281.2	731.0	233.6	1082.0	219.2	1322.0	142.7	1856.0
742	chr7	18999309	19003957	8	189.5	742	245.3	980.0	262.3	833.0	292.7	675.0	215.5	738.0
744	chr8	128357432	128360400	10	189.5	744	277.0	754.0	261.9	836.0	271.1	801.0	196.4	921.0
746	chr4	102566432	102570352	5	188.9	746	743.4	53.0	681.6	70.0	634.1	88.0	202.8	866.0
748	chr7	19559950	19563556	8	188.9	748	258.6	882.0	235.4	1068.0	237.7	1077.0	200.4	889.0
750	chr8	22805509	22810479	10	188.9	750	302.0	631.0	298.4	607.0	269.2	817.0	127.7	2397.0
752	chr6	72614176	72618212	7	188.3	752	237.8	1051.0	273.7	738.0	269.8	811.0	242.0	541.0
753	chr12	103439934	103443992	15	188.3	753	280.3	739.0	303.8	585.0	317.4	561.0	261.1	445.0
754	chr16	35934639	35939835	17	188.3	754	302.0	634.0	262.3	835.0	269.2	820.0	199.3	904.0
755	chr18	12232710	12237556	20	188.3	755	254.5	913.0	224.0	1195.0	165.5	2528.0	192.4	969.0
756	chr6	115804330	115808758	7	187.8	756	166.0	2340.0	215.3	1310.0	256.2	910.0	168.7	1292.0
759	chr13	101693011	101698593	14	187.8	759	357.9	430.0	436.6	247.0	233.4	1136.0	390.5	154.0
761	chr17	15495462	15500794	18	187.8	761	139.3	3542.0	255.9	880.0	249.4	967.0	221.2	689.0
762	chr17	32401349	32405117	18	187.8	762	357.9	432.0	331.7	485.0	319.8	546.0	247.8	512.0
763	chr1	172498399	172504173	1	187.2	763	288.7	696.0	252.7	906.0	295.1	662.0	181.4	1100.0
764	chr8	35589359	35593655	10	187.2	764	230.3	1123.0	270.1	763.0	451.4	223.0	435.5	113.0
