PeakID (cmd=annotatePeaks.pl enhancers_only_100um_k99a.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
18039	chr9	116367309	116367809	+	0	NA	Intergenic	(TTTC)n|Simple_repeat|Simple_repeat	-192196	NM_009371	21813	Mm.172346	NM_009371	ENSMUSG00000032440	Tgfbr2	1110020H15Rik|AU042018|DNIIR|RIIDN|TBR-II|TbetaR-II|TbetaRII	transforming growth factor, beta receptor II	protein-coding
20094	chr5	23453790	23454290	+	0	NA	intron (NM_026984, intron 2 of 25)	intron (NM_026984, intron 2 of 25)	19611	NM_026984	69188	Mm.205190	NM_026984	ENSMUSG00000029004	Kmt2e	1810033J14Rik|9530077A04Rik|D230038D11Rik|Mll5|NKp44L	lysine (K)-specific methyltransferase 2E	protein-coding
19030	chr2	165793678	165794178	+	0	NA	intron (NM_001281926, intron 19 of 22)	intron (NM_001281926, intron 19 of 22)	64245	NM_001252585	228880	Mm.227598	NM_027230	ENSMUSG00000039671	Zmynd8	1110013E22Rik|2010005I16Rik|3632413B07Rik|AI316811|AL024039|Prkcbp1|RACK7	zinc finger, MYND-type containing 8	protein-coding
18549	chr17	30608909	30609409	+	0	NA	intron (NM_025374, intron 1 of 5)	intron (NM_025374, intron 1 of 5)	3500	NM_025374	109801	Mm.261984	NM_025374	ENSMUSG00000024026	Glo1	0610009E22Rik|1110008E19Rik|2510049H23Rik|AW550643|GLY1|Glo-1|Glo-1r|Glo-1s|Glo1-r|Glo1-s|Qglo	glyoxalase 1	protein-coding
19963	chr12	75537918	75538418	+	0	NA	intron (NM_012024, intron 2 of 13)	MTEb|LTR|ERVL-MaLR	58032	NM_012024	26932	Mm.259626	NM_012024	ENSMUSG00000021051	Ppp2r5e	4633401M22Rik|AI449017|B56beta	protein phosphatase 2, regulatory subunit B', epsilon	protein-coding
16766	chr1	51501486	51502112	+	0	NA	Intergenic	Intergenic	-23400	NM_028696	109019	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding
18741	chrX	48480928	48481428	+	0	NA	intron (NM_012019, intron 12 of 15)	L1ME4c|LINE|L1	-18046	NM_019680	56501	Mm.36808	NM_019680	ENSMUSG00000031103	Elf4	AV314029|BC042423|ENSMUSG00000053512|Gm9907|Mef	E74-like factor 4 (ets domain transcription factor)	protein-coding
17505	chr17	52217202	52217702	+	0	NA	Intergenic	MT2A|LTR|ERVL	334725	NR_045095	100504169	Mm.417731	NR_045095		Gm20098	-	predicted gene, 20098	ncRNA
16397	chr13	97839578	97840358	+	0	NA	Intergenic	Intergenic	279968	NR_046157	328314	Mm.138047	NR_046157		Gm5086	B230311A21|EG328314	predicted gene 5086	ncRNA
17816	chr19	21896895	21897395	+	0	NA	Intergenic	Intergenic	118805	NM_031997	83921	Mm.329776	NM_031997	ENSMUSG00000024754	Tmem2	-	transmembrane protein 2	protein-coding
19551	chr9	85689118	85689618	+	0	NA	intron (NM_001081282, intron 28 of 28)	intron (NM_001081282, intron 28 of 28)	59966	NM_001081282	108837	Mm.22315	NM_175371	ENSMUSG00000035941	Ibtk	5430411K16Rik|AA409502|BTKI|mKIAA1417	inhibitor of Bruton agammaglobulinemia tyrosine kinase	protein-coding
18831	chr5	142414300	142414958	+	0	NA	intron (NM_199068, intron 1 of 8)	intron (NM_199068, intron 1 of 8)	13132	NM_199068	17425	Mm.24214	NM_010812	ENSMUSG00000056493	Foxk1	A630048H08Rik|AI463295|ENSMUSG00000075577|Gm10868|Mnf	forkhead box K1	protein-coding
16388	chr6	34155698	34156198	+	0	NA	TTS (NM_021435)	TTS (NM_021435)	21106	NM_021435	58246	Mm.245527	NM_021435		Slc35b4	4930474D06Rik|AB041549|AW494345	solute carrier family 35, member B4	protein-coding
20086	chr4	3647196	3647696	+	0	NA	Intergenic	MER58D|DNA|hAT-Charlie	-9060	NR_040643	70143	Mm.417835	NR_040643	ENSMUSG00000085394	2210414B05Rik	-	RIKEN cDNA 2210414B05 gene	ncRNA
18684	chr11	85230958	85231458	+	0	NA	intron (NM_025825, intron 1 of 12)	intron (NM_025825, intron 1 of 12)	3912	NM_025825	66884	Mm.271997	NM_025825		Appbp2	1300003O07Rik|AI465480|PAT1	amyloid beta precursor protein (cytoplasmic tail) binding protein 2	protein-coding
19106	chr7	19804489	19804989	+	0	NA	Intergenic	(TCTA)n|Simple_repeat|Simple_repeat	-7930	NM_001161844	80794	Mm.81698	NM_023224	ENSMUSG00000040525	Cblc	2310076I21Rik|2310079L19Rik|Cbl3	Casitas B-lineage lymphoma c	protein-coding
16391	chr10	6987639	6988139	+	0	NA	intron (NM_001039652, intron 4 of 5)	intron (NM_001039652, intron 4 of 5)	-7424	NM_001170802	320495	Mm.331674	NM_001033391	ENSMUSG00000064065	Ipcef1	A130090K04Rik	interaction protein for cytohesin exchange factors 1	protein-coding
17428	chr3	60484574	60485074	+	0	NA	intron (NM_001253713, intron 2 of 9)	intron (NM_001253713, intron 2 of 9)	11994	NM_001253713	56758	Mm.255723	NM_020007	ENSMUSG00000027763	Mbnl1	Mbnl|mKIAA0428	muscleblind-like 1 (Drosophila)	protein-coding
19466	chr6	108592986	108593486	+	0	NA	intron (NR_104577, intron 3 of 6)	intron (NR_104577, intron 3 of 6)	29931	NR_040757	75394	Mm.395061	NR_040757	ENSMUSG00000087341	0610040F04Rik	-	RIKEN cDNA 0610040F04 gene	ncRNA
17911	chr11	114703107	114703607	+	0	NA	intron (NM_053273, intron 6 of 13)	B1F|SINE|Alu	-24055	NM_001034878	432611	Mm.212764	NM_001034878	ENSMUSG00000034706	Dnaic2	C030015H18Rik|Dnai2|Gm728	dynein, axonemal, intermediate chain 2	protein-coding
19169	chr10	108182243	108182743	+	0	NA	intron (NM_027892, intron 1 of 25)	intron (NM_027892, intron 1 of 25)	20093	NM_027892	17931	Mm.422959	NM_027892	ENSMUSG00000019907	Ppp1r12a	1200015F06Rik|5730577I22Rik|AA792106|AV099298|D10Ertd625e|Mypt1	protein phosphatase 1, regulatory (inhibitor) subunit 12A	protein-coding
19964	chr12	78853356	78853856	+	0	NA	intron (NM_023721, intron 2 of 8)	B4A|SINE|B4	8032	NM_023721	73834	Mm.491124	NM_023721	ENSMUSG00000021114	Atp6v1d	1110004P10Rik|Atp6m|VATD|Vma8	ATPase, H+ transporting, lysosomal V1 subunit D	protein-coding
17967	chr1	36753850	36754350	+	0	NA	intron (NR_040290, intron 8 of 8)	ORR1C1|LTR|ERVL-MaLR	-7698	NM_009539	22637	Mm.8038	NM_009539	ENSMUSG00000026117	Zap70	Srk|ZAP-70|mrtle|mur	zeta-chain (TCR) associated protein kinase	protein-coding
18503	chr12	118220836	118221336	+	0	NA	Intergenic	Intergenic	-22043	NM_010060	13411	Mm.390540	NM_010060	ENSMUSG00000018581	Dnah11	Dnahc11|b2b1203Clo|b2b1279Clo|b2b1289Clo|b2b1727Clo|b2b598Clo|iv|lrd	dynein, axonemal, heavy chain 11	protein-coding
18751	chr1	120207203	120207703	+	0	NA	Intergenic	Intergenic	57827	NM_133186	68428	Mm.181033	NM_133186	ENSMUSG00000026389	Steap3	1010001D01Rik|Tsap6|pHyde	STEAP family member 3	protein-coding
19642	chr13	53363595	53364095	+	0	NA	intron (NM_009269, intron 5 of 14)	B1_Mm|SINE|Alu	13516	NM_009269	268656	Mm.240336	NM_009269	ENSMUSG00000021468	Sptlc1	AW552086|C77762|E030036H05|Lcb1	serine palmitoyltransferase, long chain base subunit 1	protein-coding
17970	chr1	63110347	63110847	+	0	NA	intron (NM_001114609, intron 1 of 11)	intron (NM_001114609, intron 1 of 11)	3670	NM_001114609	227195	Mm.74718	NM_001081436	ENSMUSG00000040865	Ino80d	7330405I11|A430093A21Rik|BC010584|OTTMUSG00000002594	INO80 complex subunit D	protein-coding
20153	chr13	58952329	58952829	+	0	NA	intron (NM_001282961, intron 12 of 17)	intron (NM_001282961, intron 12 of 17)	144882	NM_001025074	18212	Mm.130054	NM_008745	ENSMUSG00000055254	Ntrk2	GP145-TrkB/GP95-TrkB|Tkrb|trk-B|trkB	neurotrophic tyrosine kinase, receptor, type 2	protein-coding
17790	chr16	10794583	10795083	+	0	NA	Intergenic	ORR1A4-int|LTR|ERVL-MaLR	1990	NM_013637	19118	Mm.42733	NM_013637	ENSMUSG00000022501	Prm1	Prm-1	protamine 1	protein-coding
17480	chr12	21479145	21479645	+	0	NA	Intergenic	ORR1A3|LTR|ERVL-MaLR	-61959	NM_011739	22630	Mm.289630	NM_011739	ENSMUSG00000076432	Ywhaq	2700028P07Rik|AA409740|AU021156|R74690	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide	protein-coding
20016	chr17	50083724	50084224	+	0	NA	intron (NM_181397, intron 4 of 9)	intron (NM_181397, intron 4 of 9)	106523	NM_181397	76438	Mm.41854	NM_181397		Rftn1	2310015N21Rik|AI853526	raftlin lipid raft linker 1	protein-coding
18723	chr16	24435011	24435511	+	0	NA	intron (NM_178665, intron 1 of 12)	MIR|SINE|MIR	-12830	NM_001145952	210126	Mm.209385	NM_178665	ENSMUSG00000033306	Lpp	9430020K16Rik|AA959454|AU024130|B130055L10Rik|C79715|D630048H16	LIM domain containing preferred translocation partner in lipoma	protein-coding
18047	chr10	128041400	128041900	+	0	NA	exon (NM_001113199, exon 3 of 9)	exon (NM_001113199, exon 3 of 9)	6304	NM_013608	17938	Mm.3746	NM_013608	ENSMUSG00000061315	Naca	AL022831|AL024382|Gm1878|mKIAA0363|skNAC	nascent polypeptide-associated complex alpha polypeptide	protein-coding
16302	chr8	85619037	85619977	+	0	NA	Intergenic	RMER13B|LTR|ERVK	-64236	NM_019794	56445	Mm.475573	NM_019794	ENSMUSG00000031701	Dnaja2	1500017M13Rik|2010206B19Rik|DNAJ|DNJ3|Dnaj3|HIRIP4|PRO3015|mDj3	DnaJ (Hsp40) homolog, subfamily A, member 2	protein-coding
19177	chr11	74531431	74532061	+	0	NA	intron (NM_001015046, intron 2 of 24)	intron (NM_001015046, intron 2 of 24)	58412	NM_001015046	380711	Mm.425690	NM_001015046	ENSMUSG00000038807	Rap1gap2	AU067654|Garnl4|Gm1561|mKIAA1039	RAP1 GTPase activating protein 2	protein-coding
18215	chr9	116191411	116191911	+	0	NA	Intergenic	Intergenic	-16298	NM_009371	21813	Mm.172346	NM_009371	ENSMUSG00000032440	Tgfbr2	1110020H15Rik|AU042018|DNIIR|RIIDN|TBR-II|TbetaR-II|TbetaRII	transforming growth factor, beta receptor II	protein-coding
17334	chr1	160031846	160032346	+	0	NA	Intergenic	Intergenic	-12284	NR_028111	67647	Mm.171518	NM_001024470	ENSMUSG00000090394	4930523C07Rik	-	RIKEN cDNA 4930523C07 gene	protein-coding
18597	chr2	118486906	118487406	+	0	NA	Intergenic	Intergenic	-7460	NM_009273	20813	Mm.363404	NM_009273	ENSMUSG00000009549	Srp14	14kDa|AW536328	signal recognition particle 14	protein-coding
18816	chr5	3477407	3477907	+	0	NA	intron (NM_009873, intron 4 of 6)	intron (NM_009873, intron 4 of 6)	-66176	NM_001042501	68152	Mm.240265	NM_026583		Fam133b	2900022K02Rik|5830415L20Rik	family with sequence similarity 133, member B	protein-coding
19675	chr14	103362513	103363013	+	0	NA	Intergenic	Intergenic	-15963	NM_207215	105689	Mm.6478	NM_207215	ENSMUSG00000033004	Mycbp2	AU023734|AW107953|AW546647|C130061D10Rik|Pam|Phr1|R75243	MYC binding protein 2	protein-coding
19253	chr16	93042906	93043406	+	0	NA	Intergenic	Intergenic	-217082	NM_001111022	12394	Mm.4081	NM_009821	ENSMUSG00000022952	Runx1	AML1|CBF-alpha-2|Cbfa2|Pebp2a2|Pebpa2b	runt related transcription factor 1	protein-coding
19299	chrX	77581739	77582239	+	0	NA	intron (NM_020601, intron 1 of 15)	intron (NM_020601, intron 1 of 15)	70762	NM_020601	21372	Mm.258476	NM_020601	ENSMUSG00000025246	Tbl1x	5330429M20|Tbl1	transducin (beta)-like 1 X-linked	protein-coding
18525	chr15	55855193	55855693	+	0	NA	intron (NM_016667, intron 1 of 6)	intron (NM_016667, intron 1 of 6)	51506	NM_016667	20649	Mm.309425	NM_016667	ENSMUSG00000060429	Sntb1	-	syntrophin, basic 1	protein-coding
18110	chr18	11927866	11928366	+	0	NA	intron (NM_022021, intron 6 of 8)	intron (NM_022021, intron 6 of 8)	-87678	NR_035447	100316686		NR_035447	miRBase:MI0008328	Mir1901	Mirn1901|mmu-mir-1901	microRNA 1901	ncRNA
17123	chr2	65193328	65193828	+	0	NA	intron (NM_177025, intron 1 of 13)	intron (NM_177025, intron 1 of 13)	45048	NM_177025	319876	Mm.34159	NM_027225	ENSMUSG00000034903	Cobll1	1810047P18Rik|Coblr1|D430044D16Rik	Cobl-like 1	protein-coding
19799	chr1	38001497	38001997	+	0	NA	intron (NM_198303, intron 1 of 23)	intron (NM_198303, intron 1 of 23)	3737	NM_198303	226982	Mm.260943	NM_198303	ENSMUSG00000026083	Eif5b	A030003E17Rik|BC018347|IF2	eukaryotic translation initiation factor 5B	protein-coding
19458	chr6	90586594	90587094	+	0	NA	intron (NM_027406, intron 16 of 22)	RSINE1|SINE|B4	-18036	NM_027868	71699	Mm.272633	NM_027868	ENSMUSG00000030089	Slc41a3	1010001P06Rik|AI480742|SLC41A1-L2	solute carrier family 41, member 3	protein-coding
18216	chr9	118646340	118646840	+	0	NA	intron (NM_133721, intron 4 of 27)	B4A|SINE|B4	39881	NM_133721	104099	Mm.335520	NM_133721	ENSMUSG00000039115	Itga9	(alpha)9|2610002H11Rik|6720458D17Rik|AI461869|D130073C02|D9Ertd428e	integrin alpha 9	protein-coding
18072	chr13	48525456	48525956	+	0	NA	Intergenic	Intergenic	10408	NR_029656	387247		NR_029656	miRBase:MI0000405	Mirlet7d	Mirnlet7d|mmu-let-7d	microRNA let7d	ncRNA
17574	chr8	61580511	61581011	+	0	NA	intron (NM_001293772, intron 10 of 21)	intron (NM_001293772, intron 10 of 21)	10408	NM_001293774	72333	Mm.29933	NM_001081390	ENSMUSG00000058056	Palld	2410003B16Rik|6030492A02	palladin, cytoskeletal associated protein	protein-coding
19433	chr5	77487378	77487878	+	0	NA	Intergenic	Intergenic	24120	NR_027806	231332	Mm.373616	NM_001010832	ENSMUSG00000047652	Pea15b	-	phosphoprotein enriched in astrocytes 15B	pseudo
18952	chr16	10905405	10905905	+	0	NA	Intergenic	Intergenic	70596	NM_001162932	223970	Mm.325777	NM_001033278	ENSMUSG00000037991	Rmi2	A630055G03Rik|Gm537|Gm929	RMI2, RecQ mediated genome instability 2, homolog (S. cerevisiae)	protein-coding
17750	chr11	20736997	20737497	+	0	NA	intron (NM_001290545, intron 1 of 9)	intron (NM_001290545, intron 1 of 9)	4309	NM_001290545	216549	Mm.356580	NM_181411	ENSMUSG00000049659	Aftph	-	aftiphilin	protein-coding
17714	chr7	84657640	84658140	+	0	NA	intron (NM_022985, intron 1 of 7)	intron (NM_022985, intron 1 of 7)	21461	NM_022985	65098	Mm.209349	NM_022985	ENSMUSG00000030629	Zfand6	3110005P07Rik|Awp1|Za20d3	zinc finger, AN1-type domain 6	protein-coding
18622	chr5	143423932	143424432	+	0	NA	Intergenic	Intergenic	20362	NM_025841	66913	Mm.181880	NM_025841	ENSMUSG00000079111	Kdelr2	1110007A14Rik	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	protein-coding
19544	chr9	61589993	61590493	+	0	NA	Intergenic	Intergenic	217877	NM_001083927	21887	Mm.24255	NM_009389	ENSMUSG00000032280	Tle3	2610103N05Rik|ESG|Grg3a|Grg3b|mKIAA1547	transducin-like enhancer of split 3, homolog of Drosophila E(spl)	protein-coding
19686	chr15	59731394	59731894	+	0	NA	Intergenic	Charlie9|DNA|hAT-Charlie	63315	NR_045076	100503021	Mm.402924	NR_045076		Gm19510	-	predicted gene, 19510	ncRNA
19321	chr1	132030400	132030900	+	0	NA	intron (NM_172510, intron 9 of 10)	ID_B1|SINE|B4	23045	NM_007923	13714	Mm.254233	NM_007923	ENSMUSG00000026436	Elk4	2310011G17Rik|A130026I01Rik|BB162516|SAP-1|Sap1	ELK4, member of ETS oncogene family	protein-coding
19708	chr16	4413936	4414436	+	0	NA	intron (NM_001291910, intron 3 of 11)	intron (NM_001291910, intron 3 of 11)	6312	NM_001291910	11515	Mm.439750	NM_009624	ENSMUSG00000005580	Adcy9	ACtp10|AW125421|D16Wsu65e|mKIAA0520	adenylate cyclase 9	protein-coding
16616	chr10	19193384	19193884	+	0	NA	intron (NR_038021, intron 3 of 3)	MLT1L|LTR|ERVL-MaLR	26396	NR_038022	100504265	Mm.383417	NR_038021		Gm20139	-	predicted gene, 20139	ncRNA
17309	chr15	60118640	60119140	+	0	NA	Intergenic	Intergenic	-102272	NM_027668	71088	Mm.425950	NM_027668	ENSMUSG00000071749	4933412E24Rik	-	RIKEN cDNA 4933412E24 gene	protein-coding
19269	chr17	84018601	84019101	+	0	NA	Intergenic	L1MB7|LINE|L1	-59809	NR_045458	74473	Mm.399575	NR_045458		4933433H22Rik	-	RIKEN cDNA 4933433H22 gene	ncRNA
19672	chr14	78299041	78299541	+	0	NA	intron (NM_011613, intron 2 of 4)	intron (NM_011613, intron 2 of 4)	8752	NM_011613	21943	Mm.249221	NM_011613	ENSMUSG00000022015	Tnfsf11	Ly109l|ODF|OPG|OPGL|RANKL|Trance	tumor necrosis factor (ligand) superfamily, member 11	protein-coding
18987	chrX	52754623	52755123	+	0	NA	Intergenic	Intergenic	-10280	NR_003188	751866	Mm.381916	NR_003188		Kis2	Kis2-T1|Kis2-T2|Kis2-T3|Kis2-T4|Kis2-T5|Xpcl1	Kaplan integration site 2	ncRNA
18180	chr6	100277637	100278137	+	0	NA	intron (NM_019743, intron 2 of 4)	intron (NM_019743, intron 2 of 4)	9471	NM_019743	56353	Mm.321633	NM_019743	ENSMUSG00000072872	Rybp	2410018J24Rik|DEDAF|YEAF1	RING1 and YY1 binding protein	protein-coding
19898	chr7	132749530	132750030	+	0	NA	intron (NM_175268, intron 4 of 4)	intron (NM_175268, intron 4 of 4)	37155	NM_175268	77938	Mm.225649	NM_175268	ENSMUSG00000030956	Fam53b	A930008G19Rik|mKIAA0140	family with sequence similarity 53, member B	protein-coding
17677	chr3	59205570	59206070	+	0	NA	intron (NM_177855, intron 15 of 43)	intron (NM_177855, intron 15 of 43)	5062	NM_028808	74191	Mm.90067	NM_028808	ENSMUSG00000036362	P2ry13	2010001L06Rik|GPCR1|GPR94|Gpr86|P2Y13|P2yr13|SP174	purinergic receptor P2Y, G-protein coupled 13	protein-coding
19327	chr1	156066182	156066682	+	0	NA	3' UTR (NM_172843, exon 7 of 7)	3' UTR (NM_172843, exon 7 of 7)	25571	NM_022329	240832	Mm.253335	NM_022329	ENSMUSG00000050565	Tor1aip2	1110020D10Rik|15kDa|A130072J07|AA103493|AW060462|AW610675|C77739|Ifrg15|Lull1	torsin A interacting protein 2	protein-coding
18307	chr18	62173030	62173530	+	0	NA	Intergenic	Intergenic	6701	NM_007420	11555	Mm.5598	NM_007420	ENSMUSG00000045730	Adrb2	Adrb-2|Badm|Gpcr7	adrenergic receptor, beta 2	protein-coding
20184	chr18	67364458	67364958	+	0	NA	intron (NM_007702, intron 3 of 4)	intron (NM_007702, intron 3 of 4)	-20605	NR_033214	338360	Mm.441590	NR_033214	ENSMUSG00000046415	B430212C06Rik	-	RIKEN cDNA B430212C06 gene	ncRNA
16719	chr13	32832822	32833322	+	0	NA	Intergenic	MIR|SINE|MIR	18113	NM_025429	66222	Mm.20144	NM_025429	ENSMUSG00000044734	Serpinb1a	1190005M04Rik|AI325983|EI|EIA|ELANH2|LEI|M/NEI|MNEI|PI2	serine (or cysteine) peptidase inhibitor, clade B, member 1a	protein-coding
17244	chr5	25092615	25093115	+	0	NA	intron (NM_145401, intron 1 of 15)	intron (NM_145401, intron 1 of 15)	7777	NM_145401	108099	Mm.33649	NM_145401	ENSMUSG00000028944	Prkag2	2410051C13Rik|AAKG|AAKG2|AI854673|H91620p|WPWS	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	protein-coding
19641	chr13	51957325	51957825	+	0	NA	Intergenic	Intergenic	110900	NM_011817	23882	Mm.281298	NM_011817	ENSMUSG00000021453	Gadd45g	AI327420|C86281|CR6|DDIT2|OIG37	growth arrest and DNA-damage-inducible 45 gamma	protein-coding
19151	chr9	61923904	61924404	+	0	NA	exon (NM_024245, exon 18 of 23)	exon (NM_024245, exon 18 of 23)	-9644	NM_018853	56040	Mm.3158	NM_018853	ENSMUSG00000007892	Rplp1	2410042H16Rik|Arpp1|C430017H15Rik	ribosomal protein, large, P1	protein-coding
17681	chr4	63424039	63424539	+	0	NA	intron (NM_028640, intron 7 of 11)	intron (NM_028640, intron 7 of 11)	-20844	NM_001045514	100182	Mm.387725	NM_001045514	ENSMUSG00000039158	Akna	AI597013|mKIAA1968	AT-hook transcription factor	protein-coding
19850	chr4	31971599	31972099	+	0	NA	intron (NM_172688, intron 1 of 15)	intron (NM_172688, intron 1 of 15)	7742	NM_009316	26409	Mm.258589	NM_009316	ENSMUSG00000028284	Map3k7	B430101B05|C87327|Tak1	mitogen-activated protein kinase kinase kinase 7	protein-coding
16770	chr1	128547735	128548367	+	0	NA	Intergenic	Intergenic	44248	NM_009911	12767	Mm.1401	NM_009911	ENSMUSG00000045382	Cxcr4	CD184|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo	chemokine (C-X-C motif) receptor 4	protein-coding
20069	chr2	165271014	165271514	+	0	NA	Intergenic	Intergenic	16523	NM_001252574	228875	Mm.21184	NM_144893	ENSMUSG00000017664	Slc35c2	C85957|CGI-15|D2Wsu58e|Ovcov1	solute carrier family 35, member C2	protein-coding
19793	chrX	142439192	142439692	+	0	NA	Intergenic	Intergenic	-48907	NM_019477	50790	Mm.391337	NM_019477	ENSMUSG00000031278	Acsl4	9430020A05Rik|ACS4|AU018108|Facl4|Lacs4	acyl-CoA synthetase long-chain family member 4	protein-coding
19997	chr16	29847988	29848488	+	0	NA	Intergenic	RSINE1|SINE|B4	130886	NR_037689	328657	Mm.425982	NM_001033403		Gm1968	-	predicted gene 1968	ncRNA
18644	chr8	79059108	79059608	+	0	NA	intron (NM_001294279, intron 1 of 14)	intron (NM_001294279, intron 1 of 14)	30921	NM_178267	622675	Mm.48724	NM_178267	ENSMUSG00000071064	Zfp827	2810449M09Rik|D630040G17Rik|Znf827	zinc finger protein 827	protein-coding
17933	chr14	120291212	120291712	+	0	NA	intron (NM_175341, intron 1 of 8)	intron (NM_175341, intron 1 of 8)	15793	NM_175341	105559	Mm.238266	NM_175341	ENSMUSG00000022139	Mbnl2	1110002M11Rik|AI047808|AI837313|AI849185|AL118326|MBLL|R75232|mKIAA4072	muscleblind-like 2	protein-coding
17623	chr15	35961697	35962357	+	0	NA	Intergenic	Lx5b|LINE|L1	-23781	NM_053071	12864	Mm.548	NM_053071	ENSMUSG00000014313	Cox6c	-	cytochrome c oxidase subunit VIc	protein-coding
18337	chr2	68350321	68350821	+	0	NA	intron (NM_016866, intron 10 of 17)	intron (NM_016866, intron 10 of 17)	121410	NM_016866	53416	Mm.198414	NM_016866	ENSMUSG00000027030	Stk39	AW227544|AW556857|DCHT|RF005|Rnl5|SPAK	serine/threonine kinase 39	protein-coding
20185	chr18	79105716	79106216	+	0	NA	intron (NM_053099, intron 1 of 5)	intron (NM_053099, intron 1 of 5)	3425	NM_053099	240427	Mm.312871	NM_053099	ENSMUSG00000024548	Setbp1	C130092E12|Seb|mKIAA0437	SET binding protein 1	protein-coding
20134	chr10	116911608	116912108	+	0	NA	intron (NM_001003950, intron 7 of 9)	intron (NM_001003950, intron 7 of 9)	-14979	NM_001033333	237558	Mm.336386	NM_001033333	ENSMUSG00000034057	Myrfl	Gm239	myelin regulatory factor-like	protein-coding
20178	chr17	93759859	93760359	+	0	NA	Intergenic	Intergenic	560687	NM_009625	11516	Mm.3407	NM_009625	ENSMUSG00000024256	Adcyap1	PACAP	adenylate cyclase activating polypeptide 1	protein-coding
18104	chr16	51674225	51674853	+	0	NA	Intergenic	Intergenic	-357010	NM_001033238	208650	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding
16548	chr15	36360446	36360946	+	0	NA	Intergenic	Intergenic	-77549	NM_013923	30945	Mm.5181	NM_013923	ENSMUSG00000022280	Rnf19a	AA032313|Dorfin|Rnf19|UIP117|Ubce7ip2|XYbp	ring finger protein 19A	protein-coding
18476	chr10	117277495	117278143	+	0	NA	3' UTR (NM_017372, exon 4 of 4)	3' UTR (NM_017372, exon 4 of 4)	4453	NM_017372	17105	Mm.45436	NM_017372	ENSMUSG00000069516	Lyz2	AI326280|Lys|Lysm|Lyzs|Lzm|Lzm-s1|Lzp	lysozyme 2	protein-coding
18654	chr9	108793704	108794204	+	0	NA	Intergenic	Intergenic	-2040	NM_029634	76500	Mm.276336	NM_029634	ENSMUSG00000032599	Ip6k2	1500005N04Rik|AW050208|Ihpk2	inositol hexaphosphate kinase 2	protein-coding
19156	chr9	114455469	114455969	+	0	NA	intron (NR_108101, intron 11 of 14)	intron (NR_108101, intron 11 of 14)	40825	NM_009916	12773	Mm.1337	NM_009916	ENSMUSG00000047898	Ccr4	C-C CKR-4|CHEMR1|Cmkbr4|LESTR|Sdf1r	chemokine (C-C motif) receptor 4	protein-coding
