PeakID (cmd=annotatePeaks.pl enhancers_only_10um_k99a.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
15018	chr8	121957288	121957788	+	0	NA	intron (NM_001285981, intron 1 of 12)	intron (NM_001285981, intron 1 of 12)	7046	NM_016812	53325	Mm.287163	NM_016812	ENSMUSG00000025316	Banp	AA408158|SMAR1	BTG3 associated nuclear protein	protein-coding
13647	chr5	122547356	122548006	+	0	NA	Intergenic	Intergenic	-45456	NM_001110140	11938	Mm.227583	NM_009722	ENSMUSG00000029467	Atp2a2	9530097L16Rik|D5Wsu150e|SERCA2|SERCA2B|mKIAA4195	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	protein-coding
15045	chr11	97984176	97984676	+	0	NA	intron (NM_028199, intron 1 of 13)	intron (NM_028199, intron 1 of 13)	2020	NM_028199	72324	Mm.39617	NM_028199	ENSMUSG00000017417	Plxdc1	2410003I07Rik|AI848450|Tem7	plexin domain containing 1	protein-coding
13938	chr15	88723108	88723608	+	0	NA	intron (NM_001033274, intron 2 of 12)	intron (NM_001033274, intron 2 of 12)	10861	NM_001033274	223770	Mm.254438	NM_001033274	ENSMUSG00000022387	Brd1	1110059H06Rik|AI316859|mKIAA4191	bromodomain containing 1	protein-coding
14423	chr2	103720989	103721489	+	0	NA	TTS (NM_153126)	TTS (NM_153126)	40011	NM_153126	98956	Mm.288005	NM_153126	ENSMUSG00000027185	Nat10	AI429152	N-acetyltransferase 10	protein-coding
12675	chr3	153258994	153259494	+	0	NA	intron (NM_011372, intron 3 of 4)	intron (NM_011372, intron 3 of 4)	-107136	NR_108044	75001		NR_108044		4930482G09Rik	-	RIKEN cDNA 4930482G09 gene	ncRNA
15557	chrX	113859197	113859697	+	0	NA	Intergenic	Intergenic	561191	NM_033605	93837	Mm.79760	NM_033605	ENSMUSG00000025592	Dach2	9430028N04Rik	dachshund 2 (Drosophila)	protein-coding
11420	chr15	58654858	58655358	+	0	NA	Intergenic	Intergenic	168319	NM_175212	74868	Mm.293754	NM_175212	ENSMUSG00000062373	Tmem65	2610029O13Rik|4930438D12Rik	transmembrane protein 65	protein-coding
13246	chr11	116358962	116359462	+	0	NA	intron (NM_027258, intron 6 of 18)	intron (NM_027258, intron 6 of 18)	-23858	NM_008240	15223	Mm.378938	NM_008240	ENSMUSG00000034227	Foxj1	FKHL-13|HFH-4|Hfh4	forkhead box J1	protein-coding
14879	chr14	57828029	57828529	+	0	NA	3' UTR (NM_026401, exon 2 of 2)	3' UTR (NM_026401, exon 2 of 2)	2040	NM_026401	67840	Mm.319530	NM_026401	ENSMUSG00000021967	Mrpl57	2610025P17Rik|AV005697|Mrp63	mitochondrial ribosomal protein L53	protein-coding
14644	chrX	18168156	18168812	+	0	NA	intron (NM_009483, intron 2 of 28)	intron (NM_009483, intron 2 of 28)	5817	NM_009483	22289	Mm.257498	NM_009483	ENSMUSG00000037369	Kdm6a	Utx	lysine (K)-specific demethylase 6A	protein-coding
15152	chr3	133753894	133754394	+	0	NA	Intergenic	Intergenic	-209754	NM_001040400	214133	Mm.347816	NM_145989	ENSMUSG00000040943	Tet2	Ayu17-449|E130014J05Rik|mKIAA1546	tet methylcytosine dioxygenase 2	protein-coding
12918	chr11	51647113	51647855	+	0	NA	intron (NM_145974, intron 1 of 4)	intron (NM_145974, intron 1 of 4)	-3470	NR_027958	97775	Mm.220299	NM_175289	ENSMUSG00000052563	D930048N14Rik	AI315703|R75254	RIKEN cDNA D930048N14 gene	ncRNA
15418	chr7	138122776	138123276	+	0	NA	Intergenic	Intergenic	274704	NM_183289	70571	Mm.334297	NM_183289	ENSMUSG00000091002	Tcerg1l	5730476P14Rik	transcription elongation regulator 1-like	protein-coding
13836	chr6	97217689	97218331	+	0	NA	intron (NM_022992, intron 1 of 2)	intron (NM_022992, intron 1 of 2)	7218	NM_022992	65106	Mm.291014	NM_022992	ENSMUSG00000035199	Arl6ip5	5930404D22Rik|AV001879|Aip-5|Gtrap3-18|addiscin	ADP-ribosylation factor-like 6 interacting protein 5	protein-coding
12684	chr5	105132074	105132574	+	0	NA	intron (NM_001256005, intron 3 of 10)	L1M2|LINE|L1	7228	NM_008620	17472	Mm.440525	NM_008620	ENSMUSG00000079363	Gbp4	AW228052|Mag-2|Mpa-2|Mpa2|mKIAA4245	guanylate binding protein 4	protein-coding
13662	chr7	114484538	114485038	+	0	NA	intron (NM_011055, intron 1 of 15)	L1MA5|LINE|L1	69534	NM_011055	18576	Mm.430730	NM_011055		Pde3b	9830102A01Rik|AI847709	phosphodiesterase 3B, cGMP-inhibited	protein-coding
13014	chr17	29192633	29193261	+	0	NA	intron (NM_153166, intron 8 of 20)	B2_Mm2|SINE|B2	44843	NM_153166	240058	Mm.39905	NM_153166	ENSMUSG00000024008	Cpne5	A830083G22Rik	copine V	protein-coding
14994	chr5	99383372	99383872	+	0	NA	intron (NR_030692, intron 2 of 3)	intron (NR_030692, intron 2 of 3)	-130695	NM_181318	320292	Mm.259074	NM_145839	ENSMUSG00000029333	Rasgef1b	4732452O09Rik|GPIgamma4|Gpig4	RasGEF domain family, member 1B	protein-coding
12916	chr10	127125162	127125662	+	0	NA	Intergenic	B2_Mm2|SINE|B2	-4252	NM_001171026	216440	Mm.295246	NM_177614	ENSMUSG00000040462	Os9	4632413K17Rik|AU022351	amplified in osteosarcoma	protein-coding
13383	chrX	50581640	50582330	+	0	NA	intron (NR_026976, intron 13 of 23)	intron (NR_026976, intron 13 of 23)	53273	NR_026976	103012	Mm.482523	NR_015505		Firre	5830467J12Rik|6720401G13Rik|AW048145	functional intergenic repeating RNA element	ncRNA
13203	chr6	31224718	31225218	+	0	NA	intron (NR_040260, intron 1 of 5)	intron (NR_040260, intron 1 of 5)	4617	NR_040259	73652	Mm.441297	NR_040257	ENSMUSG00000087380	2210408F21Rik	-	RIKEN cDNA 2210408F21 gene	ncRNA
15345	chr2	71723038	71723538	+	0	NA	intron (NR_037979, intron 1 of 3)	intron (NR_037979, intron 1 of 3)	3871	NR_037979	381371	Mm.330284	NM_201366	ENSMUSG00000064263	Gm1631	-	predicted gene 1631	ncRNA
15502	chr14	61692028	61692528	+	0	NA	Intergenic	Intergenic	-9905	NR_028264	668253	Mm.32886	NR_028264	ENSMUSG00000097589	Dleu2	1810047A16Rik|4932411A06Rik|7730401J12Rik|AI197277|AI788824|Alt1|Gm9069|Leu2	deleted in lymphocytic leukemia, 2	ncRNA
12480	chr9	72107847	72108829	+	0	NA	intron (NM_001253862, intron 3 of 19)	intron (NM_001253862, intron 3 of 19)	2863	NM_001253862	21406	Mm.171615	NM_011544	ENSMUSG00000032228	Tcf12	A130037E08Rik|ALF1|HEB|HEBAlt|HTF-4|HTF4|ME1|REB|bHLHb20	transcription factor 12	protein-coding
14774	chr7	113511605	113512105	+	0	NA	Intergenic	MLTR14|LTR|ERV1	-1979	NM_001285831	67420	Mm.206919	NM_026143	ENSMUSG00000030759	Far1	2600011M19Rik|2900034E22Rik|3732409C05Rik|AI850429|Mlstd2	fatty acyl CoA reductase 1	protein-coding
15012	chr7	66938916	66939416	+	0	NA	intron (NM_001033877, intron 7 of 22)	intron (NM_001033877, intron 7 of 22)	99431	NM_001033877	233332	Mm.445763	NM_001033877	ENSMUSG00000058145	Adamts17	AU023434	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17	protein-coding
14661	chr1	156996939	156997439	+	0	NA	Intergenic	Intergenic	-57563	NR_027640	78255	Mm.28376	NM_023884	ENSMUSG00000026594	Ralgps2	1810020P17Rik|2210408F11Rik|4921528G01Rik|9130014M22Rik|AU043409|AW046161	Ral GEF with PH domain and SH3 binding motif 2	protein-coding
14901	chr16	38122522	38123022	+	0	NA	intron (NM_019827, intron 1 of 10)	MTEa|LTR|ERVL-MaLR	-33512	NR_033221	414072	Mm.483602	NR_033221		BC031361	-	cDNA sequence BC031361	ncRNA
14241	chr4	137596424	137596924	+	0	NA	intron (NM_130879, intron 1 of 27)	intron (NM_130879, intron 1 of 27)	2485	NM_130879	170707	Mm.218478	NM_130879	ENSMUSG00000043411	Usp48	2810449C13Rik|AI115503|BC021769|D330022K21Rik|Usp31	ubiquitin specific peptidase 48	protein-coding
13996	chr4	128793910	128794554	+	0	NA	intron (NM_001081098, intron 2 of 8)	L2c|LINE|L2	11880	NM_001081098	230761	Mm.22616	NM_001081098	ENSMUSG00000028799	Zfp362	-	zinc finger protein 362	protein-coding
14184	chr17	44894578	44895078	+	0	NA	intron (NM_178652, intron 2 of 11)	B3A|SINE|B2	-13943	NM_029257	75341	Mm.386821	NM_029257		4930564C03Rik	-	RIKEN cDNA 4930564C03 gene	protein-coding
14304	chr10	80071517	80072017	+	0	NA	intron (NM_183426, intron 5 of 31)	intron (NM_183426, intron 5 of 31)	17748	NM_001037741	625249	Mm.332810	NM_008162	ENSMUSG00000075706	Gpx4	GPx-4|GSHPx-4|PHGPx|mtPHGPx|snGPx	glutathione peroxidase 4	protein-coding
15503	chr14	70751105	70751605	+	0	NA	intron (NM_023045, intron 1 of 27)	intron (NM_023045, intron 1 of 27)	15273	NM_023045	65246	Mm.152987	NM_023045	ENSMUSG00000022100	Xpo7	4930506C02Rik|BB164534|Ranbp16|mKIAA0745	exportin 7	protein-coding
14344	chr14	30619444	30620112	+	0	NA	intron (NM_011103, intron 1 of 17)	MIRb|SINE|MIR	6430	NM_011103	18753	Mm.2314	NM_011103	ENSMUSG00000021948	Prkcd	AI385711|D14Ertd420e|PKC[d]|PKCdelta|Pkcd	protein kinase C, delta	protein-coding
13020	chr19	32939873	32940373	+	0	NA	Intergenic	Intergenic	182546	NM_008960	19211	Mm.245395	NM_008960	ENSMUSG00000013663	Pten	2310035O07Rik|A130070J02Rik|AI463227|B430203M17Rik|MMAC1|TEP1	phosphatase and tensin homolog	protein-coding
15132	chr2	103786848	103787348	+	0	NA	intron (NM_016739, intron 2 of 18)	intron (NM_016739, intron 2 of 18)	9980	NM_001111292	53872	Mm.427589	NM_016739	ENSMUSG00000027184	Caprin1	AL022980|Caprin-1|Gpiap|Gpiap1|Mmgpip137|P137|rng105	cell cycle associated protein 1	protein-coding
14456	chr4	66828888	66829388	+	0	NA	intron (NM_021297, intron 1 of 2)	intron (NM_021297, intron 1 of 2)	1327	NM_021297	21898	Mm.38049	NM_021297	ENSMUSG00000039005	Tlr4	Lps|Ly87|Ran/M1|Rasl2-8	toll-like receptor 4	protein-coding
12715	chr12	40530161	40530661	+	0	NA	intron (NM_172803, intron 1 of 52)	intron (NM_172803, intron 1 of 52)	84358	NM_172803	238130	Mm.341423	NM_172803	ENSMUSG00000035954	Dock4	5330406C03|6330411N01Rik|AF263288|C030023J22|mKIAA0716	dedicator of cytokinesis 4	protein-coding
13262	chr14	27324730	27325230	+	0	NA	intron (NM_027871, intron 2 of 10)	intron (NM_027871, intron 2 of 10)	-11057	NM_001289687	71704	Mm.248606	NM_027871	ENSMUSG00000021895	Arhgef3	1200004I24Rik|9830169H03Rik|C76747|Xpln	Rho guanine nucleotide exchange factor (GEF) 3	protein-coding
15603	chr6	48528994	48529494	+	0	NA	non-coding (NR_015597, exon 6 of 7)	non-coding (NR_015597, exon 6 of 7)	-8325	NM_133764	76252	Mm.30214	NM_133764	ENSMUSG00000039347	Atp6v0e2	0610006O14Rik|NM9.2	ATPase, H+ transporting, lysosomal V0 subunit E2	protein-coding
15104	chrX	77472872	77473372	+	0	NA	intron (NR_035475, intron 1 of 3)	intron (NR_035475, intron 1 of 3)	2814	NR_035475	100316834		NR_035475		Mir669m-2	mmu-mir-669m-2	microRNA 669m-2	ncRNA
14235	chr4	62366532	62367032	+	0	NA	intron (NM_175090, intron 1 of 4)	PB1D9|SINE|Alu	6081	NM_175090	20529	Mm.248637	NM_175090	ENSMUSG00000066150	Slc31a1	4930445G01Rik|AI787263|AU016967|Ctr1	solute carrier family 31, member 1	protein-coding
14033	chr10	19491737	19492237	+	0	NA	Intergenic	Intergenic	-99971	NM_010511	15979	Mm.549	NM_010511	ENSMUSG00000020009	Ifngr1	CD119|IFN-gammaR|Ifgr|Ifngr|Nktar	interferon gamma receptor 1	protein-coding
14769	chr7	19847504	19848004	+	0	NA	Intergenic	Intergenic	-4249	NM_001270489	100502736	Mm.445354	NM_001270489	ENSMUSG00000092216	Gm19345	-	predicted gene, 19345	protein-coding
11403	chr6	51362459	51362959	+	0	NA	Intergenic	Intergenic	-17001	NR_110455	625167	Mm.389772	NR_110455		Gm6559	EG625167	predicted gene 6559	ncRNA
14245	chr5	72863533	72864033	+	0	NA	intron (NM_013689, intron 1 of 17)	intron (NM_013689, intron 1 of 17)	4665	NM_001113461	21682	Mm.319581	NM_013689	ENSMUSG00000029217	Tec	-	tec protein tyrosine kinase	protein-coding
13405	chr3	146047973	146048473	+	0	NA	exon (NM_172864, exon 19 of 23)	exon (NM_172864, exon 19 of 23)	59813	NM_172864	242253	Mm.235040	NM_172864	ENSMUSG00000043020	Wdr63	4931433A13Rik	WD repeat domain 63	protein-coding
14396	chr1	86210062	86210562	+	0	NA	intron (NM_027456, intron 18 of 20)	MLTR25C|LTR|ERVK	55497	NM_027456	78795	Mm.379264	NM_027456	ENSMUSG00000062590	Armc9	3830422A13Rik|4831423D23Rik|4930438O05Rik|5730415N24Rik	armadillo repeat containing 9	protein-coding
15504	chr14	73557360	73557860	+	0	NA	intron (NM_011506, intron 1 of 10)	MTA_Mm|LTR|ERVL-MaLR	4824	NM_011506	20916	Mm.38951	NM_011506	ENSMUSG00000022110	Sucla2	4930547K18Rik	succinate-Coenzyme A ligase, ADP-forming, beta subunit	protein-coding
15461	chr11	70566113	70566613	+	0	NA	intron (NM_176893, intron 1 of 31)	PB1D9|SINE|Alu	3482	NM_016713	50932	Mm.42967	NM_016713	ENSMUSG00000020827	Mink1	B55|MINK|Map4k6|Ysk2	misshapen-like kinase 1 (zebrafish)	protein-coding
12835	chr10	128735717	128736525	+	0	NA	intron (NM_016811, intron 4 of 23)	intron (NM_016811, intron 4 of 23)	7935	NM_016811	13139	Mm.291235	NM_016811	ENSMUSG00000025357	Dgka	80kDa|AW146112|Dagk1	diacylglycerol kinase, alpha	protein-coding
14197	chr1	82917802	82918302	+	0	NA	Intergenic	Intergenic	78569	NM_010472	15463	Mm.392569	NM_010472	ENSMUSG00000026159	Agfg1	AU045498|C130049H11Rik|C85612|D730048C23Rik|Hrb|RAB|Rip	ArfGAP with FG repeats 1	protein-coding
13481	chr1	73968973	73969473	+	0	NA	intron (NM_001289895, intron 18 of 32)	intron (NM_001289895, intron 18 of 32)	-104757	NR_045311	109198	Mm.359721	NR_045311		6030407O03Rik	-	RIKEN cDNA 6030407O03 gene	ncRNA
13042	chr2	30131014	30131514	+	0	NA	Intergenic	LTRIS2|LTR|ERV1	-2607	NM_146252	70296	Mm.19172	NM_146252	ENSMUSG00000039678	Tbc1d13	2600014A06Rik|BC025586	TBC1 domain family, member 13	protein-coding
15415	chr7	109490000	109490500	+	0	NA	intron (NM_181853, intron 1 of 19)	intron (NM_181853, intron 1 of 19)	3488	NM_001170913	330627	Mm.183528	NM_181853	ENSMUSG00000031026	Trim66	Kiaa0298-hp|Tif1d	tripartite motif-containing 66	protein-coding
15299	chr17	71681465	71681965	+	0	NA	intron (NM_177087, intron 1 of 19)	B4A|SINE|B4	8454	NM_177087	320159	Mm.187372	NM_177087	ENSMUSG00000045761	Fam179a	4632412N22Rik	family with sequence similarity 179, member A	protein-coding
13567	chr13	60670228	60670728	+	0	NA	intron (NM_001285917, intron 2 of 26)	B4|SINE|B4	68267	NM_134062	69635	Mm.24103	NM_029653	ENSMUSG00000021559	Dapk1	D13Ucla1|DAP-Kinase	death associated protein kinase 1	protein-coding
14271	chr7	122415694	122416194	+	0	NA	intron (NM_008855, intron 2 of 16)	MIRc|SINE|MIR	126819	NM_008855	18751	Mm.207496	NM_008855	ENSMUSG00000052889	Prkcb	A130082F03Rik|PKC-Beta|Pkcb|Prkcb1|Prkcb2	protein kinase C, beta	protein-coding
13954	chr17	44432335	44432835	+	0	NA	Intergenic	Intergenic	244013	NM_172621	224796	Mm.37666	NM_172621	ENSMUSG00000023959	Clic5	5730531E12Rik|B330005L24|Gm322|jbg	chloride intracellular channel 5	protein-coding
13340	chr9	41099633	41100133	+	0	NA	intron (NM_176860, intron 1 of 13)	intron (NM_176860, intron 1 of 13)	57611	NM_176860	72828	Mm.133615	NM_176860	ENSMUSG00000032020	Ubash3b	2810457I06Rik|BB125008|TULA-2|p70	ubiquitin associated and SH3 domain containing, B	protein-coding
11732	chr3	68973242	68974018	+	0	NA	intron (NM_026641, intron 5 of 19)	intron (NM_026641, intron 5 of 19)	30940	NM_026641	68259	Mm.389451	NM_026641	ENSMUSG00000027778	Ift80	4921524P20Rik|Wdr56|mKIAA1374	intraflagellar transport 80	protein-coding
12797	chr19	3570469	3571115	+	0	NA	intron (NM_029456, intron 1 of 22)	intron (NM_029456, intron 1 of 22)	4957	NM_028999	52036	Mm.284686	NM_028999	ENSMUSG00000024908	Ppp6r3	4930528G08Rik|9130026N02Rik|D19Bwg1430e|D19Ertd703e|Pp6r3|Ppcs3|Pptcs3|Sapl|Saps3|mKIAA1558	protein phosphatase 6, regulatory subunit 3	protein-coding
13935	chr15	73117498	73117998	+	0	NA	intron (NM_153178, intron 13 of 18)	intron (NM_153178, intron 13 of 18)	27336	NM_053068	93696	Mm.23095	NM_053068	ENSMUSG00000068391	Chrac1	2410152E03Rik|2810406L04Rik|YCL1	chromatin accessibility complex 1	protein-coding
12222	chr7	110109521	110110021	+	0	NA	Intergenic	ID4_|SINE|ID	-12288	NM_009516	22390	Mm.287173	NM_009516		Wee1	Wee1A	WEE 1 homolog 1 (S. pombe)	protein-coding
14762	chr6	144664767	144665267	+	0	NA	Intergenic	Intergenic	-7851	NR_040519	66760	Mm.233631	NR_040519	ENSMUSG00000085785	Sox5os3	4933425H06Rik	SRY (sex determining region Y)-box 5, opposite strand 3	ncRNA
14424	chr2	116062392	116062892	+	0	NA	intron (NM_001159568, intron 2 of 11)	intron (NM_001159568, intron 2 of 11)	1979	NM_001159570	17536	Mm.247566	NM_010825	ENSMUSG00000027210	Meis2	A430109D20Rik|Mrg1|Stra10	Meis homeobox 2	protein-coding
15547	chr19	43600075	43600575	+	0	NA	Intergenic	MIRb|SINE|MIR	-12000	NM_008699	18089	Mm.56994	NM_008699	ENSMUSG00000044220	Nkx2-3	Nkx-2.3|Nkx2.3|tinman	NK2 homeobox 3	protein-coding
11907	chr12	106290898	106291554	+	0	NA	Intergenic	Intergenic	156440	NR_036593	76639	Mm.375609	NR_036593	ENSMUSG00000092066	1700121N20Rik	-	RIKEN cDNA 1700121N20 gene	ncRNA
15473	chr12	4597888	4598388	+	0	NA	intron (NM_011365, intron 1 of 38)	intron (NM_011365, intron 1 of 38)	5130	NM_001198968	20403	Mm.341204	NM_011365	ENSMUSG00000020640	Itsn2	AI327390|Ese2|Sh3d1B|Sh3p18|mKIAA1256	intersectin 2	protein-coding
14020	chr8	94483312	94483812	+	0	NA	intron (NM_001033207, intron 9 of 48)	URR1A|DNA|hAT-Charlie	10799	NM_001033207	434341	Mm.334720	NM_001033207	ENSMUSG00000074151	Nlrc5	AI451557|AK220210|NOD27	NLR family, CARD domain containing 5	protein-coding
11990	chr3	101233342	101233842	+	0	NA	Intergenic	Intergenic	54347	NM_013486	12481	Mm.22842	NM_013486	ENSMUSG00000027863	Cd2	LFA-2|Ly-37|Ly37	CD2 antigen	protein-coding
15489	chr13	52590870	52591370	+	0	NA	intron (NM_001198977, intron 1 of 13)	intron (NM_001198977, intron 1 of 13)	-5762	NM_011518	20963	Mm.375031	NM_011518	ENSMUSG00000021457	Syk	Sykb	spleen tyrosine kinase	protein-coding
13944	chr16	33077229	33077729	+	0	NA	intron (NM_172823, intron 6 of 16)	intron (NM_172823, intron 6 of 16)	14958	NM_172823	239833	Mm.131951	NM_172823		Lmln	5330415H22Rik|AI465495	leishmanolysin-like (metallopeptidase M8 family)	protein-coding
15594	chr5	25472551	25473051	+	0	NA	intron (NM_001081383, intron 1 of 58)	intron (NM_001081383, intron 1 of 58)	25982	NM_001081383	231051	Mm.332268	NM_001081383	ENSMUSG00000038056	Kmt2c	E330008K23Rik|HALR|Mll3|mKIAA1506	lysine (K)-specific methyltransferase 2C	protein-coding
11902	chr11	49983930	49984430	+	0	NA	Intergenic	Intergenic	-41151	NM_001290749	59044	Mm.359004	NM_021540	ENSMUSG00000020376	Rnf130	G1RZFP|G1rp|GOLIATH|GP	ring finger protein 130	protein-coding
13621	chr2	18989131	18989631	+	0	NA	intron (NM_008845, intron 1 of 9)	ORR1D1|LTR|ERVL-MaLR	8740	NM_008845	18718	Mm.313977	NM_008845	ENSMUSG00000026737	Pip4k2a	AW742916|Pip5k2a	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	protein-coding
14043	chr11	116620430	116620930	+	0	NA	intron (NM_172572, intron 1 of 18)	intron (NM_172572, intron 1 of 18)	3572	NM_001167680	217344	Mm.89695	NM_172572	ENSMUSG00000020806	Rhbdf2	4732465I17Rik|Rhbdl6	rhomboid 5 homolog 2 (Drosophila)	protein-coding
14049	chr12	84204340	84204840	+	0	NA	intron (NM_001163501, intron 1 of 12)	L1ME4c|LINE|L1	-10575	NM_001163502	238317	Mm.31256	NM_001163501	ENSMUSG00000042507	Elmsan1	9430029N19Rik|C130039O16Rik|Gm260	ELM2 and Myb/SANT-like domain containing 1	protein-coding
12755	chr6	116004491	116005253	+	0	NA	Intergenic	Intergenic	-9867	NM_026376	67784	Mm.3085	NM_026376	ENSMUSG00000030123	Plxnd1	6230425C21Rik|b2b1863Clo|b2b553Clo	plexin D1	protein-coding
15453	chr10	80765374	80765874	+	0	NA	intron (NM_199322, intron 2 of 27)	intron (NM_199322, intron 2 of 27)	10418	NM_199322	208266	Mm.152371	NM_199322	ENSMUSG00000061589	Dot1l	A630076O07|AW907654|Dot1|KMT4|mDot1	DOT1-like, histone H3 methyltransferase (S. cerevisiae)	protein-coding
14881	chr14	105815312	105815812	+	0	NA	Intergenic	Intergenic	81257	NM_011897	24064	Mm.89982	NM_011897	ENSMUSG00000022114	Spry2	sprouty2	sprouty homolog 2 (Drosophila)	protein-coding
10224	chr19	3768660	3769422	+	0	NA	intron (NM_001167886, intron 2 of 10)	CpG-7172	1620	NM_001167884	225888	Mm.278578	NM_144871	ENSMUSG00000045098	Suv420h1	AA117471|C630029K18Rik|KMT5B|Suv4-20h1	suppressor of variegation 4-20 homolog 1 (Drosophila)	protein-coding
14646	chrX	59523426	59523926	+	0	NA	intron (NM_001290414, intron 2 of 6)	intron (NM_001290414, intron 2 of 6)	61896	NM_001290414	14168	Mm.7995	NM_010200	ENSMUSG00000031137	Fgf13	Fhf2	fibroblast growth factor 13	protein-coding
15355	chr2	173260896	173261396	+	0	NA	intron (NM_022995, intron 1 of 3)	intron (NM_022995, intron 1 of 3)	15387	NM_022995	65112	Mm.73682	NM_022995	ENSMUSG00000038400	Pmepa1	2210418I02Rik|AW455466|Erg1.2|N4wbp4|Stag1|Tmepai	prostate transmembrane protein, androgen induced 1	protein-coding
14256	chr6	34283922	34284422	+	0	NA	Intergenic	Intergenic	33271	NR_037965	626009	Mm.451	NR_028277		Gm6644	Akr1b3p|EG626009	Akr1b3 pseudogene	pseudo
14501	chr7	45766023	45766523	+	0	NA	Intergenic	Intergenic	-6718	NM_017465	54200	Mm.271634	NM_017465	ENSMUSG00000003271	Sult2b1	AI326997|BB173635|ST2B1|SULT2B	sulfotransferase family, cytosolic, 2B, member 1	protein-coding
15386	chr5	23597653	23598153	+	0	NA	intron (NM_009274, intron 1 of 14)	Lx3_Mus|LINE|L1	18668	NM_009274	20817	Mm.288728	NM_009274	ENSMUSG00000062604	Srpk2	AW226533|AW492537|AW547358|Wbp6|mSRPK2	serine/arginine-rich protein specific kinase 2	protein-coding
15362	chr3	127749077	127749577	+	0	NA	intron (NM_027808, intron 1 of 13)	intron (NM_027808, intron 1 of 13)	31200	NM_027808	71481	Mm.158704	NM_027808	ENSMUSG00000028028	Alpk1	8430410J10Rik|LAK	alpha-kinase 1	protein-coding
13053	chr3	136756071	136756571	+	0	NA	intron (NM_008913, intron 1 of 13)	intron (NM_008913, intron 1 of 13)	86255	NM_001293622	19055	Mm.331389	NM_008913	ENSMUSG00000028161	Ppp3ca	2900074D19Rik|CN|Caln|Calna|CnA	protein phosphatase 3, catalytic subunit, alpha isoform	protein-coding
11099	chr3	59203978	59205044	+	0	NA	intron (NM_177855, intron 15 of 43)	intron (NM_177855, intron 15 of 43)	6371	NM_028808	74191	Mm.90067	NM_028808	ENSMUSG00000036362	P2ry13	2010001L06Rik|GPCR1|GPR94|Gpr86|P2Y13|P2yr13|SP174	purinergic receptor P2Y, G-protein coupled 13	protein-coding
13635	chr4	44674554	44675054	+	0	NA	intron (NM_008782, intron 5 of 9)	intron (NM_008782, intron 5 of 9)	-27996	NR_073462	70602	Mm.491142	NR_073462		5730488B01Rik	-	RIKEN cDNA 5730488B01 gene	ncRNA
12450	chr18	75044109	75044609	+	0	NA	intron (NM_027727, intron 2 of 16)	PB1D9|SINE|Alu	25587	NM_027727	69190	Mm.173826	NM_027727	ENSMUSG00000035765	Dym	1810041M12Rik|4933427L07Rik|C030019K18Rik	dymeclin	protein-coding
15049	chr11	108926411	108926911	+	0	NA	intron (NM_015732, intron 2 of 10)	intron (NM_015732, intron 2 of 10)	6312	NM_015732	12006	Mm.71710	NM_015732	ENSMUSG00000000142	Axin2	Axi1|Axil|Conductin	axin2	protein-coding
13923	chr14	61426590	61427214	+	0	NA	intron (NM_008466, intron 1 of 16)	RCHARR1|DNA|hAT-Charlie	13045	NM_008466	16648	Mm.25548	NM_008466	ENSMUSG00000021929	Kpna3	IPOA4	karyopherin (importin) alpha 3	protein-coding
