PeakID (cmd=annotatePeaks.pl enhancers_only_no_peptide.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4916	chr12	108103027	108103527	+	0	NA	Intergenic	Intergenic	76007	NM_028262	52690	Mm.159185	NM_028262	ENSMUSG00000056770	Setd3	2610102I01Rik|2610305M23Rik|6030490B17Rik|D12Ertd771e	SET domain containing 3	protein-coding
8624	chr12	111504605	111505105	+	0	NA	Intergenic	Intergenic	-19032	NM_001033248	212539	Mm.81916	NM_001033248	ENSMUSG00000010529	Gm266	-	predicted gene 266	protein-coding
8036	chr5	125127329	125127829	+	0	NA	intron (NM_011424, intron 1 of 46)	intron (NM_011424, intron 1 of 46)	51635	NM_001253904	20602	Mm.278646	NM_011424	ENSMUSG00000029478	Ncor2	N-CoR|SMRT|SMRTe	nuclear receptor co-repressor 2	protein-coding
7917	chr15	4032708	4033208	+	0	NA	intron (NM_024188, intron 1 of 16)	intron (NM_024188, intron 1 of 16)	-5552	NR_028266	414066	Mm.394461	NR_028266		BC037032	-	cDNA Sequence BC037032	ncRNA
8767	chr8	88376881	88377381	+	0	NA	Intergenic	Intergenic	-14940	NM_012047	26992	Mm.5400	NM_012047		Brd7	BP75|CELTIX1|Ptpn13ip	bromodomain containing 7	protein-coding
3865	chr2	129194249	129195023	+	0	NA	Intergenic	Intergenic	-4137	NM_001159593	20515	Mm.272675	NM_015747	ENSMUSG00000027397	Slc20a1	AI607883|Glvr-1|Glvr1	solute carrier family 20, member 1	protein-coding
5647	chr16	94592949	94593449	+	0	NA	intron (NM_001113389, intron 1 of 11)	L1MEf|LINE|L1	22292	NM_001113389	13548	Mm.310973	NM_007890	ENSMUSG00000022897	Dyrk1a	2310043O08Rik|D16Ertd272e|D16Ertd493e|Dyrk|ENSMUSG00000074897|Gm10783|Mnbh|Mp86|mmb	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a	protein-coding
6450	chr11	45862715	45863215	+	0	NA	intron (NM_001045520, intron 1 of 11)	intron (NM_001045520, intron 1 of 11)	11001	NM_001045520	216705	Mm.169673	NM_001045520	ENSMUSG00000006169	Clint1	AI642036|AW537616|C530049I24Rik|Enth|Epn4|F630206G17Rik|mKIAA0171	clathrin interactor 1	protein-coding
6020	chr5	119896630	119897130	+	0	NA	Intergenic	Intergenic	62217	NM_011537	21388	Mm.103636	NM_011537	ENSMUSG00000018263	Tbx5	-	T-box 5	protein-coding
6366	chr4	59527595	59528095	+	0	NA	intron (NM_178164, intron 1 of 13)	intron (NM_178164, intron 1 of 13)	21519	NM_144904	230257	Mm.331640	NM_144904	ENSMUSG00000028382	Ptbp3	5830471K22Rik|AA407443|AI462022|AW107884|C86549|Rod1	polypyrimidine tract binding protein 3	protein-coding
8588	chr9	27099458	27099958	+	0	NA	intron (NM_023277, intron 6 of 8)	intron (NM_023277, intron 6 of 8)	55713	NM_023277	83964	Mm.28770	NM_023277	ENSMUSG00000031990	Jam3	1110002N23Rik|JAM-3|JAM-C|Jcam3	junction adhesion molecule 3	protein-coding
8248	chr5	64212058	64212558	+	0	NA	intron (NM_019636, intron 2 of 19)	intron (NM_019636, intron 2 of 19)	-18049	NM_001289514	57915	Mm.286353	NM_019636	ENSMUSG00000029174	Tbc1d1	1110062G02Rik|AI385682|AW555803|Tbc1|mKIAA1108	TBC1 domain family, member 1	protein-coding
5858	chr7	82191423	82192141	+	0	NA	Intergenic	Intergenic	-68126	NM_001277954	20408	Mm.736	NM_017400		Sh3gl3	EEN-B2|SH3P13|Sh3d2c|Sh3d2c2	SH3-domain GRB2-like 3	protein-coding
8031	chr5	29209586	29210086	+	0	NA	intron (NR_110371, intron 6 of 7)	intron (NR_110371, intron 6 of 7)	13843	NM_021470	56874	Mm.87352	NM_021470	ENSMUSG00000029130	Rnf32	1700009J01Rik|2700025B22Rik|4930542N22Rik|Lmbr2	ring finger protein 32	protein-coding
7538	chr11	58187902	58188402	+	0	NA	exon (NM_001135115, exon 2 of 2)	exon (NM_001135115, exon 2 of 2)	4309	NM_001135115	631323	Mm.394103	NM_001135115		Gm12250	Irgb10|OTTMUSG00000005723	predicted gene 12250	protein-coding
7398	chr5	113888030	113888530	+	0	NA	intron (NM_011779, intron 1 of 10)	ID_B1|SINE|B4	20426	NM_011779	23790	Mm.260158	NM_011779	ENSMUSG00000004530	Coro1c	AL022675|AW455561|AW548837	coronin, actin binding protein 1C	protein-coding
8627	chr13	33071610	33072110	+	0	NA	Intergenic	Intergenic	-12243	NM_173052	282663	Mm.314490	NM_173052	ENSMUSG00000051029	Serpinb1b	6330533H24Rik|EIB|Serpin1b1|ovalbumin	serine (or cysteine) peptidase inhibitor, clade B, member 1b	protein-coding
6750	chr12	80803067	80803567	+	0	NA	intron (NM_178682, intron 1 of 5)	intron (NM_178682, intron 1 of 5)	12785	NM_178682	217684	Mm.341776	NM_178682	ENSMUSG00000021133	4933426M11Rik	mKIAA0247	RIKEN cDNA 4933426M11 gene	protein-coding
8287	chr6	127221863	127222363	+	0	NA	Intergenic	ORR1E|LTR|ERVL-MaLR	-71065	NM_009829	12444	Mm.333406	NM_009829	ENSMUSG00000000184	Ccnd2	2600016F06Rik|AI256817|BF642806|C86853|Vin-1|Vin1|cD2	cyclin D2	protein-coding
7935	chr16	10974950	10975450	+	0	NA	intron (NM_019980, intron 1 of 3)	GSAT_MM|Satellite|Satellite	17921	NM_019980	56722	Mm.294753	NM_019980	ENSMUSG00000022500	Litaf	3222402J11Rik|C85531|N4WBP3|TBX1	LPS-induced TN factor	protein-coding
7293	chr1	37345529	37346029	+	0	NA	intron (NM_001290797, intron 1 of 25)	intron (NM_001290797, intron 1 of 25)	-23438	NM_001290798	269180	Mm.5294	NM_030266	ENSMUSG00000026113	Inpp4a	107kDa|9630012D15|D130048C09Rik|R74740	inositol polyphosphate-4-phosphatase, type I	protein-coding
7881	chr12	73701833	73702333	+	0	NA	intron (NM_008856, intron 7 of 13)	AT_rich|Low_complexity|Low_complexity	117042	NM_008856	18755	Mm.341677	NM_008856	ENSMUSG00000021108	Prkch	Pkch	protein kinase C, eta	protein-coding
5473	chr19	34199413	34200043	+	0	NA	intron (NM_029682, intron 1 of 10)	intron (NM_029682, intron 1 of 10)	7458	NM_029682	76630	Mm.130952	NM_029682	ENSMUSG00000024776	Stambpl1	1700095N21Rik|8230401J17Rik|ALMalpha|AMSH-FP	STAM binding protein like 1	protein-coding
8081	chr9	115583222	115583722	+	0	NA	Intergenic	Intergenic	247311	NR_040730	73856	Mm.399156	NR_040730		4930428G15Rik	-	RIKEN cDNA 4930428G15 gene	ncRNA
6670	chr7	68251333	68251833	+	0	NA	intron (NM_030101, intron 1 of 3)	ORR1B1-int|LTR|ERVL-MaLR	12650	NM_030101	78444	Mm.425468	NM_030101	ENSMUSG00000030553	Pgpep1l	C330024D12Rik	pyroglutamyl-peptidase I-like	protein-coding
5328	chr16	92980234	92980734	+	0	NA	Intergenic	B4|SINE|B4	-154410	NM_001111022	12394	Mm.4081	NM_009821	ENSMUSG00000022952	Runx1	AML1|CBF-alpha-2|Cbfa2|Pebp2a2|Pebpa2b	runt related transcription factor 1	protein-coding
6185	chr2	128008648	128009290	+	0	NA	intron (NM_028765, intron 11 of 17)	intron (NM_028765, intron 11 of 17)	-117069	NM_207681	12125	Mm.141083	NM_009754	ENSMUSG00000027381	Bcl2l11	1500006F24Rik|Bim|Bod|bcl2-L-11	BCL2-like 11 (apoptosis facilitator)	protein-coding
4979	chr4	59231329	59231977	+	0	NA	Intergenic	Intergenic	-28398	NR_105031	101055769	Mm.421401	NR_105031		LOC101055769	-	uncharacterized LOC101055769	ncRNA
6397	chr7	35251795	35252295	+	0	NA	Intergenic	Intergenic	-36700	NM_001024707	435965	Mm.333783	NM_001024707	ENSMUSG00000001802	Lrp3	-	low density lipoprotein receptor-related protein 3	protein-coding
7252	chr16	23604234	23604734	+	0	NA	Intergenic	Intergenic	-5435	NM_023386	67775	Mm.475107	NM_023386	ENSMUSG00000033355	Rtp4	5830458K16Rik|Ifrg28	receptor transporter protein 4	protein-coding
3512	chr5	33203465	33204089	+	0	NA	Intergenic	Intergenic	14461	NM_133903	100689	Mm.34694	NM_133903	ENSMUSG00000037379	Spon2	2310045I24Rik|AI504350|M-spondin|Mindin|Mspondin	spondin 2, extracellular matrix protein	protein-coding
8327	chr8	94581884	94582384	+	0	NA	intron (NM_028221, intron 6 of 7)	intron (NM_028221, intron 6 of 7)	19592	NM_028221	102122	Mm.250425	NM_028221	ENSMUSG00000031774	Fam192a	1700001O11Rik|2310065K24Rik|AI596259|Nip30	family with sequence similarity 192, member A	protein-coding
3489	chr15	74787692	74788594	+	0	NA	Intergenic	Intergenic	-9284	NR_027836	78725	Mm.171357	NM_172433		D730001G18Rik	-	RIKEN cDNA D730001G18 gene	ncRNA
8383	chr12	75507834	75508334	+	0	NA	intron (NM_012024, intron 3 of 13)	intron (NM_012024, intron 3 of 13)	88116	NM_012024	26932	Mm.259626	NM_012024	ENSMUSG00000021051	Ppp2r5e	4633401M22Rik|AI449017|B56beta	protein phosphatase 2, regulatory subunit B', epsilon	protein-coding
7817	chr7	101470241	101470741	+	0	NA	intron (NM_001243757, intron 2 of 30)	intron (NM_001243757, intron 2 of 30)	-4885	NR_029791	387157		NR_029791		Mir139	Mirn139|mmu-mir-139	microRNA 139	ncRNA
8312	chr7	126188194	126188694	+	0	NA	intron (NM_028816, intron 1 of 23)	intron (NM_028816, intron 1 of 23)	11964	NM_028816	74204	Mm.235663	NM_028816	ENSMUSG00000000131	Xpo6	2610005L19Rik|AI854665|AL022631|C230091E20Rik|R75304|Ranbp20|mKIAA0370	exportin 6	protein-coding
7278	chr18	54295031	54295531	+	0	NA	Intergenic	Intergenic	-127014	NR_040338	77433	Mm.159919	NR_040338		Redrum	9430076G02Rik	Redrum, erythroid developmental long intergenic non-protein coding transcript	ncRNA
6601	chr2	169702472	169702972	+	0	NA	intron (NM_080455, intron 1 of 1)	intron (NM_080455, intron 1 of 1)	69076	NM_080455	228911	Mm.315789	NM_080455	ENSMUSG00000047907	Tshz2	2900073F20Rik|B830045G17|Mtsh2|Sdccag33l|Tsh2|Zfp218|mKIAA4248|teashirt2	teashirt zinc finger family member 2	protein-coding
8255	chr5	108658676	108659176	+	0	NA	intron (NM_199011, intron 1 of 22)	intron (NM_199011, intron 1 of 22)	-1405	NM_172997	15932	Mm.358608	NM_008325	ENSMUSG00000033540	Idua	6030426D08	iduronidase, alpha-L-	protein-coding
8817	chr13	20155397	20155897	+	0	NA	intron (NM_080288, intron 1 of 21)	intron (NM_080288, intron 1 of 21)	65140	NM_080288	140580	Mm.342392	NM_080288	ENSMUSG00000041112	Elmo1	6330578D22Rik|C230095H21Rik|CED-12	engulfment and cell motility 1	protein-coding
6137	chr16	56063928	56064428	+	0	NA	Intergenic	B2_Mm1t|SINE|B2	-11231	NM_001003971	66315	Mm.255784	NM_025483	ENSMUSG00000052917	Senp7	2410152H17Rik|2810413I22Rik|2900036C23Rik|6030449K19Rik|AI790676|mKIAA1707	SUMO1/sentrin specific peptidase 7	protein-coding
7631	chr15	79395165	79395665	+	0	NA	intron (NM_172608, intron 1 of 8)	intron (NM_172608, intron 1 of 8)	7504	NM_001253817	223693	Mm.323358	NM_172608	ENSMUSG00000009035	Tmem184b	2610507A11|4732495E13Rik	transmembrane protein 184b	protein-coding
7884	chr12	80895176	80895676	+	0	NA	Intergenic	Intergenic	29021	NR_033786	67340	Mm.386790	NR_033786		1700052I22Rik	-	RIKEN cDNA 1700052I22 gene	ncRNA
7247	chr15	85961864	85962364	+	0	NA	intron (NM_009886, intron 3 of 34)	intron (NM_009886, intron 3 of 34)	71663	NM_009886	12614	Mm.22680	NM_009886	ENSMUSG00000016028	Celsr1	Crsh|Scy|crash	cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)	protein-coding
5330	chr17	17600072	17600776	+	0	NA	intron (NM_172827, intron 1 of 17)	intron (NM_172827, intron 1 of 17)	24065	NM_172827	240028	Mm.328807	NM_172827	ENSMUSG00000023845	Lnpep	2010309L07Rik|4732490P18Rik|CAP|IRAP|PLAP|gp160|vp165	leucyl/cystinyl aminopeptidase	protein-coding
8347	chr9	119115999	119116499	+	0	NA	intron (NM_177117, intron 6 of 36)	RLTR17B_Mm|LTR|ERVK	13771	NM_177117	320256	Mm.110648	NM_177117	ENSMUSG00000038060	Dlec1	D630005C06Rik	deleted in lung and esophageal cancer 1	protein-coding
8043	chr6	87494297	87494797	+	0	NA	intron (NM_001286610, intron 1 of 9)	intron (NM_001286610, intron 1 of 9)	1780	NR_104483	232201	Mm.119564	NM_175476		Arhgap25	A130039I20Rik	Rho GTPase activating protein 25	protein-coding
7318	chr2	11135934	11136434	+	0	NA	Intergenic	MER67A|LTR|ERV1	-36198	NM_008859	18761	Mm.329993	NM_008859	ENSMUSG00000026778	Prkcq	A130035A12Rik|AW494342|PKC-0|PKC-theta|PKCtheta|Pkcq	protein kinase C, theta	protein-coding
7042	chr1	164957110	164957610	+	0	NA	Intergenic	RLTR28|LTR|ERVL	-21850	NM_008510	16963	Mm.190	NM_008510	ENSMUSG00000026573	Xcl1	AI661682|ATAC|LTN|Lptn|SCM-1|SCM-1a|Scyc1	chemokine (C motif) ligand 1	protein-coding
6147	chr17	53580190	53580690	+	0	NA	intron (NM_020005, intron 1 of 17)	intron (NM_020005, intron 1 of 17)	-3686	NM_001190846	18519	Mm.255025	NM_020005	ENSMUSG00000000708	Kat2b	A930006P13Rik|AI461839|AW536563|Pcaf|p/CAF	K(lysine) acetyltransferase 2B	protein-coding
8590	chr9	45188932	45189432	+	0	NA	intron (NM_145403, intron 2 of 12)	(CA)n|Simple_repeat|Simple_repeat	-6584	NM_001198971	408059	Mm.249297	NM_001198971	ENSMUSG00000091996	BC049352	-	cDNA sequence BC049352	protein-coding
7555	chr12	25366560	25367060	+	0	NA	Intergenic	Lx8|LINE|L1	237636	NR_045844	432641	Mm.112955	NR_045844		Gm17746	-	predicted gene, 17746	ncRNA
7599	chr14	27198732	27199232	+	0	NA	intron (NM_001289686, intron 2 of 12)	intron (NM_001289686, intron 2 of 12)	-39028	NM_027871	71704	Mm.248606	NM_027871	ENSMUSG00000021895	Arhgef3	1200004I24Rik|9830169H03Rik|C76747|Xpln	Rho guanine nucleotide exchange factor (GEF) 3	protein-coding
7305	chr1	152034638	152035138	+	0	NA	intron (NM_197990, intron 1 of 5)	intron (NM_197990, intron 1 of 5)	55432	NM_197990	69399	Mm.278031	NM_197990	ENSMUSG00000032666	1700025G04Rik	2610510E02Rik|2900042O04Rik|ENSMUSG00000073540	RIKEN cDNA 1700025G04 gene	protein-coding
7057	chr2	70788964	70789464	+	0	NA	intron (NM_172664, intron 1 of 19)	intron (NM_172664, intron 1 of 19)	36266	NM_172664	228012	Mm.136511	NM_172664	ENSMUSG00000041997	Tlk1	4930545J15Rik	tousled-like kinase 1	protein-coding
7564	chr12	85647070	85647570	+	0	NA	Intergenic	(GAAA)n|Simple_repeat|Simple_repeat	-39400	NM_016767	53314	Mm.6672	NM_016767	ENSMUSG00000034266	Batf	B-ATF|SFA-2	basic leucine zipper transcription factor, ATF-like	protein-coding
5518	chr3	130764427	130764927	+	0	NA	Intergenic	Intergenic	-34279	NM_001005859	68436	Mm.140568	NM_026724	ENSMUSG00000062006	Rpl34	1100001I22Rik	ribosomal protein L34	protein-coding
8739	chr6	98993882	98994382	+	0	NA	intron (NM_053202, intron 9 of 18)	intron (NM_053202, intron 9 of 18)	34166	NM_001197322	108655	Mm.234965	NM_053202	ENSMUSG00000030067	Foxp1	3110052D19Rik|4932443N09Rik|AI461938|AW494214	forkhead box P1	protein-coding
8667	chr1	4752297	4752797	+	0	NA	Intergenic	Intergenic	33179	NR_033530	27395	Mm.182927	NM_025300	ENSMUSG00000033845	Mrpl15	HSPC145|MRP-L7|Rpml7	mitochondrial ribosomal protein L15	protein-coding
7726	chr2	3924722	3925222	+	0	NA	Intergenic	Intergenic	211514	NM_025626	66540	Mm.277864	NM_025626	ENSMUSG00000026655	Fam107b	3110001A13Rik|AA589595|AA959793|AI132312	family with sequence similarity 107, member B	protein-coding
4498	chr17	12363418	12363918	+	0	NA	Intergenic	ORR1A2|LTR|ERVL-MaLR	-14941	NM_008877	18815	Mm.971	NM_008877	ENSMUSG00000059481	Plg	AI649309|Pg	plasminogen	protein-coding
5142	chr8	111435400	111435900	+	0	NA	Intergenic	Tigger7|DNA|TcMar-Tigger	-14550	NR_105819	102466970		NR_105819	miRBase:MI0021929	Mir1957b	mmu-mir-1957b	microRNA mir-1957b	ncRNA
8897	chrX	9410616	9411116	+	0	NA	Intergenic	Intergenic	58458	NM_007807	13058	Mm.200362	NM_007807	ENSMUSG00000015340	Cybb	C88302|CGD91-phox|Cgd|Cyd|Nox2|gp91-1|gp91phox	cytochrome b-245, beta polypeptide	protein-coding
6909	chr7	82601706	82602206	+	0	NA	intron (NM_001190374, intron 25 of 29)	intron (NM_001190374, intron 25 of 29)	46572	NM_177894	330577	Mm.222812	NM_177894	ENSMUSG00000038570	Fam154b	1700129I04Rik|D030069K18	family with sequence similarity 154, member B	protein-coding
7977	chrX	13431650	13432150	+	0	NA	Intergenic	Intergenic	-35772	NM_173415	236690	Mm.90233	NM_173415	ENSMUSG00000051228	Nyx	CLNP|CSNB1|CSNB4|nob	nyctalopin	protein-coding
7048	chr2	22781030	22781530	+	0	NA	intron (NM_019456, intron 1 of 13)	L1_Mus4|LINE|L1	6953	NM_019456	54519	Mm.14255	NM_019456	ENSMUSG00000026786	Apbb1ip	9930118P07Rik|Prp48	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein	protein-coding
2152	chr2	173229228	173230228	+	0	NA	intron (NM_022995, intron 2 of 3)	intron (NM_022995, intron 2 of 3)	-10806	NM_001139519	58203	Mm.116687	NM_021394	ENSMUSG00000027514	Zbp1	2010010H03Rik|Dai|Dlm1|mZaDLM	Z-DNA binding protein 1	protein-coding
8845	chr15	41970286	41970786	+	0	NA	Intergenic	Intergenic	-100816	NM_175456	223513	Mm.148913	NM_175456	ENSMUSG00000042895	Abra	C130068O12Rik|STARS	actin-binding Rho activating protein	protein-coding
8535	chr5	52237627	52238127	+	0	NA	Intergenic	Intergenic	-21444	NR_040717	414111	Mm.417638	NR_040717		C130083M11Rik	-	RIKEN cDNA C130083M11 gene	ncRNA
8969	chr9	65492232	65492732	+	0	NA	Intergenic	Intergenic	31545	NM_138584	27965	Mm.272475	NM_138584	ENSMUSG00000032388	Spg21	ACP33|BM-019|C78576|D9Wsu18e|GL010|MAST	spastic paraplegia 21 homolog (human)	protein-coding
8190	chr1	193365549	193366049	+	0	NA	intron (NM_144817, intron 1 of 12)	intron (NM_144817, intron 1 of 12)	4483	NM_144817	215303	Mm.40329	NM_144817	ENSMUSG00000016179	Camk1g	CLICK-III|CaMKIgamma	calcium/calmodulin-dependent protein kinase I gamma	protein-coding
5214	chr19	53855569	53856227	+	0	NA	intron (NM_001170847, intron 12 of 13)	intron (NM_001170847, intron 12 of 13)	-36333	NM_011050	18569	Mm.1605	NM_011050	ENSMUSG00000024975	Pdcd4	D19Ucla1|Ma3|Tis	programmed cell death 4	protein-coding
7824	chr8	12937427	12938085	+	0	NA	intron (NM_178076, intron 1 of 30)	intron (NM_178076, intron 1 of 30)	-11662	NM_001159486	17207	Mm.334413	NM_178076	ENSMUSG00000031442	Mcf2l	C130040G20Rik|Dbs|Ost|mKIAA0362	mcf.2 transforming sequence-like	protein-coding
4230	chr3	157571675	157572175	+	0	NA	intron (NM_011196, intron 1 of 2)	intron (NM_011196, intron 1 of 2)	5033	NM_011196	19218	Mm.30424	NM_011196	ENSMUSG00000040016	Ptger3	EP3|Pgerep3|Ptgerep3	prostaglandin E receptor 3 (subtype EP3)	protein-coding
6764	chr13	54973267	54973767	+	0	NA	intron (NM_153131, intron 1 of 15)	intron (NM_153131, intron 1 of 15)	24085	NM_153131	107448	Mm.23573	NM_153131	ENSMUSG00000025876	Unc5a	Unc5h1|mKIAA1976	unc-5 homolog A (C. elegans)	protein-coding
7270	chr17	53594735	53595235	+	0	NA	intron (NM_001190846, intron 1 of 17)	CT-rich|Low_complexity|Low_complexity	10859	NM_001190846	18519	Mm.255025	NM_020005	ENSMUSG00000000708	Kat2b	A930006P13Rik|AI461839|AW536563|Pcaf|p/CAF	K(lysine) acetyltransferase 2B	protein-coding
8334	chr8	122007584	122008084	+	0	NA	intron (NM_001285981, intron 10 of 12)	intron (NM_001285981, intron 10 of 12)	29810	NR_106096	102466915		NR_106096		Mir7237	mmu-mir-7237	microRNA mir-7237	ncRNA
7191	chr10	118413097	118413597	+	0	NA	Intergenic	Intergenic	-27700	NM_008337	15978	Mm.240327	NM_008337	ENSMUSG00000055170	Ifng	IFN-g|Ifg	interferon gamma	protein-coding
5126	chr6	100255182	100255682	+	0	NA	intron (NM_019743, intron 2 of 4)	intron (NM_019743, intron 2 of 4)	31926	NM_019743	56353	Mm.321633	NM_019743	ENSMUSG00000072872	Rybp	2410018J24Rik|DEDAF|YEAF1	RING1 and YY1 binding protein	protein-coding
6537	chr19	14562994	14563494	+	0	NA	intron (NM_011600, intron 5 of 19)	intron (NM_011600, intron 5 of 19)	34739	NM_011600	21888	Mm.103638	NM_011600	ENSMUSG00000024642	Tle4	5730411M05Rik|AA792082|Bce-1|Bce1|ESTM13|ESTM14|Grg4|X83332|X83333	transducin-like enhancer of split 4, homolog of Drosophila E(spl)	protein-coding
8100	chr11	52316332	52316832	+	0	NA	Intergenic	Intergenic	-34011	NM_009331	21414	Mm.31630	NM_009331	ENSMUSG00000000782	Tcf7	AI465550|TCF-1|Tcf1	transcription factor 7, T cell specific	protein-coding
6359	chr4	8712541	8713041	+	0	NA	intron (NM_001277149, intron 1 of 37)	intron (NM_001277149, intron 1 of 37)	22385	NM_001277149	320790	Mm.138792	NM_001033395	ENSMUSG00000041235	Chd7	A730019I05Rik|Cycn|Cyn|Dz|Edy|Flo|GENA 47|GENA 60|Gena 52|Lda|Mt|Obt|Todo|WBE1|Whi|metis	chromodomain helicase DNA binding protein 7	protein-coding
7140	chr7	83609166	83609858	+	0	NA	intron (NM_177695, intron 13 of 22)	intron (NM_177695, intron 13 of 22)	-22505	NM_023377	170460	Mm.357953	NM_023377	ENSMUSG00000046027	Stard5	2310058G22Rik|AI607880|D7Ertd152e	StAR-related lipid transfer (START) domain containing 5	protein-coding
5141	chr8	107163824	107164468	+	0	NA	intron (NM_025558, intron 1 of 4)	MTEb|LTR|ERVL-MaLR	13485	NM_025558	66427	Mm.20242	NM_025558	ENSMUSG00000031924	Cyb5b	1810044O22Rik|AU015618|Cyb5m	cytochrome b5 type B	protein-coding
6068	chr9	44016718	44017218	+	0	NA	Intergenic	Intergenic	-26416	NM_009382	21838	Mm.3951	NM_009382	ENSMUSG00000032011	Thy1	CD90|T25|Thy-1|Thy-1.2|Thy1.1|Thy1.2	thymus cell antigen 1, theta	protein-coding
8924	chr3	84570972	84571472	+	0	NA	intron (NM_001293801, intron 1 of 7)	B1_Mus2|SINE|Alu	11403	NM_001081093	99889	Mm.316536	NM_001081093	ENSMUSG00000074513	Arfip1	2310030I10Rik|Arfaptin|D3Ertd598e	ADP-ribosylation factor interacting protein 1	protein-coding
7213	chr12	100634342	100634842	+	0	NA	intron (NM_153587, intron 3 of 17)	intron (NM_153587, intron 3 of 17)	90436	NM_153587	73086	Mm.220417	NM_153587	ENSMUSG00000021180	Rps6ka5	3110005L17Rik|6330404E13Rik|AI854034|MSK1|MSPK1|RLPK	ribosomal protein S6 kinase, polypeptide 5	protein-coding
7848	chr9	108182308	108182808	+	0	NA	intron (NM_007567, intron 1 of 11)	intron (NM_007567, intron 1 of 11)	7825	NM_007567	12217	Mm.20425	NM_007567	ENSMUSG00000032589	Bsn	-	bassoon	protein-coding
7544	chr11	100290760	100291452	+	0	NA	Intergenic	Intergenic	-21235	NM_212483	68239	Mm.158190	NM_212483	ENSMUSG00000053654	Krt42	2410039E07Rik|K17n|Ka22|ecat6	keratin 42	protein-coding
8954	chr15	93286396	93286896	+	0	NA	intron (NM_024189, intron 2 of 3)	intron (NM_024189, intron 2 of 3)	-11562	NM_001033275	223827	Mm.22819	NM_001033275	ENSMUSG00000036197	Gxylt1	Glt8d3|Gm1228|Gm87	glucoside xylosyltransferase 1	protein-coding
7696	chrX	130505253	130505909	+	0	NA	Intergenic	Intergenic	755839	NM_172493	54004	Mm.10763	NM_017398	ENSMUSG00000034480	Diap2	Dia3|Diaph2|Drf2|E430022I22Rik	diaphanous homolog 2 (Drosophila)	protein-coding
5653	chr17	83730297	83730797	+	0	NA	intron (NM_054082, intron 3 of 16)	Lx8|LINE|L1	24384	NM_001171054	116871	Mm.277668	NM_054082	ENSMUSG00000055817	Mta3	1110002J22Rik|mKIAA1266	metastasis associated 3	protein-coding
6781	chr15	69078163	69078663	+	0	NA	intron (NM_010158, intron 7 of 8)	B3|SINE|B2	149993	NM_010158	13992	Mm.17964	NM_010158	ENSMUSG00000022332	Khdrbs3	Etle|SLM-2|Salp|Slm2|T-STAR	KH domain containing, RNA binding, signal transduction associated 3	protein-coding
8864	chr17	27238697	27239197	+	0	NA	Intergenic	Intergenic	-34509	NM_146075	224640	Mm.29689	NM_146075	ENSMUSG00000044857	Lemd2	BC026588|Lem2|NET25	LEM domain containing 2	protein-coding
7505	chr10	19668595	19669095	+	0	NA	Intergenic	Lx6|LINE|L1	-43742	NM_172786	237313	Mm.234667	NM_172786	ENSMUSG00000020007	Il20ra	E230031K19	interleukin 20 receptor, alpha	protein-coding
