PeakID (cmd=annotatePeaks.pl enhancers_only_10um_pcc.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
32829	chr7	45933882	45934382	+	0	NA	intron (NM_001033243, intron 2 of 12)	intron (NM_001033243, intron 2 of 12)	5734	NM_001033243	211535	Mm.227539	NM_001033243	ENSMUSG00000040189	Ccdc114	-	coiled-coil domain containing 114	protein-coding
33655	chr4	8771324	8771824	+	0	NA	intron (NM_001277149, intron 2 of 37)	intron (NM_001277149, intron 2 of 37)	81168	NM_001277149	320790	Mm.138792	NM_001033395	ENSMUSG00000041235	Chd7	A730019I05Rik|Cycn|Cyn|Dz|Edy|Flo|GENA 47|GENA 60|Gena 52|Lda|Mt|Obt|Todo|WBE1|Whi|metis	chromodomain helicase DNA binding protein 7	protein-coding
34047	chr2	94399526	94400026	+	0	NA	intron (NM_183106, intron 1 of 24)	(TG)n|Simple_repeat|Simple_repeat	6913	NM_183106	74569	Mm.248504	NM_183106	ENSMUSG00000027194	Ttc17	9130020K17Rik|D2Bwg1005e	tetratricopeptide repeat domain 17	protein-coding
35492	chr11	83657181	83657681	+	0	NA	Intergenic	Intergenic	-5153	NM_013652	20303	Mm.244263	NM_013652	ENSMUSG00000018930	Ccl4	AT744.1|Act-2|MIP-1B|Mip1b|Scya4	chemokine (C-C motif) ligand 4	protein-coding
32609	chr1	85688407	85688907	+	0	NA	intron (NM_013673, intron 11 of 19)	intron (NM_013673, intron 11 of 19)	38607	NM_013673	20684	Mm.290906	NM_013673	ENSMUSG00000026222	Sp100	A430075G10Rik	nuclear antigen Sp100	protein-coding
31727	chr11	120158749	120159375	+	0	NA	Intergenic	ORR1F|LTR|ERVL-MaLR	-7711	NM_001164801	72055	Mm.253403	NM_024249	ENSMUSG00000061306	Slc38a10	1810073N04Rik	solute carrier family 38, member 10	protein-coding
30968	chr10	75397255	75397755	+	0	NA	Intergenic	Intergenic	-9406	NM_133995	103149	Mm.441195	NM_133995		Upb1	AI195023	ureidopropionase, beta	protein-coding
32042	chr18	68234838	68235338	+	0	NA	intron (NM_172631, intron 3 of 5)	intron (NM_172631, intron 3 of 5)	25885	NR_106078	102465702		NR_106078	miRBase:MI0023714	Mir7219	mmu-mir-7219	microRNA mir-7219	ncRNA
31330	chr10	121583136	121584008	+	0	NA	intron (NM_019786, intron 2 of 20)	intron (NM_019786, intron 2 of 20)	3222	NM_019786	56480	Mm.34580	NM_019786	ENSMUSG00000020115	Tbk1	1200008B05Rik|AI462036|AW048562	TANK-binding kinase 1	protein-coding
33580	chr1	133200494	133200994	+	0	NA	Intergenic	Intergenic	-45353	NM_001160268	240753	Mm.253559	NM_182930	ENSMUSG00000041757	Plekha6	9530028L01Rik|AU042621|Pepp3	pleckstrin homology domain containing, family A member 6	protein-coding
35305	chr11	43394665	43395165	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-20454	NR_029558	387164		NR_029558	miRBase:MI0000170	Mir146	Mirn146|miR-146a|mmu-mir-146	microRNA 146	ncRNA
35425	chr2	77288191	77288691	+	0	NA	Intergenic	Intergenic	-7849	NM_175465	228071	Mm.27120	NM_175465	ENSMUSG00000042272	Sestd1	1500031J16Rik|A930010O20|Solo/Trio8	SEC14 and spectrin domains 1	protein-coding
32659	chr8	36175189	36175689	+	0	NA	Intergenic	Intergenic	74077	NM_001081150	244421	Mm.324032	NM_001081150	ENSMUSG00000039633	Lonrf1	-	LON peptidase N-terminal domain and ring finger 1	protein-coding
34392	chr5	120530014	120530514	+	0	NA	intron (NM_001177595, intron 13 of 13)	(CA)n|Simple_repeat|Simple_repeat	19072	NM_133221	170756	Mm.291070	NM_133221	ENSMUSG00000032754	Slc8b1	AF261233|NCKX6|NCLX|Slc24a6	solute carrier family 8 (sodium/lithium/calcium exchanger), member B1	protein-coding
35283	chr9	58319359	58319859	+	0	NA	Intergenic	B3|SINE|B2	-6397	NM_010729	16949	Mm.250492	NM_010729	ENSMUSG00000032334	Loxl1	Loxl	lysyl oxidase-like 1	protein-coding
31965	chr4	32212768	32213402	+	0	NA	Intergenic	Intergenic	-204350	NM_001109661	12014	Mm.491223	NM_007521	ENSMUSG00000040270	Bach2	E030004N02Rik	BTB and CNC homology 2	protein-coding
34132	chr7	78604783	78605283	+	0	NA	intron (NR_015542, intron 8 of 10)	intron (NR_015542, intron 8 of 10)	-27195	NM_008746	18213	Mm.33496	NM_008746		Ntrk3	AW125844|Ntrk3_tv3|TrkC	neurotrophic tyrosine kinase, receptor, type 3	protein-coding
35299	chr10	93049565	93050065	+	0	NA	Intergenic	Intergenic	-111061	NM_146239	237459	Mm.217404	NM_146239	ENSMUSG00000020015	Cdk17	6430598J10Rik|Pctk2	cyclin-dependent kinase 17	protein-coding
31040	chr5	142430995	142432113	+	0	NA	intron (NM_199068, intron 1 of 8)	PB1D7|SINE|Alu	30057	NM_199068	17425	Mm.24214	NM_010812	ENSMUSG00000056493	Foxk1	A630048H08Rik|AI463295|ENSMUSG00000075577|Gm10868|Mnf	forkhead box K1	protein-coding
34468	chr9	65583224	65583724	+	0	NA	Intergenic	Intergenic	-3387	NM_153119	102595	Mm.247303	NM_153119		Plekho2	AI840980|Plekhq1	pleckstrin homology domain containing, family O member 2	protein-coding
33370	chr7	114484016	114484516	+	0	NA	intron (NM_011055, intron 1 of 15)	L1MA5|LINE|L1	69012	NM_011055	18576	Mm.430730	NM_011055		Pde3b	9830102A01Rik|AI847709	phosphodiesterase 3B, cGMP-inhibited	protein-coding
35543	chrX	12001620	12002120	+	0	NA	Intergenic	Intergenic	78683	NM_175045	71458	Mm.196328	NM_029510	ENSMUSG00000040363	Bcor	5830466J11Rik|8430401K06Rik|BcorR|D930024N20Rik|mKIAA1575	BCL6 interacting corepressor	protein-coding
33098	chr10	45019239	45019739	+	0	NA	Intergenic	Intergenic	-47725	NM_011156	19072	Mm.37294	NM_011156	ENSMUSG00000019849	Prep	AI047692|AI450383|D10Wsu136e|PEP|Pop	prolyl endopeptidase	protein-coding
33506	chr15	63990794	63991294	+	0	NA	intron (NM_144846, intron 1 of 11)	intron (NM_144846, intron 1 of 11)	69404	NM_144846	223601	Mm.246108	NM_144846	ENSMUSG00000022378	Fam49b	0910001A06Rik|AW122079	family with sequence similarity 49, member B	protein-coding
34930	chr10	53812207	53812707	+	0	NA	Intergenic	Intergenic	-61548	NM_001081428	75906	Mm.436785	NM_001081428	ENSMUSG00000019856	Fam184a	3110012E06Rik|4930438C08Rik|4930589M24Rik	family with sequence similarity 184, member A	protein-coding
34176	chr10	21230938	21231438	+	0	NA	Intergenic	Lx|LINE|L1	-64791	NM_001042593	56422	Mm.25527	NM_019702	ENSMUSG00000019977	Hbs1l	2810035F15Rik|AI326327|eRFS	Hbs1-like (S. cerevisiae)	protein-coding
32342	chr14	118656623	118657123	+	0	NA	intron (NM_001163675, intron 3 of 30)	intron (NM_001163675, intron 3 of 30)	20058	NM_001163675	239273	Mm.40537	NM_001033336	ENSMUSG00000032849	Abcc4	D630049P08Rik|MOATB|MRP4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	protein-coding
33472	chr13	43751967	43752467	+	0	NA	Intergenic	AT_rich|Low_complexity|Low_complexity	-32895	NM_009856	12522	Mm.57175	NM_009856	ENSMUSG00000015396	Cd83	-	CD83 antigen	protein-coding
33047	chr6	134155626	134156126	+	0	NA	intron (NM_007961, intron 2 of 7)	intron (NM_007961, intron 2 of 7)	120169	NM_007961	14011	Mm.269995	NM_007961	ENSMUSG00000030199	Etv6	AW123102|AW557856|Tel	ets variant 6	protein-coding
35517	chr15	25645601	25646101	+	0	NA	intron (NM_019472, intron 1 of 40)	intron (NM_019472, intron 1 of 40)	23301	NM_019472	17909	Mm.60590	NM_019472	ENSMUSG00000022272	Myo10	AW048724|D15Ertd600e|mKIAA0799	myosin X	protein-coding
33882	chr13	30664620	30665120	+	0	NA	intron (NM_001037955, intron 1 of 6)	intron (NM_001037955, intron 1 of 6)	4811	NM_134068	105352	Mm.289646	NM_134068	ENSMUSG00000069255	Dusp22	JKAP|JSP1|LMW-DSP2|MKPX	dual specificity phosphatase 22	protein-coding
34695	chr1	155809551	155810051	+	0	NA	intron (NM_023268, intron 1 of 12)	intron (NM_023268, intron 1 of 12)	3098	NM_023268	104009	Mm.27035	NM_023268	ENSMUSG00000033684	Qsox1	1300003H02Rik|QSOX|Qscn6|SOx	quiescin Q6 sulfhydryl oxidase 1	protein-coding
34119	chr6	108790491	108790991	+	0	NA	intron (NM_026011, intron 1 of 6)	intron (NM_026011, intron 1 of 6)	7682	NM_026011	67166	Mm.271178	NM_026011	ENSMUSG00000030105	Arl8b	2610313E07Rik|3100002J04Rik|Arl10c|gie1	ADP-ribosylation factor-like 8B	protein-coding
31164	chr1	86532239	86532877	+	0	NA	Intergenic	Intergenic	5822	NM_008972	19231	Mm.19187	NM_008972	ENSMUSG00000026238	Ptma	Thym	prothymosin alpha	protein-coding
33876	chr12	76851460	76851960	+	0	NA	intron (NM_145927, intron 1 of 11)	B4A|SINE|B4	14243	NM_145927	110606	Mm.151174	NM_145927	ENSMUSG00000033373	Fntb	2010013E13Rik|AA409500	farnesyltransferase, CAAX box, beta	protein-coding
31629	chr2	131426643	131427381	+	0	NA	intron (NR_037281, intron 1 of 2)	RMER1B|Other|Other	-64850	NM_001177840	228608	Mm.136586	NM_145533	ENSMUSG00000027333	Smox	B130066H01Rik|PAO|PAOh1|SMO	spermine oxidase	protein-coding
33843	chr11	50108651	50109151	+	0	NA	intron (NM_001290750, intron 7 of 7)	intron (NM_001290750, intron 7 of 7)	-22459	NM_029745	76795	Mm.290975	NM_029745	ENSMUSG00000036644	Tbc1d9b	-	TBC1 domain family, member 9B	protein-coding
34432	chr7	106519190	106519690	+	0	NA	Intergenic	Lx9|LINE|L1	-78367	NR_003967	209380	Mm.461779	NM_001001318	ENSMUSG00000053541	Gm4759	EG209380	GTPase, very large interferon inducible 1 pseudogene	pseudo
33621	chr2	101736923	101737423	+	0	NA	intron (NM_001083810, intron 6 of 8)	B1_Mus1|SINE|Alu	58733	NM_009424	22034	Mm.292729	NM_009424	ENSMUSG00000027164	Traf6	2310003F17Rik|AI851288|C630032O20Rik	TNF receptor-associated factor 6	protein-coding
32463	chr7	51913826	51914326	+	0	NA	intron (NM_008087, intron 3 of 7)	intron (NM_008087, intron 3 of 7)	34931	NM_008087	14453	Mm.207360	NM_008087	ENSMUSG00000030498	Gas2	Gas-2	growth arrest specific 2	protein-coding
33687	chr5	100585881	100586381	+	0	NA	Intergenic	(TCTG)n|Simple_repeat|Simple_repeat	-13926	NM_139198	231507	Mm.34609	NM_139198	ENSMUSG00000029322	Plac8	C15|D5Wsu111e	placenta-specific 8	protein-coding
33931	chr16	4204930	4205430	+	0	NA	intron (NM_001025432, intron 1 of 30)	intron (NM_001025432, intron 1 of 30)	8224	NM_001025432	12914	Mm.132238	NM_001025432	ENSMUSG00000022521	Crebbp	AW558298|CBP|CBP/p300|KAT3A|p300/CBP	CREB binding protein	protein-coding
33806	chr9	103432751	103433251	+	0	NA	intron (NM_001002896, intron 4 of 6)	intron (NM_001002896, intron 4 of 6)	9423	NR_040466	100529079	Mm.437003	NR_040466	ENSMUSG00000086236	5830418P13Rik	-	RIKEN cDNA 5830418P13 gene	ncRNA
30027	chr8	126881302	126881932	+	0	NA	Intergenic	Intergenic	64304	NM_024214	67952	Mm.6932	NM_024214	ENSMUSG00000093904	Tomm20	1810060K07Rik|BB284719|Gm19268|MAS20|MOM19|TOM20|mKIAA0016	translocase of outer mitochondrial membrane 20 homolog (yeast)	protein-coding
34929	chr10	52427436	52427936	+	0	NA	intron (NM_030250, intron 1 of 4)	intron (NM_030250, intron 1 of 4)	10139	NM_030250	52014	Mm.199964	NM_030250	ENSMUSG00000023068	Nus1	1600027K07Rik|AU019165|AW538011|BC003223|D10Ertd438e	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)	protein-coding
33338	chr5	119885393	119885893	+	0	NA	TTS (NM_011537)	TTS (NM_011537)	50980	NM_011537	21388	Mm.103636	NM_011537	ENSMUSG00000018263	Tbx5	-	T-box 5	protein-coding
33022	chr5	39631203	39631703	+	0	NA	intron (NM_010474, intron 1 of 1)	intron (NM_010474, intron 1 of 1)	13178	NM_010474	15476	Mm.12559	NM_010474	ENSMUSG00000051022	Hs3st1	3-Ost|D5Wsu110e|Hsg3ost	heparan sulfate (glucosamine) 3-O-sulfotransferase 1	protein-coding
31168	chr2	31036254	31036754	+	0	NA	intron (NM_001177649, intron 12 of 14)	intron (NM_001177649, intron 12 of 14)	54225	NM_028846	74270	Mm.346654	NM_028846	ENSMUSG00000026854	Usp20	1700055M05Rik|AI467231|Vdu2	ubiquitin specific peptidase 20	protein-coding
33024	chr5	100574733	100575233	+	0	NA	Intergenic	Intergenic	-2778	NM_139198	231507	Mm.34609	NM_139198	ENSMUSG00000029322	Plac8	C15|D5Wsu111e	placenta-specific 8	protein-coding
33002	chr3	153258142	153258642	+	0	NA	intron (NM_011372, intron 3 of 4)	intron (NM_011372, intron 3 of 4)	-106284	NR_108044	75001		NR_108044		4930482G09Rik	-	RIKEN cDNA 4930482G09 gene	ncRNA
32030	chr16	32064465	32064965	+	0	NA	intron (NM_177326, intron 1 of 14)	intron (NM_177326, intron 1 of 14)	14627	NM_177326	224105	Mm.234204	NM_177326	ENSMUSG00000022781	Pak2	5330420P17Rik|A130002K10Rik|AI836325|D16Ertd269e|PAK-2|mKIAA4182	p21 protein (Cdc42/Rac)-activated kinase 2	protein-coding
35241	chr5	105743777	105744277	+	0	NA	intron (NM_178701, intron 2 of 2)	RSINE1|SINE|B4	43217	NM_178701	231549	Mm.23837	NM_178701	ENSMUSG00000046079	Lrrc8d	2810473G09Rik|4930525N13Rik|A930019F03|Lrrc5	leucine rich repeat containing 8D	protein-coding
32197	chr18	61565818	61566454	+	0	NA	intron (NM_146087, intron 2 of 9)	RMER6A|LTR|ERVK	10554	NM_146087	93687	Mm.26908	NM_146087	ENSMUSG00000024576	Csnk1a1	2610208K14Rik|4632404G05Rik|5430427P18Rik|CK1a|Csnk1a	casein kinase 1, alpha 1	protein-coding
33927	chr15	95883328	95883828	+	0	NA	intron (NM_001253813, intron 3 of 20)	intron (NM_001253813, intron 3 of 20)	92735	NM_175344	105722	Mm.38087	NM_175344	ENSMUSG00000064210	Ano6	2900059G15Rik|AA407480|AW554778|F730003B03Rik|Tmem16f	anoctamin 6	protein-coding
33953	chr17	25656228	25656728	+	0	NA	intron (NR_045520, intron 8 of 8)	intron (NR_045520, intron 8 of 8)	-60694	NM_022422	64337	Mm.171123	NM_022422	ENSMUSG00000025739	Gng13	1500031D04Rik|AB030194|Ggamma13	guanine nucleotide binding protein (G protein), gamma 13	protein-coding
34893	chr8	119795388	119795888	+	0	NA	Intergenic	AT_rich|Low_complexity|Low_complexity	-17222	NM_028883	74347	Mm.358759	NM_028883	ENSMUSG00000034105	Tldc1	4632415K11Rik|Kiaa1609	TBC/LysM associated domain containing 1	protein-coding
31369	chr17	83770965	83771815	+	0	NA	intron (NM_054082, intron 8 of 16)	intron (NM_054082, intron 8 of 16)	65227	NM_001171054	116871	Mm.277668	NM_054082	ENSMUSG00000055817	Mta3	1110002J22Rik|mKIAA1266	metastasis associated 3	protein-coding
33355	chr6	115656395	115656895	+	0	NA	intron (NM_029780, intron 1 of 16)	Lx9|LINE|L1	19990	NM_029780	110157	Mm.184163	NM_029780	ENSMUSG00000000441	Raf1	6430402F14Rik|AA990557|BB129353|Craf1|D830050J10Rik|Raf-1|c-Raf|v-Raf	v-raf-leukemia viral oncogene 1	protein-coding
33064	chr7	125575163	125575663	+	0	NA	intron (NM_001008700, intron 10 of 10)	intron (NM_001008700, intron 10 of 10)	23131	NM_001008700	16190	Mm.233802	NM_010557	ENSMUSG00000030748	Il4ra	CD124|Il4r	interleukin 4 receptor, alpha	protein-coding
35225	chr3	135515862	135516362	+	0	NA	intron (NM_027288, intron 4 of 16)	(TC)n|Simple_repeat|Simple_repeat	30501	NM_027288	110173	Mm.280536	NM_027288	ENSMUSG00000028164	Manba	2410030O07Rik|B930014J03Rik|Bmn	mannosidase, beta A, lysosomal	protein-coding
31873	chr10	30638720	30639366	+	0	NA	Intergenic	MIR3|SINE|MIR	16824	NM_001111267	211329	Mm.297903	NM_172495	ENSMUSG00000039697	Ncoa7	9030406N13Rik	nuclear receptor coactivator 7	protein-coding
34451	chr8	70679122	70679622	+	0	NA	TTS (NM_015816)	TTS (NM_015816)	6141	NM_015816	50783	Mm.248188	NM_015816	ENSMUSG00000031848	Lsm4	-	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	protein-coding
32832	chr7	98717217	98717717	+	0	NA	3' UTR (NM_028410, exon 5 of 5)	3' UTR (NM_028410, exon 5 of 5)	14104	NM_028410	72981	Mm.4428	NM_028410	ENSMUSG00000030753	Prkrir	2900052B10Rik|Dap4|Rpkrir	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)	protein-coding
33816	chr10	52423626	52424126	+	0	NA	intron (NM_030250, intron 1 of 4)	intron (NM_030250, intron 1 of 4)	6329	NM_030250	52014	Mm.199964	NM_030250	ENSMUSG00000023068	Nus1	1600027K07Rik|AU019165|AW538011|BC003223|D10Ertd438e	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)	protein-coding
34679	chr1	74308592	74309092	+	0	NA	intron (NM_001039509, intron 2 of 9)	RMER2|LTR|ERV1	-4506	NM_027154	69660	Mm.261182	NM_027154	ENSMUSG00000006301	Tmbim1	2310061B02Rik|AA960455|AU024746|C78899|RECS1|Tmbib1|mKIAA4161	transmembrane BAX inhibitor motif containing 1	protein-coding
34737	chr2	169665459	169665959	+	0	NA	intron (NM_080455, intron 1 of 1)	intron (NM_080455, intron 1 of 1)	32063	NM_080455	228911	Mm.315789	NM_080455	ENSMUSG00000047907	Tshz2	2900073F20Rik|B830045G17|Mtsh2|Sdccag33l|Tsh2|Zfp218|mKIAA4248|teashirt2	teashirt zinc finger family member 2	protein-coding
32526	chr12	69519056	69519556	+	0	NA	Intergenic	ID_B1|SINE|B4	-43756	NR_038060	76062	Mm.380755	NR_038060		5830428M24Rik	100040862|Gm3007	RIKEN cDNA 5830428M24 gene	ncRNA
31642	chr3	127892100	127892600	+	0	NA	intron (NM_027482, intron 1 of 1)	intron (NM_027482, intron 1 of 1)	3973	NM_027482	70617	Mm.317049	NM_027482	ENSMUSG00000050549	5730508B09Rik	2700063A17Rik|C80506	RIKEN cDNA 5730508B09 gene	protein-coding
34790	chr4	119288316	119288816	+	0	NA	intron (NM_011732, intron 2 of 7)	intron (NM_011732, intron 2 of 7)	5947	NM_011732	22608	Mm.258204	NM_011732	ENSMUSG00000028639	Ybx1	1700102N10Rik|C79409|EF1A|MSY1|Nsep1|YB-1|dbpB|mYB-1a	Y box protein 1	protein-coding
34518	chr11	80481539	80482039	+	0	NA	TTS (NM_177390)	TTS (NM_177390)	4743	NM_009871	12569	Mm.142275	NM_009871	ENSMUSG00000048895	Cdk5r1	Cdk5r|D11Bwg0379e|p25|p35	cyclin-dependent kinase 5, regulatory subunit 1 (p35)	protein-coding
35297	chr10	81588668	81589168	+	0	NA	exon (NM_019725, exon 18 of 21)	exon (NM_019725, exon 18 of 21)	11982	NM_053254	114606	Mm.206764	NM_053254	ENSMUSG00000034758	Tle6	1810057E06Rik|Grg6	transducin-like enhancer of split 6, homolog of Drosophila E(spl)	protein-coding
35279	chr8	117549022	117549522	+	0	NA	intron (NM_172285, intron 2 of 32)	RLTR20A4|LTR|ERVK	50981	NM_172285	234779	Mm.192699	NM_172285	ENSMUSG00000034330	Plcg2	PLCgamma2|Plcg-2	phospholipase C, gamma 2	protein-coding
31193	chr5	134326577	134327077	+	0	NA	Intergenic	B2_Mm2|SINE|B2	-12067	NM_001080748	14886	Mm.261570	NM_010365	ENSMUSG00000060261	Gtf2i	6030441I21Rik|BAP-135|Diws1t|GtfII-I|Spin|TFII-I|WBSCR6	general transcription factor II I	protein-coding
34759	chr3	95322659	95323159	+	0	NA	TTS (NM_018877)	TTS (NM_018877)	7657	NM_029789	76893	Mm.181009	NM_029789	ENSMUSG00000015714	Cers2	0610013I17Rik|AI225939|Lass2|TRH3	ceramide synthase 2	protein-coding
34085	chr5	32515878	32516378	+	0	NA	Intergenic	Intergenic	57158	NM_172707	19046	Mm.241931	NM_172707		Ppp1cb	1200010B19	protein phosphatase 1, catalytic subunit, beta isoform	protein-coding
33772	chr8	84810817	84811317	+	0	NA	Intergenic	GC_rich|Low_complexity|Low_complexity	-10729	NM_001081982	18032	Mm.9394	NM_010906	ENSMUSG00000001911	Nfix	CTF|NF-I/X|NF1-X|NFI-X	nuclear factor I/X	protein-coding
31670	chr6	121239756	121240256	+	0	NA	Intergenic	Intergenic	-5900	NM_011909	24110	Mm.326911	NM_011909	ENSMUSG00000030107	Usp18	1110058H21Rik|AW047653|UBP43|Ubp15	ubiquitin specific peptidase 18	protein-coding
34295	chr1	152768379	152768879	+	0	NA	intron (NM_026369, intron 1 of 3)	intron (NM_026369, intron 1 of 3)	2087	NM_026369	67771	Mm.288974	NM_026369	ENSMUSG00000008475	Arpc5	5830443F10Rik|p16-Arc	actin related protein 2/3 complex, subunit 5	protein-coding
30036	chr17	29769993	29770625	+	0	NA	Intergenic	YREP_Mm|Unknown|Unknown	-53292	NM_001163741	68597	Mm.390979	NM_026782	ENSMUSG00000024018	Ccdc167	1110021J02Rik	coiled-coil domain containing 167	protein-coding
33887	chr13	44797038	44797538	+	0	NA	intron (NM_001205043, intron 1 of 17)	intron (NM_001205043, intron 1 of 17)	66017	NM_001205043	16468	Mm.25059	NM_021878	ENSMUSG00000038518	Jarid2	Jmj|jumonji	jumonji, AT rich interactive domain 2	protein-coding
31269	chr1	182332813	182333887	+	0	NA	intron (NM_175127, intron 1 of 4)	intron (NM_175127, intron 1 of 4)	8256	NM_175127	67948	Mm.30737	NM_175127	ENSMUSG00000047539	Fbxo28	4833428J17Rik|5730505P19Rik|D1Ertd578e|Fbx28|mKIAA0483	F-box protein 28	protein-coding
33395	chr9	69296279	69296913	+	0	NA	intron (NM_001289916, intron 1 of 9)	intron (NM_001289916, intron 1 of 9)	6755	NM_001289916	19883	Mm.378450	NM_013646	ENSMUSG00000032238	Rora	9530021D13Rik|Nr1f1|ROR1|ROR2|ROR3|nmf267|sg|staggerer|tmgc26	RAR-related orphan receptor alpha	protein-coding
33990	chr18	75254440	75254940	+	0	NA	intron (NM_027727, intron 16 of 16)	intron (NM_027727, intron 16 of 16)	42627	NR_045394	100503117	Mm.250517	NR_045393		2010010A06Rik	5033420E22Rik	RIKEN cDNA 2010010A06 gene	ncRNA
35552	chr9	116112042	116112542	+	0	NA	intron (NM_029575, intron 3 of 6)	intron (NM_029575, intron 3 of 6)	63071	NM_009371	21813	Mm.172346	NM_009371	ENSMUSG00000032440	Tgfbr2	1110020H15Rik|AU042018|DNIIR|RIIDN|TBR-II|TbetaR-II|TbetaRII	transforming growth factor, beta receptor II	protein-coding
30411	chr11	75742861	75744067	+	0	NA	intron (NM_009536, intron 1 of 5)	intron (NM_009536, intron 1 of 5)	10577	NM_009536	22627	Mm.234700	NM_009536	ENSMUSG00000020849	Ywhae	AU019196	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	protein-coding
33163	chr14	121992202	121992830	+	0	NA	intron (NM_026861, intron 6 of 8)	intron (NM_026861, intron 6 of 8)	-27323	NM_183031	321019	Mm.265618	NM_183031	ENSMUSG00000051212	Gpr183	Ebi2	G protein-coupled receptor 183	protein-coding
32163	chr13	48853579	48854079	+	0	NA	intron (NM_011078, intron 1 of 21)	intron (NM_011078, intron 1 of 21)	17056	NM_011078	18676	Mm.486213	NM_011078	ENSMUSG00000038025	Phf2	GRC5	PHD finger protein 2	protein-coding
35392	chrX	7847665	7848165	+	0	NA	intron (NM_001290536, intron 1 of 8)	intron (NM_001290536, intron 1 of 8)	5833	NM_001290537	54644	Mm.142827	NM_138604	ENSMUSG00000031154	Otud5	AA407879|AI553596|BB114028|DUBA|DXImx46e|Sfc7	OTU domain containing 5	protein-coding
32951	chr19	32573597	32574097	+	0	NA	Intergenic	Intergenic	-21868	NM_001201470	23972	Mm.203916	NM_011864	ENSMUSG00000024899	Papss2	1810018P12Rik|AI159688|AtpsU2|Atpsk2|Sk2|bm	3'-phosphoadenosine 5'-phosphosulfate synthase 2	protein-coding
33593	chr1	193419039	193419539	+	0	NA	Intergenic	Intergenic	-49007	NM_144817	215303	Mm.40329	NM_144817	ENSMUSG00000016179	Camk1g	CLICK-III|CaMKIgamma	calcium/calmodulin-dependent protein kinase I gamma	protein-coding
32282	chr8	81810617	81811117	+	0	NA	intron (NM_001024617, intron 7 of 24)	intron (NM_001024617, intron 7 of 24)	468305	NM_001024617	234515	Mm.324468	NM_001024617	ENSMUSG00000037940	Inpp4b	E130107I17Rik	inositol polyphosphate-4-phosphatase, type II	protein-coding
32340	chr14	78909481	78909981	+	0	NA	intron (NM_027906, intron 3 of 44)	intron (NM_027906, intron 3 of 44)	60553	NM_173758	219189	Mm.159651	NM_027906	ENSMUSG00000058997	Vwa8	1300010F03Rik|4932416F07Rik|AI957255|Kiaa0564|mKIAA0564	von Willebrand factor A domain containing 8	protein-coding
30668	chr10	40152418	40152918	+	0	NA	Intergenic	Intergenic	-10414	NM_028247	72472	Mm.186778	NM_028247	ENSMUSG00000019838	Slc16a10	2610103N14Rik|9830169E08|Mct10|PRO0813|TAT1	solute carrier family 16 (monocarboxylic acid transporters), member 10	protein-coding
