PeakID (cmd=annotatePeaks.pl enhancers_only_0_1um_pcc.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
26330	chr1	45823937	45824437	+	0	NA	TTS (NM_028599)	TTS (NM_028599)	28686	NM_028599	73674	Mm.270376	NM_028599	ENSMUSG00000025995	Wdr75	1300003A18Rik|2410118I19Rik|C77608	WD repeat domain 75	protein-coding
28137	chr3	20116005	20116505	+	0	NA	intron (NR_105046, intron 22 of 22)	(TATG)n|Simple_repeat|Simple_repeat	38861	NM_013755	27357	Mm.6375	NM_013755	ENSMUSG00000019528	Gyg	AU017667|Gyg1	glycogenin	protein-coding
28390	chr16	31906242	31906742	+	0	NA	Intergenic	Intergenic	-27359	NM_172822	239827	Mm.440388	NM_172822	ENSMUSG00000045625	Pigz	F630022B06Rik	phosphatidylinositol glycan anchor biosynthesis, class Z	protein-coding
21313	chr3	102723017	102725473	+	0	NA	intron (NR_040588, intron 3 of 3)	intron (NR_040588, intron 3 of 3)	-10525	NM_027533	70747	Mm.27469	NM_027533	ENSMUSG00000027858	Tspan2	6330415F13Rik|B230119D02Rik|tspan-2	tetraspanin 2	protein-coding
25746	chr15	79752864	79753534	+	0	NA	non-coding (NR_045069, exon 4 of 4)	non-coding (NR_045069, exon 4 of 4)	10501	NR_045069	100504191	Mm.421420	NR_045069	ENSMUSG00000087543	Gm16576	-	predicted gene 16576	ncRNA
28708	chr3	103169433	103169933	+	0	NA	TTS (NM_177857)	TTS (NM_177857)	-2028	NM_026602	68183	Mm.104919	NM_026602	ENSMUSG00000005687	Bcas2	6430539P16Rik|AI132645|C76366|C80030	breast carcinoma amplified sequence 2	protein-coding
24870	chr14	21635691	21636403	+	0	NA	intron (NM_017479, intron 11 of 16)	PB1D9|SINE|Alu	78529	NM_001013826	435391	Mm.295860	NM_001013826	ENSMUSG00000063821	Dupd1	EG435391	dual specificity phosphatase and pro isomerase domain containing 1	protein-coding
27020	chr15	101276640	101277270	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-7346	NM_026566	68118	Mm.482360	NM_026566	ENSMUSG00000037204	Atg101	9430023L20Rik|AA407441|AU022967	autophagy related 101	protein-coding
28923	chr19	58918912	58919412	+	0	NA	Intergenic	Intergenic	-7403	NR_037247	100526480		NR_037247		Mir3086	mmu-mir-3086	microRNA 3086	ncRNA
28505	chr4	120822026	120822526	+	0	NA	intron (NM_001048168, intron 1 of 9)	intron (NM_001048168, intron 1 of 9)	3465	NM_008692	18046	Mm.435590	NM_008692	ENSMUSG00000032897	Nfyc	-	nuclear transcription factor-Y gamma	protein-coding
29007	chrX	74425708	74426208	+	0	NA	intron (NM_001161421, intron 1 of 10)	intron (NM_001161421, intron 1 of 10)	1346	NM_001161421	16151	Mm.12967	NM_010547	ENSMUSG00000004221	Ikbkg	1110037D23Rik|AI848108|AI851264|AW124339|IKK[g]|NEMO	inhibitor of kappaB kinase gamma	protein-coding
24441	chr8	14014129	14014799	+	0	NA	Intergenic	Intergenic	-39687	NM_173744	72148	Mm.5727	NM_173744	ENSMUSG00000050052	Tdrp	2610019F03Rik	testis development related protein	protein-coding
28374	chr15	67248469	67248969	+	0	NA	intron (NR_045140, intron 2 of 8)	intron (NR_045140, intron 2 of 8)	21950	NR_045140	69334	Mm.63770	NR_045140		1700012I11Rik	-	RIKEN cDNA 1700012I11 gene	ncRNA
25696	chr10	111412958	111413458	+	0	NA	Intergenic	C-rich|Low_complexity|Low_complexity	-59984	NM_015781	53605	Mm.290407	NM_015781	ENSMUSG00000058799	Nap1l1	AA407126|AI256722|D10Ertd68e|NAP-1	nucleosome assembly protein 1-like 1	protein-coding
27561	chr6	145191577	145192077	+	0	NA	intron (NM_177222, intron 8 of 15)	intron (NM_177222, intron 8 of 15)	19143	NM_177222	320662	Mm.207779	NM_177222	ENSMUSG00000043541	Casc1	A230084G12Rik|Las1	cancer susceptibility candidate 1	protein-coding
28006	chr13	92294155	92294655	+	0	NA	intron (NM_010829, intron 12 of 23)	Lx8|LINE|L1	-60378	NM_010049	13361	Mm.23695	NM_010049	ENSMUSG00000021707	Dhfr	8430436I03Rik|AA607882|AI662710|AW555094	dihydrofolate reductase	protein-coding
28083	chr1	60986806	60987306	+	0	NA	intron (NM_017480, intron 1 of 4)	intron (NM_017480, intron 1 of 4)	9142	NM_017480	54167	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding
28776	chr8	11461608	11462108	+	0	NA	intron (NM_011227, intron 1 of 1)	intron (NM_011227, intron 1 of 1)	16641	NM_011227	19332	Mm.37632	NM_011227		Rab20	AA536966|D8Ertd350e	RAB20, member RAS oncogene family	protein-coding
23328	chr6	134246693	134247475	+	0	NA	intron (NM_007961, intron 4 of 7)	intron (NM_007961, intron 4 of 7)	-149245	NM_025778	66813	Mm.474472	NM_025778	ENSMUSG00000030200	Bcl2l14	4930452K23Rik|4933405K19Rik|9030625M01Rik|AI429211|Bclg	BCL2-like 14 (apoptosis facilitator)	protein-coding
27120	chr3	37219627	37220127	+	0	NA	Intergenic	Intergenic	12759	NM_021782	60505	Mm.157689	NM_021782	ENSMUSG00000027718	Il21	IL-21	interleukin 21	protein-coding
26994	chr13	113183451	113183951	+	0	NA	Intergenic	MER5C|DNA|hAT-Charlie	-2804	NM_008196	14945	Mm.56993	NM_008196		Gzmk	-	granzyme K	protein-coding
25286	chr2	172412599	172413099	+	0	NA	intron (NM_001276422, intron 1 of 5)	intron (NM_001276422, intron 1 of 5)	19055	NM_001276422	320664	Mm.210195	NM_001033538	ENSMUSG00000074570	Cass4	F730031O20Rik	Cas scaffolding protein family member 4	protein-coding
26467	chr9	66577698	66578198	+	0	NA	intron (NM_144937, intron 1 of 14)	L1MC4|LINE|L1	15032	NM_144937	235441	Mm.38976	NM_144937	ENSMUSG00000032376	Usp3	AA409661|BC017156	ubiquitin specific peptidase 3	protein-coding
23943	chr18	50042457	50043215	+	0	NA	intron (NM_001177760, intron 1 of 2)	intron (NM_001177760, intron 1 of 2)	-10446	NM_134131	106869	Mm.27740	NM_134131	ENSMUSG00000062210	Tnfaip8	AA987150|E130304C20Rik|ENSMUSG00000073567|Gg2-1|Gm10539|Nded|Ssc-2	tumor necrosis factor, alpha-induced protein 8	protein-coding
26698	chr9	44990936	44991436	+	0	NA	Intergenic	Intergenic	9400	NM_013487	12500	Mm.4527	NM_013487	ENSMUSG00000032094	Cd3d	T3d	CD3 antigen, delta polypeptide	protein-coding
28004	chr13	54080979	54081479	+	0	NA	intron (NM_027324, intron 1 of 10)	B1_Mus1|SINE|Alu	9384	NM_027324	14057	Mm.134191	NM_027324	ENSMUSG00000021474	Sfxn1	2810002O05Rik|A930015P12Rik|f	sideroflexin 1	protein-coding
27640	chr10	75103733	75104233	+	0	NA	intron (NM_001081412, intron 1 of 22)	intron (NM_001081412, intron 1 of 22)	43087	NM_001081412	110279	Mm.333722	NM_001081412	ENSMUSG00000009681	Bcr	5133400C09Rik|AI561783|AI853148|mKIAA3017	breakpoint cluster region	protein-coding
27583	chr8	70684245	70684745	+	0	NA	Intergenic	Intergenic	11264	NM_015816	50783	Mm.248188	NM_015816	ENSMUSG00000031848	Lsm4	-	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	protein-coding
23000	chr4	85005559	85006059	+	0	NA	intron (NM_175275, intron 11 of 25)	intron (NM_175275, intron 11 of 25)	121500	NM_175275	338349	Mm.440562	NM_175275	ENSMUSG00000038070	Cntln	AI448092|B430108F07Rik|D530005L17Rik	centlein, centrosomal protein	protein-coding
28219	chr7	3715173	3715673	+	0	NA	intron (NM_011095, intron 9 of 14)	intron (NM_011095, intron 9 of 14)	4959	NM_011095	18733	Mm.326531	NM_011095		Pirb	Gp91|LIR-3|Lilrb3|PIR-B	paired Ig-like receptor B	protein-coding
28840	chr12	51679920	51680420	+	0	NA	intron (NM_052973, intron 1 of 17)	B2_Mm2|SINE|B2	-10796	NM_021710	11782	Mm.386749	NM_021710	ENSMUSG00000020955	Ap4s1	AI314282	adaptor-related protein complex AP-4, sigma 1	protein-coding
27447	chr2	160383483	160383983	+	0	NA	Intergenic	Intergenic	-16668	NM_010658	16658	Mm.330745	NM_010658	ENSMUSG00000074622	Mafb	Kreisler|Krml|Krml1|kr	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)	protein-coding
26394	chr4	151005433	151005933	+	0	NA	3' UTR (NM_011067, exon 21 of 21)	3' UTR (NM_011067, exon 21 of 21)	8586	NM_011910	24111	Mm.89984	NM_011910	ENSMUSG00000028963	Uts2	UII|Ucn2|prepro-UII	urotensin 2	protein-coding
28539	chr7	74539554	74540054	+	0	NA	intron (NM_001038643, intron 1 of 10)	intron (NM_001038643, intron 1 of 10)	14976	NM_001038643	108116	Mm.425467	NM_023908	ENSMUSG00000025790	Slco3a1	5830414C08Rik|Anr1|MJAM|OATP-D|R75096|Slc21a11	solute carrier organic anion transporter family, member 3a1	protein-coding
28831	chr11	100919735	100920235	+	0	NA	intron (NM_213659, intron 1 of 23)	intron (NM_213659, intron 1 of 23)	19526	NM_011486	20848	Mm.249934	NM_011486	ENSMUSG00000004040	Stat3	1110034C02Rik|AW109958|Aprf	signal transducer and activator of transcription 3	protein-coding
25432	chr3	50382010	50382510	+	0	NA	intron (NM_011990, intron 7 of 11)	intron (NM_011990, intron 7 of 11)	61353	NM_011990	26570	Mm.260988	NM_011990	ENSMUSG00000027737	Slc7a11	9930009M05Rik|AI451155|sut|xCT	solute carrier family 7 (cationic amino acid transporter, y+ system), member 11	protein-coding
24209	chr11	62752423	62752923	+	0	NA	Intergenic	Intergenic	-23580	NM_133208	170740	Mm.339982	NM_133208		Zfp287	B230333C16Rik|SKAT-2|Skat2|Znf287|mszf16|mszf74	zinc finger protein 287	protein-coding
26563	chr16	27395254	27395754	+	0	NA	intron (NM_026202, intron 1 of 10)	intron (NM_026202, intron 1 of 10)	6548	NM_001289436	67501	Mm.258985	NM_026202	ENSMUSG00000038127	Ccdc50	C3orf6	coiled-coil domain containing 50	protein-coding
26740	chr13	44625688	44626188	+	0	NA	Intergenic	Intergenic	-104836	NM_001205044	16468	Mm.25059	NM_021878	ENSMUSG00000038518	Jarid2	Jmj|jumonji	jumonji, AT rich interactive domain 2	protein-coding
26715	chr10	95256899	95257529	+	0	NA	intron (NM_009950, intron 2 of 2)	intron (NM_009950, intron 2 of 2)	66883	NM_009950	12905	Mm.473739	NM_009950	ENSMUSG00000045867	Cradd	RAIDD	CASP2 and RIPK1 domain containing adaptor with death domain	protein-coding
24040	chr7	67412946	67413446	+	0	NA	Intergenic	RSINE1|SINE|B4	-40338	NM_001291191	17258	Mm.132788	NM_001033713	ENSMUSG00000030557	Mef2a	A430079H05Rik	myocyte enhancer factor 2A	protein-coding
25514	chr11	60230865	60231493	+	0	NA	intron (NM_001039092, intron 12 of 13)	intron (NM_001039092, intron 12 of 13)	-10575	NM_011480	20787	Mm.278701	NM_011480	ENSMUSG00000020538	Srebf1	ADD-1|ADD1|D630008H06|SREBP-1|SREBP-1a|SREBP-1c|SREBP1|SREBP1c|bHLHd1	sterol regulatory element binding transcription factor 1	protein-coding
25524	chr12	15998260	15998760	+	0	NA	Intergenic	Intergenic	-181725	NM_144551	217410	Mm.491136	NM_144551	ENSMUSG00000020601	Trib2	AW319517|TRB-2|TRB2	tribbles homolog 2 (Drosophila)	protein-coding
27663	chr11	96472659	96473159	+	0	NA	intron (NM_001177898, intron 1 of 10)	(CCA)n|Simple_repeat|Simple_repeat	8318	NM_001033186	78473	Mm.395840	NM_001033186	ENSMUSG00000057058	Skap1	1700091G21Rik|Scap1|Skap-55	src family associated phosphoprotein 1	protein-coding
27926	chr8	23254350	23254850	+	0	NA	intron (NM_001042484, intron 2 of 5)	intron (NM_001042484, intron 2 of 5)	2480	NM_001042484	57437	Mm.196269	NM_020585	ENSMUSG00000015341	Golga7	AB041568|C130038N16Rik|GCP16|GOLGA3AP1|HSPC041|R75586	golgi autoantigen, golgin subfamily a, 7	protein-coding
28026	chr15	58818926	58819426	+	0	NA	intron (NM_175212, intron 1 of 6)	intron (NM_175212, intron 1 of 6)	4251	NM_175212	74868	Mm.293754	NM_175212	ENSMUSG00000062373	Tmem65	2610029O13Rik|4930438D12Rik	transmembrane protein 65	protein-coding
28399	chr16	92712218	92712718	+	0	NA	intron (NM_001111022, intron 2 of 6)	intron (NM_001111022, intron 2 of 6)	-15139	NM_001111023	12394	Mm.4081	NM_009821	ENSMUSG00000022952	Runx1	AML1|CBF-alpha-2|Cbfa2|Pebp2a2|Pebpa2b	runt related transcription factor 1	protein-coding
28175	chr4	137601967	137602467	+	0	NA	intron (NM_130879, intron 1 of 27)	(TTTA)n|Simple_repeat|Simple_repeat	8028	NM_130879	170707	Mm.218478	NM_130879	ENSMUSG00000043411	Usp48	2810449C13Rik|AI115503|BC021769|D330022K21Rik|Usp31	ubiquitin specific peptidase 48	protein-coding
26977	chr12	33128358	33128858	+	0	NA	intron (NR_015602, intron 4 of 5)	intron (NR_015602, intron 4 of 5)	18978	NR_015602	320046	Mm.208337	NR_015602	ENSMUSG00000052125	F730043M19Rik	-	RIKEN cDNA F730043M19 gene	ncRNA
25363	chr13	30575265	30575765	+	0	NA	Intergenic	Intergenic	-30199	NM_025710	66694	Mm.181933	NM_025710	ENSMUSG00000038462	Uqcrfs1	4430402G14Rik|AI875505	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	protein-coding
23860	chr15	66877509	66878135	+	0	NA	Intergenic	Intergenic	-13571	NM_018865	22402	Mm.10222	NM_018865	ENSMUSG00000005124	Wisp1	AW146261|CCN4|Elm1	WNT1 inducible signaling pathway protein 1	protein-coding
28008	chr13	97308844	97309344	+	0	NA	Intergenic	B4|SINE|B4	67989	NM_007930	13803	Mm.241073	NM_007930	ENSMUSG00000041773	Enc1	Nrpb|PIG10	ectodermal-neural cortex 1	protein-coding
28733	chr5	23405451	23405951	+	0	NA	Intergenic	MTEb-int|LTR|ERVL-MaLR	28652	NR_040469	269630	Mm.425231	NR_040469	ENSMUSG00000073147	5031425E22Rik	-	RIKEN cDNA 5031425E22 gene	ncRNA
27500	chr4	139754377	139754877	+	0	NA	intron (NM_011039, intron 7 of 8)	C-rich|Low_complexity|Low_complexity	78341	NM_011039	18509	Mm.218760	NM_011039	ENSMUSG00000028736	Pax7	Pax-7	paired box 7	protein-coding
28823	chr11	23570016	23570516	+	0	NA	Intergenic	Intergenic	-11424	NR_004857	100134990	Mm.247328	NR_004857	ENSMUSG00000085415	Gm12060	OTTMUSG00000005275	selenoprotein K pseudogene	pseudo
28069	chrX	42179859	42180359	+	0	NA	intron (NM_021465, intron 1 of 32)	B4|SINE|B4	-21746	NM_001290713	20843	Mm.290422	NM_021465	ENSMUSG00000025862	Stag2	9230105L23Rik|B230112I07Rik|SA-2|SAP2	stromal antigen 2	protein-coding
26515	chr12	75292318	75293012	+	0	NA	Intergenic	L1M4|LINE|L1	-15648	NM_023275	80837	Mm.27467	NM_023275	ENSMUSG00000046768	Rhoj	1110005O19Rik|AW210585|Arhj|TC10L|TCL	ras homolog gene family, member J	protein-coding
21626	chr11	32646547	32648459	+	0	NA	intron (NM_001271349, intron 1 of 11)	intron (NM_001271349, intron 1 of 11)	4948	NM_001271348	103583	Mm.28017	NM_134015	ENSMUSG00000020271	Fbxw11	2310065A07Rik|AA536858|BTRC2|BTRCP2|Fbxw1b|HOS	F-box and WD-40 domain protein 11	protein-coding
28347	chr13	92906193	92906693	+	0	NA	Intergenic	Intergenic	61656	NM_001162945	382793	Mm.296770	NM_001162945	ENSMUSG00000021704	Mtx3	4930470O13Rik|AA409304|AI853833|AU067765|EG624619|Gm1194|Gm6514	metaxin 3	protein-coding
28113	chr2	51981760	51982260	+	0	NA	Intergenic	Intergenic	-8802	NM_001141949	64685	Mm.7491	NM_019401	ENSMUSG00000026946	Nmi	-	N-myc (and STAT) interactor	protein-coding
27112	chr2	167423704	167424204	+	0	NA	intron (NM_178371, intron 1 of 15)	intron (NM_178371, intron 1 of 15)	2233	NM_178371	77031	Mm.278924	NM_148929	ENSMUSG00000039463	Slc9a8	1200006P13Rik|6430709P13Rik|AI182282|NHE8	solute carrier family 9 (sodium/hydrogen exchanger), member 8	protein-coding
28480	chr2	121424675	121425175	+	0	NA	intron (NM_007952, intron 3 of 12)	B1_Mus1|SINE|Alu	11023	NM_007952	14827	Mm.263177	NM_007952	ENSMUSG00000027248	Pdia3	58kDa|ERp57|ERp60|ERp61|Erp|Grp58|PDI|PDI-Q2|PI-PLC|PLC[a]|Plca	protein disulfide isomerase associated 3	protein-coding
28912	chr18	65016409	65016909	+	0	NA	intron (NM_001114386, intron 2 of 30)	intron (NM_001114386, intron 2 of 30)	-6868	NM_031881	83814	Mm.98668	NM_031881	ENSMUSG00000024589	Nedd4l	1300012C07Rik|Nedd4-2|Nedd4b	neural precursor cell expressed, developmentally down-regulated gene 4-like	protein-coding
27061	chrX	71206070	71206704	+	0	NA	Intergenic	L1M4|LINE|L1	-4380	NM_001164190	17772	Mm.274981	NM_019926	ENSMUSG00000031337	Mtm1	AF073996|Mtm|mKIAA4176	X-linked myotubular myopathy gene 1	protein-coding
24295	chr12	109089657	109090859	+	0	NA	Intergenic	Intergenic	-22041	NM_001163175	380785	Mm.342085	NM_001163175	ENSMUSG00000040867	Begain	BM948371|Gm897	brain-enriched guanylate kinase-associated	protein-coding
25082	chr8	107297339	107298151	+	0	NA	intron (NM_133957, intron 2 of 15)	intron (NM_133957, intron 2 of 15)	4275	NM_018823	54446	Mm.390057	NM_018823	ENSMUSG00000003847	Nfat5	AI225870|B130038B15Rik|CAG-8|CAG80|NFATL1|OREBP|TonEBP|mKIAA0827|nfatz	nuclear factor of activated T cells 5	protein-coding
25733	chr14	30641128	30641908	+	0	NA	Intergenic	Intergenic	-12857	NM_177815	328370	Mm.259657	NM_177815	ENSMUSG00000052395	Rft1	D930025H04	RFT1 homolog (S. cerevisiae)	protein-coding
25636	chr5	146858492	146858992	+	0	NA	Intergenic	RLTR17B_Mm|LTR|ERVK	13671	NM_026864	68895	Mm.266978	NM_026864	ENSMUSG00000029641	Rasl11a	1110065D03Rik|AI852031	RAS-like, family 11, member A	protein-coding
28222	chr7	47113809	47114309	+	0	NA	intron (NM_013643, intron 1 of 13)	intron (NM_013643, intron 1 of 13)	18539	NM_001163565	19259	Mm.4654	NM_013643	ENSMUSG00000030854	Ptpn5	Step	protein tyrosine phosphatase, non-receptor type 5	protein-coding
28167	chr4	49626981	49627481	+	0	NA	Intergenic	Intergenic	-4829	NM_001163263	109331	Mm.24765	NM_182999	ENSMUSG00000028309	Rnf20	4833430L21Rik|AW540162|C79397|mKIAA4116	ring finger protein 20	protein-coding
28228	chr7	75641872	75642372	+	0	NA	intron (NM_029332, intron 8 of 36)	intron (NM_029332, intron 8 of 36)	186588	NM_029332	75547	Mm.216107	NM_029332	ENSMUSG00000066406	Akap13	1700026G02Rik|5730522G15Rik|5830460E08Rik|AKAP-Lbc|BRX|Ht31|LBC|PROTO-LB|PROTO-LBC	A kinase (PRKA) anchor protein 13	protein-coding
26384	chr4	107652329	107652829	+	0	NA	Intergenic	Intergenic	31583	NM_019872	56296	Mm.141324	NM_019872	ENSMUSG00000028610	Dmrtb1	Dmrt6|Prp13	DMRT-like family B with proline-rich C-terminal, 1	protein-coding
28724	chr4	125131737	125132237	+	0	NA	Intergenic	Intergenic	-4106	NM_153159	230738	Mm.402	NM_153159	ENSMUSG00000042677	Zc3h12a	BC036563|MCPIP|Mcpip1	zinc finger CCCH type containing 12A	protein-coding
27892	chr5	106996421	106996921	+	0	NA	Intergenic	Intergenic	32110	NM_001271566	12545	Mm.20842	NM_009863	ENSMUSG00000029283	Cdc7	AI597260|Cdc7l1|muCdc7	cell division cycle 7 (S. cerevisiae)	protein-coding
27012	chr15	67116118	67116618	+	0	NA	intron (NM_009177, intron 3 of 8)	intron (NM_009177, intron 3 of 8)	60514	NM_009177	20442	Mm.248334	NM_009177	ENSMUSG00000013846	St3gal1	5330418N22Rik|AI467004|ST3GalI|Siat4|Siat4a|St3gal-1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	protein-coding
26913	chr8	105835303	105835941	+	0	NA	intron (NM_024445, intron 2 of 15)	C-rich|Low_complexity|Low_complexity	7878	NM_024445	72236	Mm.386810	NM_024445	ENSMUSG00000031893	Tsnaxip1	1700016K08Rik|TXI1	translin-associated factor X (Tsnax) interacting protein 1	protein-coding
28748	chr6	41200128	41200628	+	0	NA	Intergenic	MMVL30-int|LTR|ERV1	-101894	NM_011646	22074	Mm.383263	NM_011646	ENSMUSG00000054106	Try4	0910001B19Rik|Td	trypsin 4	protein-coding
22815	chr3	131329941	131330853	+	0	NA	exon (NM_028943, exon 4 of 6)	exon (NM_028943, exon 4 of 6)	14526	NM_028943	74442	Mm.273360	NM_028943	ENSMUSG00000050931	Sgms2	4933405A16Rik|5133401H06Rik|AI854299	sphingomyelin synthase 2	protein-coding
28452	chrX	104012858	104013358	+	0	NA	Intergenic	MTE-int|LTR|ERVL-MaLR	-31824	NM_011276	19820	Mm.427762	NM_011276	ENSMUSG00000056537	Rlim	AL022832|AW743871|Ha1r|Rlim1|Rnf12	ring finger protein, LIM domain interacting	protein-coding
28131	chr2	166260365	166260865	+	0	NA	Intergenic	Intergenic	-13293	NR_033467	670775	Mm.384326	NR_033467	ENSMUSG00000084840	Gm11468	OTTMUSG00000001131	predicted gene 11468	ncRNA
28296	chr10	108188343	108188843	+	0	NA	intron (NM_027892, intron 1 of 25)	MTA_Mm|LTR|ERVL-MaLR	26193	NM_027892	17931	Mm.422959	NM_027892	ENSMUSG00000019907	Ppp1r12a	1200015F06Rik|5730577I22Rik|AA792106|AV099298|D10Ertd625e|Mypt1	protein phosphatase 1, regulatory (inhibitor) subunit 12A	protein-coding
26044	chr9	65831025	65831525	+	0	NA	3' UTR (NM_001170907, exon 12 of 12)	3' UTR (NM_001170907, exon 12 of 12)	-3711	NM_172536	214812	Mm.139231	NM_172536	ENSMUSG00000040524	Zfp609	9830165N24|BC016271|Znf609|mKIAA0295	zinc finger protein 609	protein-coding
24166	chr2	26669668	26670168	+	0	NA	intron (NM_010695, intron 3 of 6)	MTE2b|LTR|ERVL-MaLR	1364	NM_010695	16821	Mm.123925	NM_010695	ENSMUSG00000026919	Lcn4	A630045M08Rik|Vnsp2	lipocalin 4	protein-coding
27645	chr10	110985902	110986402	+	0	NA	intron (NM_172554, intron 1 of 16)	intron (NM_172554, intron 1 of 16)	23914	NM_172554	320150	Mm.339281	NM_172554	ENSMUSG00000035798	Zdhhc17	A230053P19Rik|BB187739|D130071N24Rik|Hip14	zinc finger, DHHC domain containing 17	protein-coding
24916	chr3	129566149	129566649	+	0	NA	intron (NM_130450, intron 2 of 4)	intron (NM_130450, intron 2 of 4)	34013	NM_130450	170439	Mm.314113	NM_130450	ENSMUSG00000041220	Elovl6	C77826|FAE|LCE	ELOVL family member 6, elongation of long chain fatty acids (yeast)	protein-coding
28936	chrX	159694318	159694818	+	0	NA	intron (NM_001135727, intron 2 of 17)	B2_Mm1a|SINE|B2	-14033	NR_110969	58194	Mm.286495	NM_021389	ENSMUSG00000040990	Sh3kbp1	1200007H22Rik|1700125L08Rik|5830464D22Rik|AI447724|IN85|Ruk|Seta	SH3-domain kinase binding protein 1	protein-coding
26949	chr10	117893488	117893988	+	0	NA	Intergenic	Intergenic	-31721	NR_045342	71067	Mm.410793	NR_045342		4933411E08Rik	-	RIKEN cDNA 4933411E08 gene	ncRNA
26011	chr5	139366081	139366707	+	0	NA	intron (NM_028469, intron 2 of 4)	intron (NM_028469, intron 2 of 4)	3351	NR_029768	723898		NR_029768		Mir339	Mirn339|mmu-mir-339	microRNA 339	ncRNA
28876	chr15	79393687	79394187	+	0	NA	intron (NM_172608, intron 1 of 8)	intron (NM_172608, intron 1 of 8)	8982	NM_001253817	223693	Mm.323358	NM_172608	ENSMUSG00000009035	Tmem184b	2610507A11|4732495E13Rik	transmembrane protein 184b	protein-coding
22683	chr16	95284337	95285249	+	0	NA	intron (NM_001271687, intron 3 of 4)	intron (NM_001271687, intron 3 of 4)	27235	NM_001271694	16516	Mm.272239	NM_019664	ENSMUSG00000062609	Kcnj15	4930414N08Rik|AI182284|AI267127|IRKK|Kir4.2	potassium inwardly-rectifying channel, subfamily J, member 15	protein-coding
24600	chr1	155056416	155056916	+	0	NA	Intergenic	Intergenic	42970	NM_010500	15939	Mm.12246	NM_010500	ENSMUSG00000056708	Ier5	-	immediate early response 5	protein-coding
26286	chr15	67459977	67460477	+	0	NA	Intergenic	Intergenic	233458	NR_045140	69334	Mm.63770	NR_045140		1700012I11Rik	-	RIKEN cDNA 1700012I11 gene	ncRNA
26811	chr1	155138107	155138607	+	0	NA	intron (NM_008209, intron 1 of 5)	intron (NM_008209, intron 1 of 5)	8423	NM_008209	15064	Mm.7580	NM_008209	ENSMUSG00000026471	Mr1	H2ls	major histocompatibility complex, class I-related	protein-coding
27567	chr7	75537101	75537601	+	0	NA	intron (NM_029332, intron 2 of 36)	intron (NM_029332, intron 2 of 36)	81817	NM_029332	75547	Mm.216107	NM_029332	ENSMUSG00000066406	Akap13	1700026G02Rik|5730522G15Rik|5830460E08Rik|AKAP-Lbc|BRX|Ht31|LBC|PROTO-LB|PROTO-LBC	A kinase (PRKA) anchor protein 13	protein-coding
25756	chr16	32972721	32973221	+	0	NA	intron (NM_001081255, intron 6 of 20)	intron (NM_001081255, intron 6 of 20)	58871	NM_001081255	70144	Mm.491178	NM_001081255	ENSMUSG00000022801	Lrch3	2210409B11Rik|AW215594|Gm1742	leucine-rich repeats and calponin homology (CH) domain containing 3	protein-coding
