PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K27Ac/AND-CD4TCell-H3K27Ac-1uM-24h-MNase-All-Conditions/regions.txt mm10 -size given -d AND-CD4TCell-H3K27Ac-1uM-K99A-24h-MNase-Combined AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	1uM K99A	1uM PCC	No Peptide
chr1-35475	chr1	51577026	51581706	+	127.5	19.093	Intergenic	Lx9|LINE|L1	-100967.0	NM_028696	109019.0	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	134.87	125.52	113.51
chr14-4681	chr14	56295819	56299149	+	125.3	40.097	Intergenic	MLTR14|LTR|ERV1	-35224.0	NM_013542	14939.0	Mm.14874	NM_013542	ENSMUSG00000015437	Gzmb	AI553453|CCP-1/C11|CCP1|Ctla-1|Ctla1|GZB	granzyme B	protein-coding	116.83	176.11	92.15
chr12-37269	chr12	55445927	55448457	+	124.1	163.987	intron (NR_035430, intron 1 of 3)	intron (NR_035430, intron 1 of 3)	45455.0	NM_010907	18035.0	Mm.170515	NM_010907	ENSMUSG00000021025	Nfkbia	AI462015|Nfkbi	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha	protein-coding	133.32	137.79	105.13
chr18-4392	chr18	82470169	82473653	+	123.4	27.113000000000003	Intergenic	MLT1G3|LTR|ERVL-MaLR	-3212.0	NM_001025245	17196.0	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	127.14	134.99	110.79
chr3-16837	chr3	95950316	95952296	+	123.2	218.673	Intergenic	CpG	22049.0	NM_001253758	66471.0	Mm.218657	NM_023210	ENSMUSG00000015749	Anp32e	2810018A15Rik|AI047746|AI326868|CPD1|LANP-L|LANPL|mLANP-L	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	protein-coding	142.77	127.24	96.96
chr16-11746	chr16	52078874	52083916	+	118.9	38.163000000000004	intron (NM_001033238, intron 3 of 17)	intron (NM_001033238, intron 3 of 17)	49846.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	135.38	128.96	97.59
chr16-14206	chr16	52145556	52150504	+	118.2	34.803000000000004	intron (NM_001033238, intron 9 of 17)	intron (NM_001033238, intron 9 of 17)	116481.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	142.43	107.43	102.83
chr9-46365	chr9	78478559	78483449	+	117.8	15.25	intron (NM_010106, intron 1 of 7)	CpG	720.0	NM_010106	13627.0	Mm.138471	NM_010106	ENSMUSG00000037742	Eef1a1	-	eukaryotic translation elongation factor 1 alpha 1	protein-coding	112.19	150.71	90.47
chr6-5958	chr6	140623961	140629605	+	117.6	31.36	intron (NM_001005605, intron 1 of 7)	intron (NM_001005605, intron 1 of 7)	2485.0	NM_009637	11569.0	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	103.08	151.79	92.15
chr10-14993	chr10	117103526	117107530	+	116.5	41.02	intron (NM_177798, intron 1 of 9)	intron (NM_177798, intron 1 of 9)	-41714.0	NM_007636	12461.0	Mm.247788	NM_007636	ENSMUSG00000034024	Cct2	Cctb	chaperonin containing Tcp1, subunit 2 (beta)	protein-coding	97.24	153.51	67.23
chr3-5589	chr3	108442777	108445655	+	114.7	87.223	intron (NM_001204979, intron 1 of 10)	intron (NM_001204979, intron 1 of 10)	1043.0	NM_001204979	20226.0	Mm.28688	NM_011319	ENSMUSG00000068739	Sars	Sars1|Strs|serRS	seryl-aminoacyl-tRNA synthetase	protein-coding	114.25	149.85	82.72
chr13-15897	chr13	30816394	30820928	+	113.8	18.357	intron (NM_025588, intron 26 of 27)	intron (NM_025588, intron 26 of 27)	69403.0	NM_013674	16364.0	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding	93.46	173.1	78.12
chr6-17640	chr6	140560157	140562713	+	113.8	67.59	intron (NM_144920, intron 15 of 30)	CT-rich|Low_complexity|Low_complexity	-61228.0	NM_178803	11569.0	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	109.44	133.27	95.29
chr13-2979	chr13	30759266	30763318	+	113.3	26.09	intron (NM_013674, intron 7 of 8)	intron (NM_013674, intron 7 of 8)	12034.0	NM_013674	16364.0	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding	106.69	176.76	77.49
chr4-19472	chr4	63897845	63901401	+	113.2	53.09	Intergenic	Intergenic	-38339.0	NM_009403	21949.0	Mm.4664	NM_009403	0	Tnfsf8	CD153|CD30LG|Cd30l	tumor necrosis factor (ligand) superfamily, member 8	protein-coding	98.44	166.21	78.12
chr16-6841	chr16	52093595	52096709	+	113.2	41.32	intron (NM_001033238, intron 3 of 17)	intron (NM_001033238, intron 3 of 17)	63603.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	121.81	130.9	90.05
chr4-4848	chr4	46452635	46457133	+	112.2	16.98	intron (NM_130889, intron 1 of 6)	intron (NM_130889, intron 1 of 6)	3767.0	NM_130889	67628.0	Mm.263913	NM_130889	ENSMUSG00000028333	Anp32b	2410015B15Rik|PAL31|PHAPI2a|Ssp29	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B	protein-coding	114.08	124.66	97.59
chr1-5995	chr1	178368110	178369940	+	111.2	118.023	Intergenic	CpG	-31241.0	NM_016805	51810.0	Mm.86589	NM_016805	ENSMUSG00000039630	Hnrnpu	AA408410|AI256620|AL024194|AL024437|AW557595|C86794|Hnrpu|SAFA|Sp120|hnRNP U	heterogeneous nuclear ribonucleoprotein U	protein-coding	113.91	121.21	81.05
chr10-18319	chr10	30653962	30657064	+	111.1	54.473	intron (NM_172495, intron 11 of 15)	intron (NM_172495, intron 11 of 15)	354.0	NM_001111267	211329.0	Mm.297903	NM_172495	ENSMUSG00000039697	Ncoa7	9030406N13Rik	nuclear receptor coactivator 7	protein-coding	120.78	129.39	88.8
chr13-4252	chr13	30784754	30788210	+	108.5	21.226999999999997	Intergenic	Intergenic	37224.0	NM_013674	16364.0	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding	77.83	173.53	68.27
chr12-17639	chr12	73879577	73883307	+	107.0	52.967	Intergenic	Intergenic	-26425.0	NM_010431	15251.0	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	109.44	123.37	96.34
chr4-16929	chr4	140698654	140701776	+	106.6	25.853	Intergenic	Intergenic	-1258.0	NM_173867	108911.0	Mm.253	NM_173867	ENSMUSG00000040945	Rcc2	2610510H01Rik|2610529N02Rik|AA536646|AA675016|Td60|mKIAA1470	regulator of chromosome condensation 2	protein-coding	95.52	150.06	80.63
chr4-95135	chr4	135202223	135207073	+	106.0	20.012999999999998	Intergenic	(TTTG)n|Simple_repeat|Simple_repeat	68112.0	NM_013885	29876.0	Mm.257765	NM_013885	ENSMUSG00000037242	Clic4	D0Jmb3|TU-74|mc3s5|mtCLIC	chloride intracellular channel 4 (mitochondrial)	protein-coding	109.27	104.85	102.2
chr3-21979	chr3	130727972	130730850	+	105.3	27.89	intron (NM_001005859, intron 1 of 4)	intron (NM_001005859, intron 1 of 4)	918.0	NM_001199350	619547.0	Mm.391636	NM_001199350	0	Rpl34-ps1	EG619547|ENSMUSG00000068396|Gm10239	ribosomal protein L34, pseudogene 1	protein-coding	108.07	123.37	81.68
chr7-18308	chr7	114298919	114303767	+	103.0	34.617	Intergenic	ORR1A2|LTR|ERVL-MaLR	-25227.0	NM_011965	26440.0	Mm.121265	NM_011965	ENSMUSG00000030751	Psma1	C2|HC2|Pros-30|alpha-type	proteasome (prosome, macropain) subunit, alpha type 1	protein-coding	114.42	94.3	94.87
chr17-79437	chr17	71615361	71618981	+	101.7	27.237	intron (NM_175639, intron 1 of 17)	intron (NM_175639, intron 1 of 17)	956.0	NM_175639	72515.0	Mm.257762	NM_175639	ENSMUSG00000041057	Wdr43	2610318G08Rik|AU020887|AV024208|Wrd43|mKIAA0007	WD repeat domain 43	protein-coding	107.55	113.25	86.07
chr15-1158	chr15	67038642	67040930	+	101.1	62.83	Intergenic	Intergenic	-70145.0	NM_008681	17988.0	Mm.30837	NM_008681	ENSMUSG00000005125	Ndrg1	CAP43|CMT4D|DRG1|HMSNL|NMSL|Ndr1|Ndrl|PROXY1|RTP|TDD5	N-myc downstream regulated gene 1	protein-coding	100.68	121.0	79.16
chr8-73820	chr8	120723759	120727159	+	98.2	74.473	Intergenic	Intergenic	-10917.0	NM_008320	15900.0	Mm.334861	NM_008320	ENSMUSG00000041515	Irf8	AI893568|ICSBP|IRF-8|Icsbp1|Myls	interferon regulatory factor 8	protein-coding	91.4	129.39	69.74
chr16-68195	chr16	51673803	51677547	+	96.4	52.537	Intergenic	A-rich|Low_complexity|Low_complexity	-355874.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	82.3	155.45	68.27
chr1-10036	chr1	36767783	36771323	+	96.2	21.9	intron (NM_001289765, intron 1 of 12)	L1ME2z|LINE|L1	2619.0	NM_001289765	22637.0	Mm.8038	NM_009539	ENSMUSG00000026117	Zap70	Srk|ZAP-70|mrtle|mur	zeta-chain (TCR) associated protein kinase	protein-coding	57.56	113.68	55.08
chr4-18985	chr4	63937766	63941090	+	96.0	28.803	Intergenic	Intergenic	-78144.0	NM_009403	21949.0	Mm.4664	NM_009403	0	Tnfsf8	CD153|CD30LG|Cd30l	tumor necrosis factor (ligand) superfamily, member 8	protein-coding	63.74	183.87	49.42
chr12-16634	chr12	73906307	73909679	+	95.7	27.837	5' UTR (NM_010431, exon 1 of 15)	5' UTR (NM_010431, exon 1 of 15)	126.0	NM_010431	15251.0	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	86.25	115.18	69.95
chr14-20347	chr14	56281988	56285794	+	95.5	33.31	Intergenic	Intergenic	-21631.0	NM_013542	14939.0	Mm.14874	NM_013542	ENSMUSG00000015437	Gzmb	AI553453|CCP-1/C11|CCP1|Ctla-1|Ctla1|GZB	granzyme B	protein-coding	102.91	99.47	80.0
chr3-22087	chr3	37173217	37176219	+	95.1	35.623000000000005	Intergenic	Intergenic	-48764.0	NM_008366	16183.0	Mm.14190	NM_008366	ENSMUSG00000027720	Il2	Il-2	interleukin 2	protein-coding	68.04	131.76	46.7
chr11-15802	chr11	58192646	58196398	+	93.2	20.247	Intergenic	Intergenic	-5034.0	NM_018738	16145.0	Mm.33902	NM_018738	ENSMUSG00000078853	Igtp	AW558444|Irgm3	interferon gamma induced GTPase	protein-coding	87.45	109.37	85.87
chr1-2934	chr1	61136040	61139000	+	92.5	41.507	Intergenic	Intergenic	159606.0	NM_017480	54167.0	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding	99.48	89.35	73.09
chr6-10016	chr6	87848494	87851906	+	91.4	37.69	intron (NM_001109746, intron 1 of 4)	intron (NM_001109746, intron 1 of 4)	906.0	NM_001109746	12785.0	Mm.290251	NM_013493	ENSMUSG00000030057	Cnbp	AA408710|Cnbp1|Znf9	cellular nucleic acid binding protein	protein-coding	93.63	109.16	73.3
chr4-31934	chr4	48032475	48036581	+	89.6	29.533	Intergenic	Intergenic	-16720.0	NM_015743	18124.0	Mm.247261	NM_015743	ENSMUSG00000028341	Nr4a3	AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC	nuclear receptor subfamily 4, group A, member 3	protein-coding	90.37	81.17	74.35
chr12-24831	chr12	73778036	73780806	+	89.6	44.167	Intergenic	Intergenic	-128446.0	NM_010431	15251.0	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	81.61	128.75	71.83
chr6-34950	chr6	108657174	108659666	+	89.5	151.2	intron (NR_104577, intron 1 of 6)	intron (NR_104577, intron 1 of 6)	-2209.0	NM_011498	20893.0	Mm.2436	NM_011498	ENSMUSG00000030103	Bhlhe40	Bhlhb2|C130042M06Rik|CR8|Clast5|Dec1|Sharp2|Stra13|Stra14	basic helix-loop-helix family, member e40	protein-coding	69.58	148.34	59.48
chr3-1285	chr3	88592717	88594231	+	89.3	54.97	Intergenic	Intergenic	13803.0	NM_025448	66256.0	Mm.7091	NM_025448	ENSMUSG00000041355	Ssr2	1500032E05Rik|AI315033|AU020133|TLAP|TRAPB|TRAPbeta	signal sequence receptor, beta	protein-coding	89.0	74.06	64.29
chr19-3999	chr19	53528125	53531745	+	88.4	41.233000000000004	intron (NM_001085390, intron 1 of 3)	CpG	617.0	NM_001085390	240672.0	Mm.482424	NM_001085390	0	Dusp5	Gm337	dual specificity phosphatase 5	protein-coding	76.8	110.02	58.01
chr10-40404	chr10	127147750	127151386	+	87.7	19.503	Intergenic	L1M4a2|LINE|L1	-15588.0	NR_045166	14421.0	Mm.386762	NM_008080	ENSMUSG00000006731	B4galnt1	4933429D13Rik|Gal-NAc-T|GalNAc-T|GalNAcT|Galgt1|Ggm-2|Ggm2	beta-1,4-N-acetyl-galactosaminyl transferase 1	protein-coding	92.43	80.09	80.21
chr7-5155	chr7	125592573	125595537	+	86.4	68.01	Intergenic	Intergenic	-9374.0	NM_021887	60504.0	Mm.155643	NM_021887	ENSMUSG00000030745	Il21r	NILR	interleukin 21 receptor	protein-coding	76.11	123.37	68.69
chr12-4034	chr12	73841290	73843508	+	86.2	80.46300000000001	Intergenic	Intergenic	-65468.0	NM_010431	15251.0	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	89.51	107.86	64.5
chr17-17258	chr17	29487672	29490740	+	84.5	56.913000000000004	Intergenic	Intergenic	-1839.0	NM_008842	18712.0	Mm.405293	NM_008842	0	Pim1	Pim-1	proviral integration site 1	protein-coding	79.37	96.02	64.29
chr18-3003	chr18	82536668	82539610	+	84.3	22.29	intron (NM_001025245, intron 3 of 3)	intron (NM_001025245, intron 3 of 3)	-16324.0	NM_001025258	17196.0	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	84.01	83.75	71.83
chr17-41514	chr17	29435451	29439301	+	82.8	30.91	Intergenic	CpG	-53669.0	NM_008842	18712.0	Mm.405293	NM_008842	0	Pim1	Pim-1	proviral integration site 1	protein-coding	79.03	81.6	66.81
chr11-71666	chr11	88045755	88049541	+	82.7	77.15	5' UTR (NM_001078167, exon 1 of 3)	5' UTR (NM_001078167, exon 1 of 3)	275.0	NM_173374	110809.0	Mm.391719	NM_173374	ENSMUSG00000018379	Srsf1	1110054N12Rik|5730507C05Rik|6330415C05Rik|AI482334|AW491331|Asf|Sf2|Sfrs1	serine/arginine-rich splicing factor 1	protein-coding	84.36	90.64	67.02
chr16-22158	chr16	18245790	18249622	+	82.1	10.75	intron (NM_011239, intron 1 of 5)	intron (NM_011239, intron 1 of 5)	988.0	NM_011239	19385.0	Mm.235287	NM_011239	0	Ranbp1	Htf9a	RAN binding protein 1	protein-coding	69.75	79.45	69.32
chr8-58020	chr8	83713656	83717344	+	81.6	97.17	intron (NM_197982, intron 1 of 10)	CpG	323.0	NM_197982	68278.0	Mm.28222	NM_197982	ENSMUSG00000005481	Ddx39	2610307C23Rik|BAT1|DDXL|Ddx39a|URH49	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39	protein-coding	77.83	105.71	60.73
chr16-14082	chr16	10682446	10684782	+	80.6	38.063	intron (NM_177562, intron 18 of 22)	L1ME3G|LINE|L1	101922.0	NM_009896	12703.0	Mm.130	NM_009896	ENSMUSG00000038037	Socs1	Cish1|Cish7|JAB|SOCS-1|SSI-1	suppressor of cytokine signaling 1	protein-coding	73.19	117.55	60.94
chr16-6954	chr16	10740017	10742335	+	80.4	30.4	intron (NM_177562, intron 22 of 22)	(A)n|Simple_repeat|Simple_repeat	44360.0	NM_009896	12703.0	Mm.130	NM_009896	ENSMUSG00000038037	Socs1	Cish1|Cish7|JAB|SOCS-1|SSI-1	suppressor of cytokine signaling 1	protein-coding	86.25	80.52	64.29
chr7-2401	chr7	46831062	46833536	+	79.9	55.423	Intergenic	Intergenic	-13505.0	NR_102727	16828.0	Mm.29324	NM_010699	ENSMUSG00000063229	Ldha	Ldh1|Ldhm|l7R2	lactate dehydrogenase A	protein-coding	79.89	91.5	63.46
chr2-9847	chr2	152828821	152832043	+	79.1	16.187	5' UTR (NM_001289716, exon 1 of 3)	5' UTR (NM_001289716, exon 1 of 3)	285.0	NM_001289739	12048.0	Mm.238213	NM_009743	ENSMUSG00000007659	Bcl2l1	Bcl(X)L|Bcl-XL|Bcl2l|BclX|bcl-x|bcl2-L-1	BCL2-like 1	protein-coding	60.82	100.98	55.5
chr4-22705	chr4	48038059	48040811	+	78.5	27.38	Intergenic	Intergenic	-11813.0	NM_015743	18124.0	Mm.247261	NM_015743	ENSMUSG00000028341	Nr4a3	AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC	nuclear receptor subfamily 4, group A, member 3	protein-coding	88.14	77.08	69.53
chr1-3099	chr1	167268362	167270984	+	78.4	71.023	intron (NM_030724, intron 1 of 6)	(CGGGG)n|Simple_repeat|Simple_repeat	15454.0	NM_030724	80914.0	Mm.280895	NM_030724	ENSMUSG00000026558	Uck2	AA407809|AI481316|AU018180|AU020720|TSA903|UK|UMK|Umpk	uridine-cytidine kinase 2	protein-coding	75.77	98.61	67.23
chr8-18685	chr8	111032874	111035322	+	77.5	79.983	5' UTR (NM_146217, exon 1 of 21)	5' UTR (NM_146217, exon 1 of 21)	256.0	NM_146217	234734.0	Mm.24174	NM_146217	0	Aars	AI316495|C76919|sti	alanyl-tRNA synthetase	protein-coding	70.61	106.14	51.31
chr17-1015	chr17	51833416	51835294	+	76.2	47.96	Intergenic	Intergenic	-1065.0	NM_001163632	20230.0	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	72.5	86.33	46.28
chr7-106581	chr7	125633277	125636505	+	75.5	18.863	Intergenic	Intergenic	31462.0	NM_021887	60504.0	Mm.155643	NM_021887	ENSMUSG00000030745	Il21r	NILR	interleukin 21 receptor	protein-coding	73.36	64.8	57.59
chr18-2215	chr18	38440492	38443036	+	74.5	29.643	intron (NM_022996, intron 1 of 7)	intron (NM_022996, intron 1 of 7)	22789.0	NM_022996	65113.0	Mm.102496	NM_022996	ENSMUSG00000024425	Ndfip1	0610010M22Rik|N4wbp5	Nedd4 family interacting protein 1	protein-coding	50.68	80.74	41.26
chr1-84489	chr1	61028656	61031878	+	72.8	45.317	Intergenic	MIR3|SINE|MIR	52353.0	NM_017480	54167.0	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding	88.82	69.97	67.85
chr11-27869	chr11	57961861	57963115	+	72.7	103.427	Intergenic	Intergenic	-46576.0	NM_028451	73158.0	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding	85.39	74.28	52.78
chr18-14631	chr18	34957741	34959345	+	71.9	125.84	Intergenic	Intergenic	-4192.0	NM_010481	15526.0	Mm.209419	NM_010481	ENSMUSG00000024359	Hspa9	74kDa|Csa|Grp75|Hsc74|Hsp74|Hsp74a|Hspa9a|Mortalin|Mot-2|Mot2|Mthsp70|Pbp74	heat shock protein 9	protein-coding	85.22	66.1	65.13
chr18-2736	chr18	77773364	77776268	+	71.8	36.33	intron (NM_007505, intron 1 of 11)	(A)n|Simple_repeat|Simple_repeat	1048.0	NM_007505	11946.0	Mm.276137	NM_007505	ENSMUSG00000025428	Atp5a1	AI035633|AL022851|AL023067|Atpm|D18Ertd206e|Mom2	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1	protein-coding	75.42	81.38	61.78
chr11-4903	chr11	75487208	75489384	+	70.9	17.813	intron (NM_138659, intron 2 of 41)	intron (NM_138659, intron 2 of 41)	1519.0	NM_138659	192159.0	Mm.3757	NM_138659	ENSMUSG00000020850	Prpf8	AU019467|D11Bwg0410e|DBF3/PRP8|Prp8|Sfprp8l	pre-mRNA processing factor 8	protein-coding	45.7	57.7	37.7
chr16-62033	chr16	51716997	51720145	+	70.6	31.31	Intergenic	Intergenic	-312978.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	59.44	77.94	50.68
chr4-7944	chr4	152189511	152192521	+	70.5	28.767	intron (NM_001146057, intron 1 of 8)	intron (NM_001146057, intron 1 of 8)	4882.0	NM_001146057	70025.0	Mm.296191	NM_133348	ENSMUSG00000028937	Acot7	2410041A17Rik|Ach1|Act|Bach|CTE-IIa|Cte-II|Lach1	acyl-CoA thioesterase 7	protein-coding	81.26	74.49	72.46
chr9-2358	chr9	40743822	40745238	+	69.9	60.707	intron (NM_133733, intron 1 of 6)	intron (NM_133733, intron 1 of 6)	-56743.0	NM_031165	15481.0	Mm.290774	NM_031165	ENSMUSG00000015656	Hspa8	2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73|Hspa10	heat shock protein 8	protein-coding	76.45	52.96	56.96
chr19-24126	chr19	53518927	53521301	+	69.2	52.083	Intergenic	Intergenic	-9204.0	NM_001085390	240672.0	Mm.482424	NM_001085390	0	Dusp5	Gm337	dual specificity phosphatase 5	protein-coding	65.29	85.9	58.01
chr4-18163	chr4	47798506	47800170	+	68.8	57.477	Intergenic	L1MB3|LINE|L1	-251910.0	NM_015743	18124.0	Mm.247261	NM_015743	ENSMUSG00000028341	Nr4a3	AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC	nuclear receptor subfamily 4, group A, member 3	protein-coding	87.96	44.35	63.25
chr17-3163	chr17	29094356	29096898	+	68.6	46.223	intron (NM_007669, intron 1 of 2)	CpG	1855.0	NM_007669	12575.0	Mm.195663	NM_007669	ENSMUSG00000023067	Cdkn1a	CAP20|CDKI|CIP1|Cdkn1|P21|SDI1|Waf1|mda6|p21Cip1|p21WAF	cyclin-dependent kinase inhibitor 1A (P21)	protein-coding	44.84	75.14	45.24
chr6-14462	chr6	83311873	83313895	+	67.8	46.173	intron (NM_008638, intron 2 of 7)	intron (NM_008638, intron 2 of 7)	4720.0	NM_008638	17768.0	Mm.443	NM_008638	ENSMUSG00000005667	Mthfd2	AW558851|NMDMC	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase	protein-coding	69.24	55.55	62.83
chr11-43297	chr11	99185071	99187549	+	67.7	54.623000000000005	Intergenic	Intergenic	-31233.0	NM_007719	12775.0	Mm.2932	NM_007719	ENSMUSG00000037944	Ccr7	CD197|Cdw197|Cmkbr7|EBI1|Ebi1h	chemokine (C-C motif) receptor 7	protein-coding	59.44	82.67	54.03
chr17-13604	chr17	29427971	29431207	+	67.6	21.443	Intergenic	B4A|SINE|B4	-61456.0	NM_008842	18712.0	Mm.405293	NM_008842	0	Pim1	Pim-1	proviral integration site 1	protein-coding	79.03	58.56	62.83
chr11-89884	chr11	40742941	40746063	+	67.0	36.103	Intergenic	Intergenic	10784.0	NM_009831	12450.0	Mm.2103	NM_009831	ENSMUSG00000020326	Ccng1	AI314029	cyclin G1	protein-coding	84.18	47.15	65.55
chr1-10945	chr1	51518729	51522189	+	66.3	30.32	Intergenic	Intergenic	-42060.0	NM_028696	109019.0	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	68.89	57.27	64.71
chr16-25226	chr16	52142067	52144723	+	66.1	70.58	intron (NM_001033238, intron 9 of 17)	intron (NM_001033238, intron 9 of 17)	111846.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	81.78	59.64	52.99
chr4-53742	chr4	63934424	63937360	+	65.8	39.23	Intergenic	Intergenic	-74608.0	NM_009403	21949.0	Mm.4664	NM_009403	0	Tnfsf8	CD153|CD30LG|Cd30l	tumor necrosis factor (ligand) superfamily, member 8	protein-coding	50.34	113.03	40.42
chr9-62938	chr9	66881198	66883970	+	65.6	36.29	intron (NM_173413, intron 1 of 7)	intron (NM_173413, intron 1 of 7)	37121.0	NM_173413	235442.0	Mm.260376	NM_173413	ENSMUSG00000036943	Rab8b	5930437D16|D330025I23Rik	RAB8B, member RAS oncogene family	protein-coding	68.04	70.62	57.38
chr16-65612	chr16	32592961	32595305	+	65.5	37.61	Intergenic	Intergenic	-14763.0	NM_011638	22042.0	Mm.28683	NM_011638	ENSMUSG00000022797	Tfrc	2610028K12Rik|AI195355|AI426448|AU015758|CD71|E430033M20Rik|Mtvr-1|Mtvr1|TFR|TFR1|TR|Trfr|p90	transferrin receptor	protein-coding	67.18	89.78	53.61
chr16-12762	chr16	51689815	51692077	+	64.4	84.76299999999999	Intergenic	RLTR24|LTR|ERV1	-340603.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	60.65	86.55	36.86
chr11-22180	chr11	54865116	54868336	+	64.2	48.507	intron (NM_008248, intron 1 of 2)	CpG	288.0	NM_008248	15254.0	Mm.425	NM_008248	ENSMUSG00000020267	Hint1	AA673479|Hint|Ipk1|PKCI-1|PRKCNH1	histidine triad nucleotide binding protein 1	protein-coding	60.48	76.0	54.45
chr16-77416	chr16	45388513	45391513	+	63.6	51.217	intron (NM_010818, intron 5 of 5)	intron (NM_010818, intron 5 of 5)	19040.0	NM_010818	17470.0	Mm.245851	NM_010818	ENSMUSG00000022661	Cd200	Mox2|OX2	CD200 antigen	protein-coding	66.83	73.42	52.57
