PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K4me2/AND-CD4TCell-ChIP-H3K4me2-All-Conditions-KAA-14-10-20/regions.txt mm10 -size given -d AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	0.1uM PCC	100uM K99A	10uM K99A	10uM PCC	No Peptide
chr9-6442	chr9	107631969	107636727	+	263.8	45.98	intron (NM_008138, intron 1 of 8)	intron (NM_008138, intron 1 of 8)	994	NM_008138	14678	Mm.196464	NM_008138	ENSMUSG00000032562	Gnai2	C76432|Galphai2|Gia|Gnai-2	guanine nucleotide binding protein (G protein), alpha inhibiting 2	protein-coding	289.58	206.99	268.24	219.5	307.03
chr7-31281	chr7	63931542	63937122	+	262.4	26.96	intron (NM_021366, intron 1 of 1)	B1_Mus1|SINE|Alu	4583	NM_021366	50794	Mm.240473	NM_021366	ENSMUSG00000052040	Klf13	0610043C13Rik|9430029L20Rik|Bteb3|FKLF-2|FKLF2|NSLP1|RFLAT-1|RFLAT1	Kruppel-like factor 13	protein-coding	298.23	227.92	278.28	202.18	347.92
chr15-16040	chr15	80610280	80617416	+	261.7	14.743	intron (NM_001289442, intron 1 of 7)	intron (NM_001289442, intron 1 of 7)	-9635	NM_010815	17444	Mm.12947	NM_010815	ENSMUSG00000042351	Grap2	GRAP-2|GRB2L|GRBLG|GRID|Gads|GrbX|Grf40|GrpL|Mona|P38	GRB2-related adaptor protein 2	protein-coding	291.44	226.22	286.03	226.44	313.71
chr5-20544	chr5	134265077	134274187	+	256.3	20.11	intron (NM_001080749, intron 10 of 32)	intron (NM_001080749, intron 10 of 32)	-40007	NM_010876	17969	Mm.425296	NM_010876	ENSMUSG00000015950	Ncf1	NCF-47K|NOXO2|Ncf-1|p47-phox|p47<phox>|p47phox	neutrophil cytosolic factor 1	protein-coding	256.24	234.7	273.26	219.5	288.68
chr8-1566	chr8	72320173	72323937	+	242.9	48.287	TTS (NM_008452)	TTS (NM_008452)	2993	NM_008452	16598	Mm.26938	NM_008452	ENSMUSG00000055148	Klf2	Lklf	Kruppel-like factor 2 (lung)	protein-coding	276.62	186.63	262.77	195.82	307.87
chr6-12121	chr6	86664043	86668703	+	241.5	23.963	intron (NM_010751, intron 2 of 5)	intron (NM_010751, intron 2 of 5)	2786	NM_010751	17119	Mm.279580	NM_010751	ENSMUSG00000001156	Mxd1	AW122478|Mad|Mad1	MAX dimerization protein 1	protein-coding	248.22	188.33	303.37	181.96	283.67
chr4-10412	chr4	59200409	59207447	+	239.7	10.802999999999999	intron (NM_011673, intron 1 of 8)	intron (NM_011673, intron 1 of 8)	14378	NM_011673	22234	Mm.198803	NM_011673	ENSMUSG00000028381	Ugcg	AU043821|C80537|Epcs21|GlcT-1|Ugcgl	UDP-glucose ceramide glucosyltransferase	protein-coding	249.45	192.85	249.99	206.22	280.33
chr19-10871	chr19	6339719	6344511	+	235.9	43.6	intron (NR_117093, intron 3 of 30)	MIR3|SINE|MIR	955	NM_009006	26412	Mm.25860	NM_009006	0	Map4k2	AI385662|BL44|GCK|Rab8ip	mitogen-activated protein kinase kinase kinase kinase 2	protein-coding	254.39	198.51	258.21	186.58	295.35
chr11-16205	chr11	79518697	79524317	+	234.6	10.12	intron (NM_146023, intron 3 of 3)	B1_Mur1|SINE|Alu	2255	NM_001077496	216984	Mm.439665	NM_001077496	0	Evi2b	Evi-2|Evi2	ecotropic viral integration site 2b	protein-coding	218.58	189.46	239.5	172.14	235.28
chr9-10826	chr9	108338200	108343612	+	233.9	27.976999999999997	TTS (NM_008160)	TTS (NM_008160)	1826	NM_008160	14775	Mm.1090	NM_008160	ENSMUSG00000063856	Gpx1	AI195024|AL033363|CGPx|GPx-1|GSHPx-1|Gpx	glutathione peroxidase 1	protein-coding	255.01	176.45	258.21	207.37	277.83
chr19-1806	chr19	53184092	53189284	+	233.7	15.897	intron (NM_013758, intron 1 of 15)	intron (NM_013758, intron 1 of 15)	42691	NM_013758	27360	Mm.426080	NM_013758	ENSMUSG00000025026	Add3	AI463285|R75380	adducin 3 (gamma)	protein-coding	251.3	215.47	262.31	201.6	261.15
chr11-12421	chr11	97998064	98003068	+	223.2	43.306999999999995	TTS (NM_145121)	TTS (NM_145121)	-4393	NM_207231	217151	Mm.277896	NM_207231	ENSMUSG00000038352	Arl5c	Arl12|BC065791	ADP-ribosylation factor-like 5C	protein-coding	228.46	184.37	230.83	209.11	276.16
chr3-25360	chr3	95139869	95143483	+	221.2	25.633000000000003	intron (NM_027206, intron 1 of 1)	intron (NM_027206, intron 1 of 1)	684	NM_027206	69769	Mm.34368	NM_027206	ENSMUSG00000013707	Tnfaip8l2	1810019A08Rik|AW610835|TIPE2	tumor necrosis factor, alpha-induced protein 8-like 2	protein-coding	204.99	136.3	229.47	161.16	247.8
chr1-40013	chr1	128588743	128593595	+	221.2	37.12	intron (NM_009911, intron 1 of 1)	CpG	1130	NM_009911	12767	Mm.1401	NM_009911	ENSMUSG00000045382	Cxcr4	CD184|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo	chemokine (C-X-C motif) receptor 4	protein-coding	235.87	153.83	257.29	189.47	279.5
chr17-14574	chr17	35184261	35191155	+	220.8	15.323	intron (NM_010734, intron 1 of 3)	intron (NM_010734, intron 1 of 3)	732	NM_010734	16988	Mm.19379	NM_010734	ENSMUSG00000073412	Lst1	B144	leukocyte specific transcript 1	protein-coding	222.9	193.42	243.61	198.71	260.31
chr16-9044	chr16	36933415	36936975	+	218.8	22.14	intron (NM_008225, intron 1 of 13)	intron (NM_008225, intron 1 of 13)	212	NM_008225	15163	Mm.4091	NM_008225	ENSMUSG00000022831	Hcls1	AW213261|HS1	hematopoietic cell specific Lyn substrate 1	protein-coding	214.87	180.41	226.27	190.62	239.45
chr5-14156	chr5	140645028	140650148	+	214.5	21.337	intron (NM_175274, intron 1 of 13)	intron (NM_175274, intron 1 of 13)	1443	NM_175274	78339	Mm.28947	NM_175274	ENSMUSG00000036565	Ttyh3	2900029G13Rik|AI414930	tweety homolog 3 (Drosophila)	protein-coding	219.81	164.01	228.55	181.38	260.31
chr11-32164	chr11	97804801	97811753	+	214.5	16.723	intron (NM_010688, intron 2 of 6)	intron (NM_010688, intron 2 of 6)	8605	NM_010688	16796	Mm.271967	NM_010688	ENSMUSG00000038366	Lasp1	AA408629|Def-4|SH3P6|Tg(Col1a1-lacZ)1Ngma	LIM and SH3 protein 1	protein-coding	204.38	222.83	215.32	203.33	231.11
chr11-24240	chr11	3333965	3340315	+	214.2	13.71	intron (NM_178149, intron 5 of 5)	C-rich|Low_complexity|Low_complexity	6409	NM_178149	216505	Mm.390323	NM_178149	ENSMUSG00000034614	Pik3ip1	1500004A08Rik|5830455E04Rik|Crkd|Hgfl	phosphoinositide-3-kinase interacting protein 1	protein-coding	222.9	177.02	226.27	176.76	291.18
chr5-6251	chr5	64810346	64813800	+	209.2	48.577	intron (NM_008453, intron 1 of 5)	intron (NM_008453, intron 1 of 5)	8550	NM_008453	16599	Mm.392759	NM_008453	ENSMUSG00000029178	Klf3	9930027G08Rik|AL024007|Bklf|Tef-2	Kruppel-like factor 3 (basic)	protein-coding	214.26	172.49	242.24	156.54	275.33
chr15-10485	chr15	3269423	3273891	+	205.1	39.0	intron (NM_009155, intron 1 of 4)	B1_Mus1|SINE|Alu	680	NM_009155	20363	Mm.392203	NM_009155	ENSMUSG00000064373	Sepp1	AU018766|D15Ucla1|Se-P|selp	selenoprotein P, plasma, 1	protein-coding	230.31	162.88	211.22	170.4	251.13
chr15-3383	chr15	66558965	66562509	+	201.5	19.63	5' UTR (NM_172514, exon 1 of 10)	5' UTR (NM_172514, exon 1 of 10)	309	NM_172514	213068	Mm.132299	NM_172514	ENSMUSG00000036944	Tmem71	AI661017|E430024D12	transmembrane protein 71	protein-coding	211.17	124.42	182.48	143.26	201.91
chr5-1917	chr5	115507201	115510539	+	200.8	21.81	intron (NM_011223, intron 1 of 10)	intron (NM_011223, intron 1 of 10)	2194	NM_133915	19303	Mm.18714	NM_011223	ENSMUSG00000029528	Pxn	AW108311|AW123232|Pax	paxillin	protein-coding	213.64	164.01	215.32	186.0	200.24
chr19-9098	chr19	12470573	12476271	+	200.5	10.443	intron (NM_172442, intron 7 of 8)	intron (NM_172442, intron 7 of 8)	12643	NM_010821	17476	Mm.3999	NM_010821	ENSMUSG00000046805	Mpeg1	MPS1|Mpg-1	macrophage expressed gene 1	protein-coding	188.94	162.31	194.34	153.65	251.97
chr19-5299	chr19	9981372	9984738	+	199.0	23.933000000000003	intron (NR_073181, intron 2 of 4)	CpG	409	NM_010239	14319	Mm.1776	NM_010239	ENSMUSG00000024661	Fth1	FHC|Fth|HFt|MFH	ferritin heavy chain 1	protein-coding	210.55	145.91	209.85	177.34	222.77
chr9-20300	chr9	110878699	110883533	+	195.4	35.39	intron (NM_001146060, intron 1 of 26)	intron (NM_001146060, intron 1 of 26)	794	NM_001146060	235633	Mm.86338	NM_146228	ENSMUSG00000044037	Als2cl	79H19D|79H19E|BC022645|D930044G19Rik|mRn.49018	ALS2 C-terminal like	protein-coding	211.17	144.78	213.5	158.27	273.66
chr12-4249	chr12	78857426	78861316	+	194.4	21.41	intron (NM_023721, intron 1 of 8)	intron (NM_023721, intron 1 of 8)	2267	NM_023721	73834	Mm.491124	NM_023721	ENSMUSG00000021114	Atp6v1d	1110004P10Rik|Atp6m|VATD|Vma8	ATPase, H+ transporting, lysosomal V1 subunit D	protein-coding	195.73	173.06	199.81	152.5	247.8
chr7-9110	chr7	63983716	63988406	+	192.3	50.17	Intergenic	G-rich|Low_complexity|Low_complexity	-47146	NM_021366	50794	Mm.240473	NM_021366	ENSMUSG00000052040	Klf13	0610043C13Rik|9430029L20Rik|Bteb3|FKLF-2|FKLF2|NSLP1|RFLAT-1|RFLAT1	Kruppel-like factor 13	protein-coding	219.81	153.83	175.63	168.09	292.02
chr19-5280	chr19	57130383	57134667	+	188.8	23.093000000000004	intron (NM_001290813, intron 6 of 20)	intron (NM_001290813, intron 6 of 20)	-13501	NM_001103178	226251	Mm.217161	NM_178688	ENSMUSG00000025085	Ablim1	2210411C18Rik|2610209L21Rik|4833406P10Rik|9330196J19Rik|AV079770|AW060987|AW215784|Limab1|mKIAA0059	actin-binding LIM protein 1	protein-coding	169.18	181.54	173.81	168.09	185.22
chrX-4958	chrX	140539188	140545692	+	188.6	12.11	intron (NM_001077364, intron 2 of 3)	intron (NM_001077364, intron 2 of 3)	228	NR_122039	14605	Mm.22216	NM_010286	ENSMUSG00000031431	Tsc22d3	DIP|Dsip1|Gilz|TSC-22R|Tilz3	TSC22 domain family, member 3	protein-coding	198.82	139.69	197.99	172.72	186.06
chr6-13830	chr6	122740899	122743625	+	187.2	73.9	intron (NM_011401, intron 1 of 9)	intron (NM_011401, intron 1 of 9)	483	NM_011401	20527	Mm.395108	NM_011401	ENSMUSG00000003153	Slc2a3	AA408729|AL023014|AL024341|AU040424|C78366|Glut-3|Glut3	solute carrier family 2 (facilitated glucose transporter), member 3	protein-coding	203.76	159.49	215.32	159.43	206.91
chr1-21493	chr1	181839098	181842270	+	187.0	31.366999999999997	intron (NM_133815, intron 1 of 13)	intron (NM_133815, intron 1 of 13)	1717	NM_133815	98386	Mm.4538	NM_133815	ENSMUSG00000004880	Lbr	AI505894|ic	lamin B receptor	protein-coding	187.09	141.95	203.01	153.08	233.61
chr7-6769	chr7	142385537	142388487	+	186.4	78.327	intron (NM_009983, intron 1 of 8)	intron (NM_009983, intron 1 of 8)	858	NM_009983	13033	Mm.231395	NM_009983	ENSMUSG00000007891	Ctsd	CD|CatD	cathepsin D	protein-coding	185.85	156.66	192.06	169.83	236.12
chr2-24246	chr2	132027130	132031360	+	185.9	65.653	intron (NM_175445, intron 1 of 10)	CpG	743	NM_175445	215653	Mm.204737	NM_175445	ENSMUSG00000027339	Rassf2	3830431H01Rik|9030412M04Rik|AI852669|AW495050	Ras association (RalGDS/AF-6) domain family member 2	protein-coding	191.41	137.43	203.01	147.88	242.79
chr6-13538	chr6	134915156	134919410	+	184.9	14.91	Intergenic	Intergenic	-3118	NM_009875	12576	Mm.2958	NM_009875	ENSMUSG00000003031	Cdkn1b	AA408329|AI843786|Kip1|p27|p27Kip1	cyclin-dependent kinase inhibitor 1B	protein-coding	156.21	118.2	169.7	130.55	176.88
chr7-7817	chr7	24461380	24468070	+	183.6	15.417	intron (NM_011113, intron 1 of 6)	B1_Mur3|SINE|Alu	2225	NM_011113	18793	Mm.1359	NM_011113	ENSMUSG00000046223	Plaur	Cd87|u-PAR|uPAR	plasminogen activator, urokinase receptor	protein-coding	205.61	183.8	180.65	188.89	139.33
chr17-4962	chr17	84144700	84149746	+	183.3	17.253	Intergenic	Intergenic	40724	NM_001001806	12193	Mm.259321	NM_001001806	ENSMUSG00000045817	Zfp36l2	Brf2|ERF2|Tis11d	zinc finger protein 36, C3H type-like 2	protein-coding	211.79	159.49	195.71	180.8	168.53
chr4-3507	chr4	134923676	134926792	+	182.6	24.476999999999997	intron (NM_023665, intron 2 of 4)	intron (NM_023665, intron 2 of 4)	1609	NM_023665	27981	Mm.331964	NM_023665	ENSMUSG00000037266	Rsrp1	2700043I21Rik|D4Ucla2|D4Wsu53e	arginine/serine rich protein 1	protein-coding	184.62	117.63	200.73	125.93	190.23
chr10-15018	chr10	111993677	111997689	+	182.4	30.406999999999996	intron (NM_028608, intron 1 of 5)	B1_Mus1|SINE|Alu	1581	NM_028608	73690	Mm.173790	NM_028608	ENSMUSG00000056888	Glipr1	2410114O14Rik|RTVP-1|RTVP1|mRTVP-1	GLI pathogenesis-related 1 (glioma)	protein-coding	195.73	134.04	195.25	167.52	203.58
chr1-7157	chr1	134092615	134096431	+	182.3	21.4	Intergenic	Intergenic	-15368	NM_007570	12227	Mm.392646	NM_007570	ENSMUSG00000020423	Btg2	AA959598|APRO1|Pc3|TIS21	B cell translocation gene 2, anti-proliferative	protein-coding	238.34	170.23	223.53	166.36	183.55
chr19-126	chr19	6400457	6402809	+	180.9	89.053	intron (NM_011242, intron 1 of 16)	CpG	1050	NM_011242	19395	Mm.77017	NM_011242	ENSMUSG00000032946	Rasgrp2	CDC25L|Caldaggef1	RAS, guanyl releasing protein 2	protein-coding	164.24	102.93	194.34	113.22	207.75
chr14-9314	chr14	73380771	73384491	+	180.6	12.247	intron (NM_008410, intron 1 of 5)	intron (NM_008410, intron 1 of 5)	2640	NM_008410	16432	Mm.4266	NM_008410	ENSMUSG00000022108	Itm2b	AI256040|Bri|Bri2|Bricd2b|D14Sel6|E25BMM|imBRI2	integral membrane protein 2B	protein-coding	188.94	143.65	191.15	146.14	221.1
chr10-10386	chr10	60369383	60374241	+	179.3	30.703000000000003	3' UTR (NM_028732, exon 7 of 7)	3' UTR (NM_028732, exon 7 of 7)	24961	NM_028732	74048	Mm.273584	NM_028732	ENSMUSG00000020101	4632428N05Rik	Dies1|PD-1H|VISTA	RIKEN cDNA 4632428N05 gene	protein-coding	178.44	158.35	184.3	161.74	201.07
chr12-7038	chr12	108644503	108648291	+	178.2	65.46	intron (NM_001163396, intron 2 of 14)	intron (NM_001163396, intron 2 of 14)	10644	NM_001163396	14026	Mm.238841	NM_007965	ENSMUSG00000021262	Evl	AI528774	Ena-vasodilator stimulated phosphoprotein	protein-coding	182.15	153.26	184.3	156.54	230.27
chr11-49244	chr11	97993954	97997312	+	177.8	37.14	intron (NM_207231, intron 1 of 5)	intron (NM_207231, intron 1 of 5)	540	NM_207231	217151	Mm.277896	NM_207231	ENSMUSG00000038352	Arl5c	Arl12|BC065791	ADP-ribosylation factor-like 5C	protein-coding	192.64	135.17	206.2	157.12	211.92
chr15-9171	chr15	80598793	80603525	+	176.7	8.55	intron (NM_001289442, intron 1 of 7)	ID_B1|SINE|B4	-22324	NM_010815	17444	Mm.12947	NM_010815	ENSMUSG00000042351	Grap2	GRAP-2|GRB2L|GRBLG|GRID|Gads|GrbX|Grf40|GrpL|Mona|P38	GRB2-related adaptor protein 2	protein-coding	179.06	162.88	201.18	165.78	181.05
chr11-26366	chr11	102429527	102432867	+	174.7	32.15	intron (NM_008175, intron 1 of 12)	intron (NM_008175, intron 1 of 12)	875	NM_008175	14824	Mm.1568	NM_008175	ENSMUSG00000034708	Grn	Pgrn|epithelin	granulin	protein-coding	186.47	135.73	205.29	139.21	209.42
chr4-20631	chr4	101252278	101255320	+	173.1	29.807	intron (NM_146145, intron 1 of 24)	intron (NM_146145, intron 1 of 24)	11483	NM_146145	16451	Mm.289657	NM_146145	ENSMUSG00000028530	Jak1	AA960307|C130039L05Rik	Janus kinase 1	protein-coding	192.64	139.69	187.04	165.78	196.07
chr13-11848	chr13	49213635	49217601	+	171.3	35.187	intron (NM_026738, intron 1 of 5)	CpG	408	NM_026738	68480	Mm.3336	NM_026738	ENSMUSG00000037960	1110007C09Rik	AI851695|Bincard	RIKEN cDNA 1110007C09 gene	protein-coding	173.5	124.99	171.98	146.14	185.22
chr7-1260	chr7	30392177	30394855	+	171.3	23.97	Intergenic	RMER10A|LTR|ERVL	-20272	NM_011662	22177	Mm.46301	NM_011662	ENSMUSG00000030579	Tyrobp	DAP12|KARAP|Ly83	TYRO protein tyrosine kinase binding protein	protein-coding	190.79	127.81	177.46	160.01	194.4
chr15-5975	chr15	78243507	78246859	+	168.8	18.733	intron (NM_008677, intron 1 of 9)	intron (NM_008677, intron 1 of 9)	372	NM_008677	17972	Mm.2068	NM_008677	ENSMUSG00000071715	Ncf4	AI451400|p40phox	neutrophil cytosolic factor 4	protein-coding	185.24	143.65	159.21	125.35	185.22
chr3-11831	chr3	115798371	115802135	+	168.4	16.76	Intergenic	ID_B1|SINE|B4	-85198	NM_007901	13609	Mm.982	NM_007901	ENSMUSG00000045092	S1pr1	AI849002|Edg1|Lpb1|S1p|S1p1	sphingosine-1-phosphate receptor 1	protein-coding	177.83	153.83	180.65	132.28	202.74
chr1-7507	chr1	193187828	193191750	+	167.9	16.22	intron (NM_153137, intron 8 of 15)	intron (NM_153137, intron 8 of 15)	11757	NM_153137	215243	Mm.261259	NM_153137	ENSMUSG00000037318	Traf3ip3	6030423D04Rik|AI115021|T3jam	TRAF3 interacting protein 3	protein-coding	169.8	136.3	173.35	144.41	184.39
chr17-15004	chr17	84309697	84314155	+	166.9	14.017000000000001	intron (NM_183021, intron 28 of 37)	intron (NM_183021, intron 28 of 37)	-123979	NM_001001806	12193	Mm.259321	NM_001001806	ENSMUSG00000045817	Zfp36l2	Brf2|ERF2|Tis11d	zinc finger protein 36, C3H type-like 2	protein-coding	182.15	121.59	167.42	123.04	251.13
chr18-2214	chr18	56455697	56459765	+	166.8	14.29	intron (NM_026240, intron 1 of 13)	intron (NM_026240, intron 1 of 13)	25599	NM_026240	107022	Mm.24356	NM_026240	ENSMUSG00000001700	Gramd3	9030613F08Rik|9130427A09Rik|AW061306|NS3TP2	GRAM domain containing 3	protein-coding	186.47	139.13	176.09	139.21	177.71
chr15-12033	chr15	102458071	102461483	+	166.4	19.093	intron (NM_025385, intron 2 of 4)	B1_Mm|SINE|Alu	607	NM_025385	66151	Mm.393955	NM_025385	ENSMUSG00000023048	Prr13	1110020C13Rik|2010324E22Rik	proline rich 13	protein-coding	175.97	136.3	172.9	169.25	153.52
chr2-11044	chr2	102899145	102902357	+	166.4	24.163	intron (NM_001177787, intron 1 of 10)	intron (NM_001177787, intron 1 of 10)	914	NM_001177787	12505	Mm.423621	NM_009851	ENSMUSG00000005087	Cd44	AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1	CD44 antigen	protein-coding	193.88	147.61	152.82	138.06	197.74
chr6-6277	chr6	134920944	134924942	+	165.8	12.513	intron (NM_009875, intron 2 of 2)	intron (NM_009875, intron 2 of 2)	2542	NM_009875	12576	Mm.2958	NM_009875	ENSMUSG00000003031	Cdkn1b	AA408329|AI843786|Kip1|p27|p27Kip1	cyclin-dependent kinase inhibitor 1B	protein-coding	185.85	126.12	223.99	142.68	201.07
chr7-13943	chr7	141391096	141393704	+	165.2	56.126999999999995	intron (NM_011528, intron 1 of 7)	CpG	240	NM_011528	21351	Mm.29182	NM_011528	ENSMUSG00000025503	Taldo1	-	transaldolase 1	protein-coding	180.3	158.35	161.95	139.21	189.39
chrX-11766	chrX	74241156	74247098	+	164.5	24.02	intron (NM_001290421, intron 1 of 46)	intron (NM_001290421, intron 1 of 46)	2407	NM_010227	192176	Mm.295533	NM_010227	ENSMUSG00000031328	Flna	ABP-280|Dilp2|F730004A14Rik|Fln1|GENA 379|filamin-1	filamin, alpha	protein-coding	169.18	144.22	168.79	144.41	194.4
chr19-15842	chr19	53139517	53141759	+	163.5	44.59	5' UTR (NM_001164099, exon 1 of 15)	5' UTR (NM_001164099, exon 1 of 15)	195	NM_001164101	27360	Mm.426080	NM_013758	ENSMUSG00000025026	Add3	AI463285|R75380	adducin 3 (gamma)	protein-coding	130.9	89.36	125.45	98.78	136.0
chr11-21341	chr11	94988785	94990969	+	159.9	97.51	Intergenic	Intergenic	-1335	NM_172261	217124	Mm.229087	NM_172261	ENSMUSG00000038976	Ppp1r9b	SPL|Spn	protein phosphatase 1, regulatory subunit 9B	protein-coding	159.92	140.82	174.27	139.21	195.23
chr1-1889	chr1	39901849	39904065	+	159.5	26.91	intron (NM_008696, intron 2 of 30)	intron (NM_008696, intron 2 of 30)	2044	NM_001252200	26921	Mm.491139	NM_008696	ENSMUSG00000026074	Map4k4	9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik	mitogen-activated protein kinase kinase kinase kinase 4	protein-coding	169.18	117.07	173.35	116.68	184.39
chr1-10536	chr1	165762368	165765914	+	159.4	43.823	intron (NM_011804, intron 1 of 3)	CpG	361	NM_011804	433375	Mm.294885	NM_011804	ENSMUSG00000040713	Creg1	AA755314|Creg	cellular repressor of E1A-stimulated genes 1	protein-coding	178.44	128.38	172.44	131.7	165.2
chr8-17042	chr8	33651911	33655805	+	157.6	34.897	intron (NM_010344, intron 1 of 12)	CpG	620	NM_010344	14782	Mm.283573	NM_010344	ENSMUSG00000031584	Gsr	AI325518|D8Ertd238e|Gr-1|Gr1	glutathione reductase	protein-coding	153.13	126.12	184.76	138.63	142.67
chr11-24638	chr11	80070605	80074853	+	157.2	23.453000000000003	intron (NM_001277106, intron 1 of 6)	intron (NM_001277106, intron 1 of 6)	8262	NM_001277106	54394	Mm.272093	NM_018776	ENSMUSG00000017561	Crlf3	BB164954|Creme9|Cytor4	cytokine receptor-like factor 3	protein-coding	168.56	111.98	180.2	132.28	217.76
chr11-35545	chr11	69667433	69670971	+	156.3	24.07	exon (NM_001159375, exon 5 of 11)	exon (NM_001159375, exon 5 of 11)	-3032	NM_001291058	12514	Mm.15819	NM_009853	ENSMUSG00000018774	Cd68	Lamp4|Scard1|gp110	CD68 antigen	protein-coding	184.62	115.94	124.54	147.88	79.26
chr7-18213	chr7	27540325	27542813	+	155.6	47.63	intron (NM_011116, intron 6 of 13)	intron (NM_011116, intron 6 of 13)	11543	NM_011116	18807	Mm.6483	NM_011116	ENSMUSG00000003363	Pld3	Sam-9	phospholipase D family, member 3	protein-coding	156.83	112.54	162.86	103.98	155.19
chr14-6222	chr14	30623663	30627241	+	155.5	68.65	intron (NM_011103, intron 1 of 17)	CpG	756	NM_011103	18753	Mm.2314	NM_011103	ENSMUSG00000021948	Prkcd	AI385711|D14Ertd420e|PKC[d]|PKCdelta|Pkcd	protein kinase C, delta	protein-coding	182.77	111.41	193.43	139.79	154.35
chr13-6055	chr13	75838805	75841343	+	155.1	36.867	exon (NM_053108, exon 1 of 3)	exon (NM_053108, exon 1 of 3)	188	NM_053108	93692	Mm.25844	NM_053108	ENSMUSG00000021591	Glrx	C86710|D13Wsu156e|Glrx1|Grx1|TTase	glutaredoxin	protein-coding	154.36	123.86	145.53	131.7	163.53
chr1-7927	chr1	39921450	39924186	+	151.0	29.343000000000004	intron (NM_008696, intron 2 of 30)	intron (NM_008696, intron 2 of 30)	21905	NM_001252200	26921	Mm.491139	NM_008696	ENSMUSG00000026074	Map4k4	9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik	mitogen-activated protein kinase kinase kinase kinase 4	protein-coding	146.95	143.08	173.81	134.59	166.87
chr17-10586	chr17	84270845	84275935	+	150.8	13.53	intron (NM_183021, intron 29 of 37)	intron (NM_183021, intron 29 of 37)	-85443	NM_001001806	12193	Mm.259321	NM_001001806	ENSMUSG00000045817	Zfp36l2	Brf2|ERF2|Tis11d	zinc finger protein 36, C3H type-like 2	protein-coding	156.83	117.63	166.97	118.42	199.4
chr15-10222	chr15	78579706	78582566	+	150.5	46.317	Intergenic	(CA)n|Simple_repeat|Simple_repeat	-8353	NM_009008	19354	Mm.1972	NM_009008	ENSMUSG00000033220	Rac2	AI323801|AI452260	RAS-related C3 botulinum substrate 2	protein-coding	167.95	116.5	145.53	122.46	182.72
chr1-39029	chr1	85648417	85654855	+	150.1	25.136999999999997	intron (NM_013673, intron 1 of 19)	B3|SINE|B2	1586	NM_013673	20684	Mm.290906	NM_013673	ENSMUSG00000026222	Sp100	A430075G10Rik	nuclear antigen Sp100	protein-coding	178.44	126.12	143.24	116.68	188.56
chr14-11558	chr14	63121292	63124378	+	149.5	34.783	intron (NM_007798, intron 1 of 9)	CpG	373	NM_007798	13030	Mm.236553	NM_007798	ENSMUSG00000021939	Ctsb	CB	cathepsin B	protein-coding	149.42	122.16	155.56	131.13	174.37
chr15-5107	chr15	77804644	77808116	+	147.7	20.97	intron (NM_022410, intron 3 of 40)	intron (NM_022410, intron 3 of 40)	35795	NM_022410	17886	Mm.29677	NM_022410	ENSMUSG00000022443	Myh9	Fltn|Myhn-1|Myhn1|NMHCIIA|NMMHC-A|NMMHC-IIA|TU72.6	myosin, heavy polypeptide 9, non-muscle	protein-coding	164.24	123.29	162.4	130.55	171.04
chr10-19114	chr10	57793667	57796149	+	147.2	46.853	intron (NM_020561, intron 1 of 7)	CpG	364	NM_020561	57319	Mm.2379	NM_020561	ENSMUSG00000019872	Smpdl3a	0610010C24Rik|AI529588|ASM3A|ASML3|ASML3A	sphingomyelin phosphodiesterase, acid-like 3A	protein-coding	141.4	95.01	140.51	109.75	151.85
chr11-21043	chr11	52307019	52312195	+	147.0	22.27	Intergenic	Intergenic	-27036	NM_009331	21414	Mm.31630	NM_009331	ENSMUSG00000000782	Tcf7	AI465550|TCF-1|Tcf1	transcription factor 7, T cell specific	protein-coding	142.63	130.64	144.16	110.91	189.39
chr5-23472	chr5	100568565	100573101	+	146.3	18.713	intron (NM_139198, intron 1 of 4)	intron (NM_139198, intron 1 of 4)	1372	NM_139198	231507	Mm.34609	NM_139198	ENSMUSG00000029322	Plac8	C15|D5Wsu111e	placenta-specific 8	protein-coding	140.78	110.85	164.69	147.3	168.53
