PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K4me2/AND-CD4TCell-ChIP-H3K4me2-All-Conditions-KAA-14-10-20/regions.txt mm10 -size given -d AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	0.1uM PCC	100uM K99A	10uM K99A	10uM PCC	No Peptide
chr14-19474	chr14	78304454	78309282	+	177.4	12.99	intron (NM_011613, intron 1 of 4)	intron (NM_011613, intron 1 of 4)	1175	NM_011613	21943	Mm.249221	NM_011613	ENSMUSG00000022015	Tnfsf11	Ly109l|ODF|OPG|OPGL|RANKL|Trance	tumor necrosis factor (ligand) superfamily, member 11	protein-coding	182.77	151.0	176.55	153.65	176.88
chr11-40194	chr11	50323054	50327542	+	175.8	36.18	intron (NM_001110500, intron 1 of 14)	CpG	375	NM_001110499	12330	Mm.248827	NM_007597	ENSMUSG00000020368	Canx	1110069N15Rik|AI988026|Cnx|D11Ertd153e	calnexin	protein-coding	182.15	154.4	187.04	167.52	169.37
chr10-6900	chr10	79850789	79854909	+	175.0	10.697000000000001	non-coding (NR_029447, exon 1 of 1)	non-coding (NR_029447, exon 1 of 1)	-1583	NM_001283013	19205	Mm.265610	NM_008956	ENSMUSG00000006498	Ptbp1	AA407203|AL033359|HNRPI|PTB-1|PTB2|PTB3|PTB4|Ptb|pPTB	polypyrimidine tract binding protein 1	protein-coding	164.86	139.69	164.23	150.77	169.37
chr4-23908	chr4	150926333	150930913	+	172.3	23.09	intron (NM_001077509, intron 1 of 7)	B2_Mm2|SINE|B2	624	NM_001077509	21942	Mm.244187	NM_011612	ENSMUSG00000028965	Tnfrsf9	4-1BB|A930040I11Rik|AA408498|AI325004|CDw137|Cd137|ILA|Ly63	tumor necrosis factor receptor superfamily, member 9	protein-coding	182.77	172.49	199.81	153.65	121.81
chr11-82	chr11	97660701	97663195	+	172.0	70.74	Intergenic	Intergenic	-1464	NM_139311	246198	Mm.23685	NM_139311	ENSMUSG00000038437	Mllt6	AI315037|Af17	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	protein-coding	185.24	130.08	186.13	166.36	206.08
chr11-2509	chr11	75733561	75737057	+	167.2	37.577	intron (NM_009536, intron 1 of 5)	intron (NM_009536, intron 1 of 5)	2422	NM_009536	22627	Mm.234700	NM_009536	ENSMUSG00000020849	Ywhae	AU019196	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	protein-coding	185.85	131.21	179.74	155.96	156.85
chr11-4771	chr11	55469807	55473991	+	166.6	17.692999999999998	intron (NM_013716, intron 1 of 11)	T-rich|Low_complexity|Low_complexity	2147	NM_013716	27041	Mm.39631	NM_013716	0	G3bp1	AI849976|B430204O07|C87777|G3bp|mKIAA4115	GTPase activating protein (SH3 domain) binding protein 1	protein-coding	171.65	128.38	182.48	158.27	168.53
chr10-12617	chr10	62600230	62603966	+	166.4	21.436999999999998	intron (NM_019553, intron 1 of 14)	CpG	200	NM_019553	56200	Mm.413275	NM_019553	ENSMUSG00000020075	Ddx21	AI255159|AL022742|D10Ertd645e|D10Wsu42e	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21	protein-coding	193.88	140.26	182.02	149.61	177.71
chr2-10069	chr2	11644157	11648499	+	166.0	28.987	intron (NM_008367, intron 1 of 7)	(CATATA)n|Simple_repeat|Simple_repeat	3536	NM_008367	16184	Mm.915	NM_008367	ENSMUSG00000026770	Il2ra	CD25|Il2r|Ly-43	interleukin 2 receptor, alpha chain	protein-coding	204.38	145.35	199.81	183.69	56.73
chr6-2632	chr6	67267522	67271050	+	165.8	17.093	intron (NM_001113564, intron 1 of 7)	intron (NM_001113564, intron 1 of 7)	2307	NM_001113566	66870	Mm.240490	NM_025814	ENSMUSG00000036371	Serbp1	1200009K13Rik|9330147J08Rik|AL022786|Pairbp1	serpine1 mRNA binding protein 1	protein-coding	169.18	123.86	186.13	135.75	185.22
chr17-13782	chr17	56624622	56628538	+	165.3	49.757	exon (NM_028782, exon 1 of 18)	exon (NM_028782, exon 1 of 18)	323	NM_028782	74142	Mm.329136	NM_028782	ENSMUSG00000041168	Lonp1	1200017E13Rik|LON|Prss15	lon peptidase 1, mitochondrial	protein-coding	188.94	129.51	171.98	162.9	167.7
chr18-9749	chr18	64513411	64517657	+	162.4	14.323	intron (NM_001142950, intron 1 of 14)	intron (NM_001142950, intron 1 of 14)	1023	NM_001142950	70223	Mm.29192	NM_027350	ENSMUSG00000024587	Nars	3010001M15Rik|AA960128|ASNRS|C78150	asparaginyl-tRNA synthetase	protein-coding	180.91	138.56	169.7	181.38	132.66
chr1-15408	chr1	178333775	178337211	+	158.9	22.123	intron (NM_016805, intron 3 of 13)	intron (NM_016805, intron 3 of 13)	2291	NM_016805	51810	Mm.86589	NM_016805	ENSMUSG00000039630	Hnrnpu	AA408410|AI256620|AL024194|AL024437|AW557595|C86794|Hnrpu|SAFA|Sp120|hnRNP U	heterogeneous nuclear ribonucleoprotein U	protein-coding	158.07	111.41	155.11	135.75	146.84
chr12-5393	chr12	55397400	55400796	+	158.5	22.906999999999996	intron (NM_011968, intron 1 of 6)	CpG	273	NM_011968	26443	Mm.30210	NM_011968	ENSMUSG00000021024	Psma6	IOTA	proteasome (prosome, macropain) subunit, alpha type 6	protein-coding	177.83	134.04	171.98	151.92	148.51
chr4-934	chr4	46451922	46454764	+	158.3	23.386999999999997	intron (NM_130889, intron 1 of 6)	PB1D10|SINE|Alu	2226	NM_130889	67628	Mm.263913	NM_130889	ENSMUSG00000028333	Anp32b	2410015B15Rik|PAL31|PHAPI2a|Ssp29	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B	protein-coding	154.98	116.5	160.58	125.93	136.83
chr17-8923	chr17	80173715	80176233	+	158.1	35.493	intron (NM_176963, intron 4 of 6)	L2|LINE|L2	32331	NR_036615	225027	Mm.292016	NM_146083	ENSMUSG00000024097	Srsf7	35kDa|9430065L19Rik|9G8|NX-96|Sfrs7	serine/arginine-rich splicing factor 7	protein-coding	172.27	145.35	156.02	150.19	176.88
chr16-2537	chr16	92059255	92063085	+	154.5	18.32	intron (NM_080456, intron 1 of 2)	intron (NM_080456, intron 1 of 2)	2834	NM_080456	121022	Mm.217354	NM_080456	ENSMUSG00000039680	Mrps6	AW046321	mitochondrial ribosomal protein S6	protein-coding	163.62	126.68	159.67	164.63	95.95
chr10-5010	chr10	79703841	79707059	+	153.8	24.026999999999997	intron (NM_001077184, intron 1 of 6)	intron (NM_001077184, intron 1 of 6)	1092	NM_009768	12215	Mm.726	NM_009768	ENSMUSG00000023175	Bsg	AI115436|AI325119|CD147|EMMPRIN|HT-7	basigin	protein-coding	170.42	127.25	163.77	157.7	143.5
chr10-10139	chr10	128081845	128086009	+	152.4	54.963	exon (NM_016774, exon 2 of 10)	exon (NM_016774, exon 2 of 10)	620	NM_016774	11947	Mm.238973	NM_016774	ENSMUSG00000025393	Atp5b	-	ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit	protein-coding	176.59	115.37	165.6	143.83	166.03
chr5-12031	chr5	148397205	148401453	+	152.4	29.596999999999998	intron (NM_007513, intron 1 of 12)	CpG	575	NM_007513	11987	Mm.275489	NM_007513	ENSMUSG00000041313	Slc7a1	4831426K01Rik|AI447493|Atrc-1|Atrc1|Cat1|Rec-1|Rev-1|mCAT-1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	protein-coding	155.6	122.16	162.86	125.93	144.34
chr15-5052	chr15	77968864	77972098	+	151.5	23.537	intron (NM_018749, intron 1 of 14)	CpG	343	NM_018749	55944	Mm.3955	NM_018749	ENSMUSG00000016554	Eif3d	66/67kDa|AA407891|Eif3s7|eIF3p66	eukaryotic translation initiation factor 3, subunit D	protein-coding	168.56	118.2	162.86	165.21	136.83
chr13-2839	chr13	49681332	49684404	+	150.8	27.6	intron (NM_172015, intron 1 of 33)	intron (NM_172015, intron 1 of 33)	738	NM_172015	105148	Mm.21118	NM_172015	ENSMUSG00000037851	Iars	2510016L12Rik|AI327140|AU044614|E430001P04Rik|ILRS	isoleucine-tRNA synthetase	protein-coding	164.24	111.98	171.07	140.95	166.87
chr9-9202	chr9	18291109	18294477	+	149.2	27.756999999999998	intron (NM_025844, intron 1 of 10)	intron (NM_025844, intron 1 of 10)	526	NM_025844	66917	Mm.103534	NM_025844	ENSMUSG00000001774	Chordc1	1110001O09Rik|AA409036|Chp-1|morgana	cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1	protein-coding	151.89	109.15	162.4	142.1	156.85
chr11-21814	chr11	99169630	99173760	+	149.0	29.223000000000003	Intergenic	Intergenic	-16618	NM_007719	12775	Mm.2932	NM_007719	ENSMUSG00000037944	Ccr7	CD197|Cdw197|Cmkbr7|EBI1|Ebi1h	chemokine (C-C motif) receptor 7	protein-coding	165.48	123.86	150.09	131.13	152.68
chr19-6199	chr19	46075077	46078189	+	148.7	38.373000000000005	intron (NM_001039351, intron 1 of 12)	intron (NM_001039351, intron 1 of 12)	786	NM_001039351	70769	Mm.402190	NM_053086	ENSMUSG00000015176	Nolc1	NOPP130|NOPP140|P130	nucleolar and coiled-body phosphoprotein 1	protein-coding	164.24	114.24	173.35	142.68	136.0
chr4-27489	chr4	119290882	119294166	+	147.8	37.85	intron (NM_011732, intron 2 of 7)	intron (NM_011732, intron 2 of 7)	1989	NM_011732	22608	Mm.258204	NM_011732	ENSMUSG00000028639	Ybx1	1700102N10Rik|C79409|EF1A|MSY1|Nsep1|YB-1|dbpB|mYB-1a	Y box protein 1	protein-coding	142.01	121.59	173.81	117.84	163.53
chr9-6062	chr9	120092042	120096736	+	146.5	15.257	exon (NM_007720, exon 2 of 2)	exon (NM_007720, exon 2 of 2)	2256	NM_007720	12776	Mm.442098	NM_007720	ENSMUSG00000042262	Ccr8	C-C|C-C CKR-8|CC-CKR-8|CCR-8|CKR-8|Cmkbr8|mCCR8	chemokine (C-C motif) receptor 8	protein-coding	149.42	164.58	152.82	144.99	97.62
chr16-17669	chr16	10768333	10771457	+	146.3	47.44	Intergenic	Intergenic	15641	NM_009896	12703	Mm.130	NM_009896	ENSMUSG00000038037	Socs1	Cish1|Cish7|JAB|SOCS-1|SSI-1	suppressor of cytokine signaling 1	protein-coding	175.36	134.04	171.53	138.06	176.88
chr8-18012	chr8	31166302	31169300	+	144.9	30.55	intron (NM_026453, intron 1 of 9)	intron (NM_026453, intron 1 of 9)	923	NM_026453	67920	Mm.289818	NM_026453	ENSMUSG00000031578	Mak16	2600016B03Rik|AI314911|Rbm13	MAK16 homolog (S. cerevisiae)	protein-coding	141.4	99.54	151.91	114.95	151.85
chr11-14476	chr11	99130333	99133707	+	144.0	14.837	Intergenic	Intergenic	23057	NM_007719	12775	Mm.2932	NM_007719	ENSMUSG00000037944	Ccr7	CD197|Cdw197|Cmkbr7|EBI1|Ebi1h	chemokine (C-C motif) receptor 7	protein-coding	145.1	117.63	152.37	144.41	162.69
chr4-10359	chr4	140698823	140701631	+	143.5	24.183000000000003	Intergenic	Intergenic	-1246	NM_173867	108911	Mm.253	NM_173867	ENSMUSG00000040945	Rcc2	2610510H01Rik|2610529N02Rik|AA536646|AA675016|Td60|mKIAA1470	regulator of chromosome condensation 2	protein-coding	150.66	124.99	171.07	112.64	175.21
chr11-15866	chr11	46393433	46397113	+	142.9	17.413	intron (NR_105955, intron 2 of 4)	Lx8b|LINE|L1	-5758	NM_001281968	16428	Mm.339927	NM_010583	ENSMUSG00000020395	Itk	Emt|Tcsk|Tsk	IL2 inducible T cell kinase	protein-coding	152.51	151.57	143.24	149.61	125.98
chr16-3012	chr16	10665814	10670614	+	142.4	10.94	intron (NM_177562, intron 18 of 22)	intron (NM_177562, intron 18 of 22)	117322	NM_009896	12703	Mm.130	NM_009896	ENSMUSG00000038037	Socs1	Cish1|Cish7|JAB|SOCS-1|SSI-1	suppressor of cytokine signaling 1	protein-coding	145.72	142.52	109.03	181.96	69.25
chr19-8549	chr19	60786843	60790339	+	142.2	26.493000000000002	intron (NM_010123, intron 1 of 21)	intron (NM_010123, intron 1 of 21)	2102	NM_010123	13669	Mm.2238	NM_010123	ENSMUSG00000024991	Eif3a	A830012B05Rik|Csma|Eif3|Eif3s10|mKIAA0139	eukaryotic translation initiation factor 3, subunit A	protein-coding	151.89	125.55	157.84	127.66	116.81
chr9-11362	chr9	120570261	120573309	+	141.4	21.747	intron (NM_025974, intron 1 of 5)	CpG	268	NM_025974	67115	Mm.289810	NM_025974	ENSMUSG00000025794	Rpl14	3100001N19Rik|AA407502|AL022816|CAG-ISL-7|CTG-B33|L14	ribosomal protein L14	protein-coding	151.89	118.2	131.38	154.81	141.84
chr17-16317	chr17	51798465	51803739	+	141.3	7.45	intron (NM_001163631, intron 5 of 10)	intron (NM_001163631, intron 5 of 10)	10952	NM_001163630	20230	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	164.86	141.95	154.19	153.65	115.14
chr6-7599	chr6	55036614	55040160	+	141.0	30.623	intron (NM_180678, intron 1 of 16)	CpG	386	NM_180678	353172	Mm.250004	NM_180678	ENSMUSG00000029777	Gars	GENA202|Gena201|Nmf249|Sgrp23	glycyl-tRNA synthetase	protein-coding	140.16	99.54	142.33	107.44	153.52
chr4-699	chr4	140702449	140705521	+	140.8	12.392999999999999	intron (NM_173867, intron 2 of 12)	intron (NM_173867, intron 2 of 12)	2512	NM_173867	108911	Mm.253	NM_173867	ENSMUSG00000040945	Rcc2	2610510H01Rik|2610529N02Rik|AA536646|AA675016|Td60|mKIAA1470	regulator of chromosome condensation 2	protein-coding	159.3	129.51	114.96	139.79	102.62
chr16-11240	chr16	45405457	45409279	+	140.3	13.677	intron (NM_010818, intron 1 of 5)	intron (NM_010818, intron 1 of 5)	1685	NM_010818	17470	Mm.245851	NM_010818	ENSMUSG00000022661	Cd200	Mox2|OX2	CD200 antigen	protein-coding	171.03	107.45	148.26	139.79	127.65
chr15-3560	chr15	67039047	67041757	+	139.1	28.987	Intergenic	Intergenic	-70761	NM_008681	17988	Mm.30837	NM_008681	ENSMUSG00000005125	Ndrg1	CAP43|CMT4D|DRG1|HMSNL|NMSL|Ndr1|Ndrl|PROXY1|RTP|TDD5	N-myc downstream regulated gene 1	protein-coding	152.51	101.23	158.3	124.77	161.03
chr11-41201	chr11	116849153	116853153	+	136.2	12.37	intron (NM_011358, intron 2 of 2)	intron (NM_011358, intron 2 of 2)	1941	NM_011358	20382	Mm.21841	NM_011358	ENSMUSG00000034120	Srsf2	D11Wsu175e|MRF-1|Pr264|SC35|Sfrs10|Sfrs2	serine/arginine-rich splicing factor 2	protein-coding	137.69	105.19	141.42	120.73	112.63
chr5-17318	chr5	147859283	147862473	+	135.7	22.903000000000002	intron (NM_025624, intron 1 of 5)	CpG	250	NM_025624	66537	Mm.332855	NM_025624	ENSMUSG00000029649	Pomp	2510048O06Rik|Ump1	proteasome maturation protein	protein-coding	150.04	108.59	137.31	138.63	141.84
chr15-4928	chr15	31599398	31601646	+	135.6	38.823	intron (NM_007637, intron 1 of 10)	MTA_Mm|LTR|ERVL-MaLR	1282	NM_007637	12465	Mm.282158	NM_007637	ENSMUSG00000022234	Cct5	Ccte|TCPE|mKIAA0098	chaperonin containing Tcp1, subunit 5 (epsilon)	protein-coding	137.69	101.8	129.56	128.81	132.66
chr6-9437	chr6	51465282	51468332	+	134.3	25.653000000000002	intron (NR_104468, intron 3 of 10)	intron (NR_104468, intron 3 of 10)	3087	NR_104468	53379	Mm.155896	NM_016806	0	Hnrnpa2b1	9130414A06Rik|Hnrpa2|Hnrpa2b1|hnrnp-A	heterogeneous nuclear ribonucleoprotein A2/B1	protein-coding	146.34	124.42	138.23	125.35	125.98
chr2-43700	chr2	69859957	69863865	+	134.1	22.147	intron (NM_009278, intron 1 of 11)	CpG	349	NM_009278	20823	Mm.10508	NM_009278	ENSMUSG00000068882	Ssb	SS-B	Sjogren syndrome antigen B	protein-coding	152.51	95.58	144.16	117.26	132.66
chr2-24553	chr2	130176505	130179017	+	134.0	28.416999999999998	intron (NM_009225, intron 1 of 6)	intron (NM_009225, intron 1 of 6)	1603	NM_009225	20638	Mm.88216	NM_009225	ENSMUSG00000027404	Snrpb	AL024368|AU018828|SM-B|SM11|SMB|SNRNP-B	small nuclear ribonucleoprotein B	protein-coding	154.98	110.28	149.18	109.75	133.49
chr4-15498	chr4	135268222	135271576	+	133.5	10.537	intron (NM_013885, intron 1 of 5)	intron (NM_013885, intron 1 of 5)	2861	NM_013885	29876	Mm.257765	NM_013885	ENSMUSG00000037242	Clic4	D0Jmb3|TU-74|mc3s5|mtCLIC	chloride intracellular channel 4 (mitochondrial)	protein-coding	127.81	112.54	125.91	128.24	47.56
chr18-3296	chr18	82533779	82536417	+	133.5	32.363	intron (NM_001025245, intron 3 of 3)	intron (NM_001025245, intron 3 of 3)	-19365	NM_001025255	17196	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	154.36	111.98	125.91	121.88	150.18
chr17-26052	chr17	35835438	35838848	+	132.8	41.263000000000005	intron (NM_011655, intron 1 of 3)	CpG	1158	NM_011655	22154	Mm.273538	NM_011655	ENSMUSG00000001525	Tubb5	AA408537|AI596182|B130022C14Rik|M(beta)5	tubulin, beta 5 class I	protein-coding	163.62	104.06	146.44	119.57	156.02
chr13-11951	chr13	8994282	8997494	+	132.1	27.936999999999998	intron (NM_027000, intron 1 of 16)	CpG	124	NM_027000	69237	Mm.41800	NM_027000	ENSMUSG00000021149	Gtpbp4	2610028C09Rik|Crfg|Gtpbp3|NGB|Nog1	GTP binding protein 4	protein-coding	141.4	78.61	155.11	113.22	140.17
chr17-26080	chr17	45566982	45571790	+	131.6	8.533	exon (NM_008302, exon 8 of 11)	exon (NM_008302, exon 8 of 11)	3875	NM_008302	15516	Mm.2180	NM_008302	ENSMUSG00000023944	Hsp90ab1	90kDa|AL022974|C81438|Hsp84|Hsp84-1|Hsp90|Hspcb	heat shock protein 90 alpha (cytosolic), class B member 1	protein-coding	155.6	121.03	80.29	160.01	58.4
chr9-7955	chr9	78519979	78521839	+	131.0	65.64699999999999	Intergenic	Intergenic	-39185	NM_010106	13627	Mm.138471	NM_010106	ENSMUSG00000037742	Eef1a1	-	eukaryotic translation elongation factor 1 alpha 1	protein-coding	132.13	84.27	130.93	113.8	105.96
chr3-7617	chr3	37653801	37656877	+	130.4	16.96	Intergenic	(TTTC)n|Simple_repeat|Simple_repeat	15389	NM_011896	24063	Mm.330986	NM_011896	ENSMUSG00000037211	Spry1	sprouty1	sprouty homolog 1 (Drosophila)	protein-coding	167.95	117.07	107.21	143.83	129.32
chr9-5863	chr9	78477808	78481022	+	130.0	23.366999999999997	exon (NM_010106, exon 6 of 8)	exon (NM_010106, exon 6 of 8)	2309	NM_010106	13627	Mm.138471	NM_010106	ENSMUSG00000037742	Eef1a1	-	eukaryotic translation elongation factor 1 alpha 1	protein-coding	143.87	121.59	127.28	113.8	117.64
chr17-14244	chr17	33683384	33685804	+	129.9	22.447	intron (NM_001109913, intron 1 of 16)	intron (NM_001109913, intron 1 of 16)	864	NM_029804	76936	Mm.311439	NM_029804	ENSMUSG00000059208	Hnrnpm	2610023M21Rik|AA409009|Hnrpm|mKIAA4193	heterogeneous nuclear ribonucleoprotein M	protein-coding	153.13	83.14	166.51	99.93	126.82
chr10-40301	chr10	127519467	127522645	+	129.6	40.537	exon (NM_001252316, exon 2 of 12)	exon (NM_001252316, exon 2 of 12)	1388	NM_028230	108037	Mm.29890	NM_028230	ENSMUSG00000025403	Shmt2	2700043D08Rik|AA408223|AA986903	serine hydroxymethyltransferase 2 (mitochondrial)	protein-coding	164.86	109.72	141.42	107.44	108.46
chr7-5770	chr7	120634925	120637487	+	129.6	24.866999999999997	intron (NM_025899, intron 1 of 13)	intron (NM_025899, intron 1 of 13)	1017	NM_025899	67003	Mm.334206	NM_025899	ENSMUSG00000030884	Uqcrc2	1500004O06Rik	ubiquinol cytochrome c reductase core protein 2	protein-coding	100.03	69.0	101.27	88.96	102.62
chr11-1615	chr11	46389886	46392372	+	128.4	24.7	intron (NR_105955, intron 2 of 4)	B1_Mm|SINE|Alu	-1614	NM_001281968	16428	Mm.339927	NM_010583	ENSMUSG00000020395	Itk	Emt|Tcsk|Tsk	IL2 inducible T cell kinase	protein-coding	124.11	129.51	119.52	125.35	105.13
chr5-558	chr5	140419526	140421502	+	127.6	25.21	intron (NM_133916, intron 1 of 18)	intron (NM_133916, intron 1 of 18)	1209	NM_133916	27979	Mm.21671	NM_133916	ENSMUSG00000056076	Eif3b	AL033316|AL033334|AL033369|AW208965|D5Wsu45e|EIF3-ETA|EIF3-P110|EIF3-P116|Eif3s9|PRT1	eukaryotic translation initiation factor 3, subunit B	protein-coding	127.19	100.67	130.47	108.6	132.66
chr11-35959	chr11	53793955	53796883	+	127.2	29.386999999999997	intron (NR_033332, intron 3 of 3)	intron (NR_033332, intron 3 of 3)	24946	NM_001159396	16362	Mm.105218	NM_008390	ENSMUSG00000018899	Irf1	AU020929|Irf-1	interferon regulatory factor 1	protein-coding	138.31	118.2	133.21	109.17	146.01
chr8-17370	chr8	83714265	83717131	+	126.2	13.88	intron (NM_197982, intron 1 of 10)	CpG	521	NM_197982	68278	Mm.28222	NM_197982	ENSMUSG00000005481	Ddx39	2610307C23Rik|BAT1|DDXL|Ddx39a|URH49	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39	protein-coding	125.96	83.7	140.51	110.91	128.49
chr9-8134	chr9	66881204	66883958	+	126.2	30.837	intron (NM_173413, intron 1 of 7)	intron (NM_173413, intron 1 of 7)	37124	NM_173413	235442	Mm.260376	NM_173413	ENSMUSG00000036943	Rab8b	5930437D16|D330025I23Rik	RAB8B, member RAS oncogene family	protein-coding	135.22	105.19	128.65	108.02	125.15
chr4-10583	chr4	152188398	152191442	+	126.2	23.873	intron (NM_001146057, intron 1 of 8)	intron (NM_001146057, intron 1 of 8)	3786	NM_001146057	70025	Mm.296191	NM_133348	ENSMUSG00000028937	Acot7	2410041A17Rik|Ach1|Act|Bach|CTE-IIa|Cte-II|Lach1	acyl-CoA thioesterase 7	protein-coding	121.64	127.81	140.51	123.04	107.63
chr18-1470	chr18	38405261	38407629	+	126.2	30.156999999999996	Intergenic	Intergenic	-12530	NM_022996	65113	Mm.102496	NM_022996	ENSMUSG00000024425	Ndfip1	0610010M22Rik|N4wbp5	Nedd4 family interacting protein 1	protein-coding	116.08	89.92	108.57	90.69	117.64
chr18-1891	chr18	38419529	38422255	+	125.3	20.7	intron (NM_022996, intron 1 of 7)	intron (NM_022996, intron 1 of 7)	1917	NM_022996	65113	Mm.102496	NM_022996	ENSMUSG00000024425	Ndfip1	0610010M22Rik|N4wbp5	Nedd4 family interacting protein 1	protein-coding	153.75	104.06	140.96	110.33	109.3
chr11-22701	chr11	99141813	99145173	+	124.9	17.913	TTS (NM_007719)	TTS (NM_007719)	11584	NM_007719	12775	Mm.2932	NM_007719	ENSMUSG00000037944	Ccr7	CD197|Cdw197|Cmkbr7|EBI1|Ebi1h	chemokine (C-C motif) receptor 7	protein-coding	138.31	109.15	136.86	105.13	141.84
chr2-16201	chr2	127322090	127325340	+	124.7	24.897	Intergenic	Intergenic	-12444	NM_010090	13537	Mm.4729	NM_010090	ENSMUSG00000027368	Dusp2	PAC1	dual specificity phosphatase 2	protein-coding	135.84	128.95	117.24	146.14	96.78
chr11-35945	chr11	51618537	51621453	+	124.1	21.897	intron (NM_026631, intron 1 of 3)	CpG	222	NM_026631	52530	Mm.28203	NM_026631	ENSMUSG00000001056	Nhp2	2410130M07Rik|D11Ertd175e|Nola2	NHP2 ribonucleoprotein	protein-coding	127.81	100.67	125.91	127.66	111.8
chr10-8464	chr10	127162498	127165198	+	124.1	15.67	Intergenic	Intergenic	-1308	NM_001244617	14421	Mm.386762	NM_008080	ENSMUSG00000006731	B4galnt1	4933429D13Rik|Gal-NAc-T|GalNAc-T|GalNAcT|Galgt1|Ggm-2|Ggm2	beta-1,4-N-acetyl-galactosaminyl transferase 1	protein-coding	129.05	113.11	137.77	104.55	111.8
chr9-5161	chr9	25253480	25256188	+	123.6	26.967	intron (NM_001205367, intron 1 of 12)	(TATG)n|Simple_repeat|Simple_repeat	2395	NM_001205367	235072	Mm.270259	NM_009859	ENSMUSG00000001833	Sept7	Cdc10|E430034N22	septin 7	protein-coding	139.54	95.58	141.88	116.68	95.11
chr11-1996	chr11	99041600	99043460	+	123.3	28.963	intron (NM_010517, intron 1 of 3)	intron (NM_010517, intron 1 of 3)	1270	NM_010517	16010	Mm.233799	NM_010517	0	Igfbp4	AI875747|Deb2|IGFBP-4	insulin-like growth factor binding protein 4	protein-coding	128.43	121.03	125.91	102.82	141.0
chr1-12791	chr1	167268260	167271094	+	122.8	55.376999999999995	intron (NM_030724, intron 1 of 6)	(CGGGG)n|Simple_repeat|Simple_repeat	15450	NM_030724	80914	Mm.280895	NM_030724	ENSMUSG00000026558	Uck2	AA407809|AI481316|AU018180|AU020720|TSA903|UK|UMK|Umpk	uridine-cytidine kinase 2	protein-coding	132.13	109.72	124.54	108.6	128.49
chr19-4376	chr19	10604378	10607350	+	122.7	37.107	intron (NM_015735, intron 1 of 26)	CpG	239	NM_015735	13194	Mm.289915	NM_015735	ENSMUSG00000024740	Ddb1	127kDa|AA408517|p127-Ddb1	damage specific DNA binding protein 1	protein-coding	137.07	101.23	127.73	113.8	134.33
chr12-3007	chr12	73909052	73911506	+	120.2	18.637	intron (NM_010431, intron 1 of 14)	intron (NM_010431, intron 1 of 14)	2412	NM_010431	15251	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	129.66	91.05	138.23	94.73	100.12
chr11-30569	chr11	97657843	97660955	+	119.9	17.84	Intergenic	Intergenic	-4013	NM_139311	246198	Mm.23685	NM_139311	ENSMUSG00000038437	Mllt6	AI315037|Af17	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	protein-coding	175.36	127.81	160.58	143.83	129.32
chr10-1119	chr10	79682079	79683837	+	118.3	31.506999999999998	intron (NM_177613, intron 1 of 4)	intron (NM_177613, intron 1 of 4)	763	NM_177613	216150	Mm.21981	NM_177613	ENSMUSG00000020307	Cdc34	AI327276|UBE2R1	cell division cycle 34	protein-coding	96.94	67.3	112.22	91.85	115.97
chr8-19713	chr8	27259845	27262557	+	118.1	37.0	intron (NM_007918, intron 1 of 2)	intron (NM_007918, intron 1 of 2)	874	NM_007918	13685	Mm.6700	NM_007918	ENSMUSG00000031490	Eif4ebp1	4e-bp1|AA959816|PHAS-I	eukaryotic translation initiation factor 4E binding protein 1	protein-coding	144.48	91.62	129.56	131.13	130.99
